Output data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
300.0000       10.4046        24.0000        10.1418        359.3202       215.7068       172.9095       263.5779       263.5779       263.5779       132.4684       110.6130       121.5407       340.3824       291.1157       316.0441       0.3002         0.4611         10.4046        0.0899         0.9879         6.4783         5.0980         166.7603       
300.0000       10.3270        26.0000        10.2179        375.7227       224.0598       181.0806       274.6141       274.6141       274.6141       138.9809       116.4375       127.7092       356.7582       306.0561       331.7074       0.2987         0.4650         10.9362        0.0883         0.9680         6.5985         5.1842         170.6948       
300.0000       10.2530        28.0000        10.2917        392.0866       232.3893       189.2282       285.6217       285.6217       285.6217       145.4764       122.2456       133.8610       373.0873       320.9484       347.3235       0.2973         0.4687         11.4555        0.0868         0.9502         6.7153         5.2681         174.5184       
300.0000       10.1822        30.0000        10.3632        408.4130       240.6954       197.3536       296.6013       296.6013       296.6013       151.9557       128.0385       139.9971       389.3723       335.7961       362.8953       0.2961         0.4720         11.9633        0.0854         0.9340         6.8288         5.3498         178.2396       
300.0000       10.1146        32.0000        10.4325        424.7026       248.9785       205.4582       307.5532       307.5532       307.5532       158.4198       133.8170       146.1184       405.6155       350.6018       378.4253       0.2949         0.4751         12.4604        0.0842         0.9193         6.9394         5.4296         181.8660       
300.0000       10.0498        34.0000        10.4997        440.9563       257.2386       213.5431       318.4778       318.4778       318.4778       164.8694       139.5820       152.2257       421.8191       365.3684       393.9159       0.2939         0.4780         12.9475        0.0831         0.9058         7.0472         5.5074         185.4042       
300.0000       9.9878         36.0000        10.5649        457.1746       265.4760       221.6094       329.3755       329.3755       329.3755       171.3054       145.3344       158.3199       437.9853       380.0980       409.3695       0.2929         0.4807         13.4254        0.0820         0.8935         7.1524         5.5836         188.8604       
300.0000       9.9283         38.0000        10.6282        473.3581       273.6906       229.6584       340.2464       340.2464       340.2464       177.7285       151.0748       164.4017       454.1160       394.7930       424.7881       0.2919         0.4832         13.8946        0.0811         0.8821         7.2552         5.6580         192.2397       
300.0000       9.8712         40.0000        10.6897        489.5074       281.8825       237.6911       351.0908       351.0908       351.0908       184.1397       156.8041       170.4719       470.2133       409.4552       440.1736       0.2910         0.4855         14.3556        0.0802         0.8716         7.3557         5.7309         195.5469       
300.0000       9.8162         42.0000        10.7496        505.6230       290.0517       245.7088       361.9088       361.9088       361.9088       190.5395       162.5228       176.5312       486.2791       424.0867       455.5280       0.2902         0.4878         14.8090        0.0794         0.8619         7.4541         5.8023         198.7863       
300.0000       9.7633         44.0000        10.8079        521.7054       298.1982       253.7125       372.7006       372.7006       372.7006       196.9289       168.2317       182.5803       502.3151       438.6891       470.8530       0.2894         0.4899         15.2554        0.0786         0.8529         7.5504         5.8723         201.9616       
300.0000       9.7121         46.0000        10.8648        537.7551       306.3219       261.7033       383.4663       383.4663       383.4663       203.3086       173.9314       188.6200       518.3232       453.2641       486.1505       0.2887         0.4919         15.6950        0.0779         0.8445         7.6447         5.9409         205.0764       
300.0000       9.6626         48.0000        10.9205        553.7723       314.4228       269.6824       394.2059       394.2059       394.2059       209.6793       179.6225       194.6509       534.3051       467.8134       501.4220       0.2880         0.4938         16.1284        0.0772         0.8367         7.7372         6.0081         208.1336       
300.0000       9.6145         50.0000        10.9751        569.7575       322.5007       277.6508       404.9196       404.9196       404.9196       216.0418       185.3056       200.6737       550.2627       482.3385       516.6693       0.2873         0.4956         16.5560        0.0766         0.8293         7.8278         6.0741         211.1360       
300.0000       9.5678         52.0000        11.0287        585.7111       330.5556       285.6096       415.6074       415.6074       415.6074       222.3969       190.9814       206.6891       566.1975       496.8408       531.8939       0.2867         0.4973         16.9780        0.0760         0.8225         7.9166         6.1387         214.0861       
300.0000       9.5221         54.0000        11.0816        601.6334       338.5873       293.5600       426.2693       426.2693       426.2693       228.7452       196.6504       212.6978       582.1112       511.3219       547.0974       0.2861         0.4990         17.3950        0.0754         0.8160         8.0036         6.2021         216.9862       
300.0000       9.4774         56.0000        11.1339        617.5247       346.5958       301.5030       436.9054       436.9054       436.9054       235.0876       202.3131       218.7003       598.0056       525.7830       562.2812       0.2855         0.5006         17.8071        0.0749         0.8100         8.0889         6.2643         219.8381       
300.0000       9.4334         58.0000        11.1858        633.3853       354.5808       309.4397       447.5156       447.5156       447.5156       241.4247       207.9702       224.6974       613.8822       540.2256       577.4470       0.2849         0.5021         18.2148        0.0744         0.8043         8.1726         6.3251         222.6437       
300.0000       9.3900         60.0000        11.2375        649.2157       362.5422       317.3711       458.1000       458.1000       458.1000       247.7573       213.6221       230.6897       629.7427       554.6510       592.5961       0.2844         0.5036         18.6183        0.0740         0.7990         8.2545         6.3848         225.4045       
400.0000       11.9116        0.0000         8.8587         150.6740       107.3474       68.7685        121.7896       121.7896       121.7896       49.9264        36.7791        43.3528        131.7729       100.2463       116.2631       0.3409         0.3560         2.4179         0.1516         1.7873         4.5026         3.7078         102.4083       
400.0000       11.7318        2.0000         8.9944         168.2994       116.7366       77.5410        133.9242       133.9242       133.9242       56.8371        43.0054        49.9213        149.3794       116.5416       133.2119       0.3342         0.3728         3.2101         0.1385         1.6081         4.7212         3.8587         109.5173       
400.0000       11.5667        4.0000         9.1228         185.7241       125.9463       86.2222        145.8722       145.8722       145.8722       63.6889        49.1602        56.4245        166.7924       132.5864       149.9408       0.3287         0.3868         3.9664         0.1287         1.4777         4.9231         3.9987         116.0730       
400.0000       11.4150        6.0000         9.2441         202.9777       135.0015       94.8238        157.6603       157.6603       157.6603       70.4895        55.2598        62.8746        184.0405       148.4370       166.4917       0.3240         0.3988         4.6916         0.1211         1.3780         5.1112         4.1298         122.1833       
400.0000       11.2751        8.0000         9.3587         220.0844       143.9239       103.3552       169.3107       169.3107       169.3107       77.2453        61.3145        69.2799        201.1459       164.1307       182.8937       0.3200         0.4092         5.3895         0.1150         1.2991         5.2879         4.2534         127.9254       
400.0000       11.1459        10.0000        9.4672         237.0639       152.7320       111.8246       180.8426       180.8426       180.8426       83.9612        67.3316        75.6464        218.1264       179.6936       199.1685       0.3164         0.4183         6.0628         0.1099         1.2349         5.4549         4.3706         133.3566       
400.0000       11.0263        12.0000        9.5699         253.9334       161.4427       120.2388       192.2729       192.2729       192.2729       90.6414        73.3160        81.9787        234.9968       195.1444       215.3326       0.3133         0.4264         6.7138         0.1057         1.1816         5.6137         4.4823         138.5210       
400.0000       10.9150        14.0000        9.6675         270.7077       170.0712       128.6038       203.6167       203.6167       203.6167       97.2896        79.2714        88.2805        251.7696       210.4974       231.3994       0.3106         0.4336         7.3445         0.1021         1.1365         5.7652         4.5893         143.4529       
400.0000       10.8111        16.0000        9.7604         287.4002       178.6319       136.9250       214.8880       214.8880       214.8880       103.9087       85.2003        94.5545        268.4556       225.7635       247.3797       0.3081         0.4400         7.9563         0.0989         1.0979         5.9104         4.6921         148.1796       
400.0000       10.7134        18.0000        9.8494         304.0228       187.1381       145.2077       226.0997       226.0997       226.0997       110.5015       91.1048        100.8032       285.0648       240.9515       263.2827       0.3059         0.4458         8.5504         0.0962         1.0645         6.0499         4.7912         152.7232       
400.0000       10.6211        20.0000        9.9350         320.5869       195.6027       153.4563       237.2641       237.2641       237.2641       117.0706       96.9864        107.0285       301.6058       256.0683       279.1163       0.3039         0.4511         9.1278         0.0938         1.0354         6.1843         4.8869         157.1016       
400.0000       10.5331        22.0000        10.0180        337.1015       204.0362       161.6750       248.3913       248.3913       248.3913       123.6180       102.8464       113.2322       318.0863       271.1201       294.8873       0.3021         0.4559         9.6893         0.0917         1.0098         6.3139         4.9794         161.3298       
400.0000       10.4492        24.0000        10.0984        353.5700       212.4414       169.8657       259.4843       259.4843       259.4843       130.1451       108.6863       119.4157       334.5105       286.1123       310.6006       0.3005         0.4602         10.2362        0.0898         0.9872         6.4391         5.0691         165.4213       
400.0000       10.3692        26.0000        10.1764        369.9941       220.8194       178.0301       270.5443       270.5443       270.5443       136.6530       114.5075       125.5803       350.8818       301.0496       326.2601       0.2990         0.4642         10.7695        0.0882         0.9670         6.5604         5.1561         169.3881       
400.0000       10.2928        28.0000        10.2519        386.3756       229.1707       186.1697       281.5723       281.5723       281.5723       143.1428       120.3114       131.7271       367.2033       315.9360       341.8693       0.2976         0.4678         11.2902        0.0867         0.9488         6.6781         5.2407         173.2404       
400.0000       10.2198        30.0000        10.3252        402.7157       237.4961       194.2858       292.5693       292.5693       292.5693       149.6154       126.0990       137.8572       383.4779       330.7751       357.4316       0.2964         0.4712         11.7993        0.0853         0.9325         6.7925         5.3231         176.9873       
400.0000       10.1500        32.0000        10.3962        419.0156       245.7961       202.3798       303.5359       303.5359       303.5359       156.0718       131.8715       143.9717       399.7082       345.5701       372.9498       0.2952         0.4743         12.2975        0.0840         0.9176         6.9037         5.4034         180.6368       
400.0000       10.0832        34.0000        10.4650        435.2766       254.0710       210.4532       314.4729       314.4729       314.4729       162.5130       137.6298       150.0714       415.8968       360.3240       388.4265       0.2941         0.4772         12.7856        0.0829         0.9040         7.0122         5.4818         184.1959       
400.0000       10.0192        36.0000        10.5318        451.4995       262.3212       218.5071       325.3806       325.3806       325.3806       168.9399       143.3749       156.1574       432.0459       375.0392       403.8643       0.2931         0.4799         13.2642        0.0819         0.8915         7.1179         5.5583         187.6708       
400.0000       9.9578         38.0000        10.5967        467.6852       270.5470       226.5428       336.2597       336.2597       336.2597       175.3533       149.1075       162.2304       448.1580       389.7182       419.2655       0.2922         0.4825         13.7341        0.0809         0.8801         7.2212         5.6332         191.0670       
400.0000       9.8989         40.0000        10.6598        483.8346       278.7486       234.5617       347.1106       347.1106       347.1106       181.7542       154.8284       168.2913       464.2351       404.3632       434.6323       0.2913         0.4848         14.1957        0.0800         0.8695         7.3221         5.7064         194.3895       
400.0000       9.8422         42.0000        10.7212        499.9485       286.9261       242.5649       357.9336       357.9336       357.9336       188.1434       160.5384       174.3409       480.2793       418.9763       449.9667       0.2905         0.4871         14.6497        0.0792         0.8598         7.4207         5.7780         197.6428       
400.0000       9.7876         44.0000        10.7810        516.0275       295.0797       250.5537       368.7290       368.7290       368.7290       194.5218       166.2383       180.3800       496.2928       433.5593       465.2708       0.2897         0.4892         15.0964        0.0784         0.8507         7.5173         5.8482         200.8307       
400.0000       9.7348         46.0000        10.8395        532.0722       303.2095       258.5292       379.4971       379.4971       379.4971       200.8901       171.9287       186.4094       512.2774       448.1142       480.5465       0.2890         0.4912         15.5365        0.0777         0.8423         7.6119         5.9170         203.9569       
400.0000       9.6838         48.0000        10.8966        548.0834       311.3155       266.4927       390.2381       390.2381       390.2381       207.2492       177.6103       192.4297       528.2352       462.6428       495.7955       0.2883         0.4931         15.9702        0.0770         0.8344         7.7045         5.9844         207.0245       
400.0000       9.6342         50.0000        10.9527        564.0615       319.3978       274.4453       400.9524       400.9524       400.9524       213.5999       183.2837       198.4418       544.1680       477.1466       511.0198       0.2876         0.4949         16.3980        0.0764         0.8270         7.7952         6.0504         210.0365       
400.0000       9.5860         52.0000        11.0078        580.0072       327.4563       282.3881       411.6399       411.6399       411.6399       219.9431       188.9497       204.4464       560.0776       491.6274       526.2210       0.2869         0.4967         16.8204        0.0758         0.8201         7.8841         6.1152         212.9953       
400.0000       9.5389         54.0000        11.0621        595.9208       335.4911       290.3225       422.3010       422.3010       422.3010       226.2794       194.6088       210.4441       575.9660       506.0866       541.4008       0.2863         0.4983         17.2375        0.0752         0.8137         7.9712         6.1786         215.9033       
400.0000       9.4928         56.0000        11.1159        611.8030       343.5021       298.2494       432.9357       432.9357       432.9357       232.6098       200.2617       216.4358       591.8348       520.5258       556.5609       0.2857         0.4999         17.6499        0.0747         0.8076         8.0566         6.2408         218.7626       
400.0000       9.4475         58.0000        11.1692        627.6541       351.4893       306.1701       443.5442       443.5442       443.5442       238.9350       205.9090       222.4220       607.6859       534.9465       571.7029       0.2852         0.5015         18.0577        0.0742         0.8020         8.1402         6.3017         221.5750       
400.0000       9.4028         60.0000        11.2223        643.4747       359.4525       314.0856       454.1266       454.1266       454.1266       245.2558       211.5512       228.4035       623.5211       549.3501       586.8285       0.2846         0.5030         18.4613        0.0738         0.7966         8.2221         6.3613         224.3421       
500.0000       12.0094        0.0000         8.7865         143.8291       103.2212       65.4913        116.7572       116.7572       116.7572       47.4164        34.6475        41.0319        125.2887       94.5863        110.1880       0.3427         0.3514         2.1682         0.1556         1.8427         4.4175         3.6453         99.7895        
500.0000       11.8220        2.0000         8.9258         161.6652       112.7621       74.3291        129.0632       129.0632       129.0632       54.3781        40.9315        47.6548        143.0447       111.0544       127.2968       0.3356         0.3692         2.9768         0.1411         1.6426         4.6452         3.8026         107.1589       
500.0000       11.6503        4.0000         9.0573         179.2618       122.0975       83.0605        141.1523       141.1523       141.1523       61.2692        47.1289        54.1990        160.5743       127.2269       144.1474       0.3298         0.3840         3.7461         0.1304         1.5002         4.8542         3.9477         113.9142       
500.0000       11.4928        6.0000         9.1815         196.6563       131.2579       91.7003        153.0574       153.0574       153.0574       68.0998        53.2601        60.6800        177.9132       143.1734       160.7912       0.3249         0.3965         4.4816         0.1223         1.3931         5.0480         4.0829         120.1823       
500.0000       11.3478        8.0000         9.2988         213.8788       140.2688       100.2602       164.8055       164.8055       164.8055       74.8781        59.3383        67.1082        195.0887       158.9396       177.2642       0.3207         0.4072         5.1878         0.1158         1.3094         5.2293         4.2099         126.0520       
500.0000       11.2140        10.0000        9.4097         230.9539       149.1519       108.7502       176.4193       176.4193       176.4193       81.6105        65.3726        73.4915        212.1227       174.5568       193.5928       0.3171         0.4166         5.8678         0.1105         1.2420         5.4002         4.3300         131.5883       
500.0000       11.0902        12.0000        9.5148         247.9023       157.9265       117.1785       187.9184       187.9184       187.9184       88.3023        71.3691        79.8357        229.0329       190.0480       209.7969       0.3139         0.4248         6.5245         0.1061         1.1863         5.5622         4.4441         136.8405       
500.0000       10.9751        14.0000        9.6145         264.7418       166.6097       125.5524       199.3204       199.3204       199.3204       94.9579        77.3326        86.1452        245.8344       205.4301       225.8925       0.3111         0.4322         7.1598         0.1023         1.1396         5.7164         4.5531         141.8467       
500.0000       10.8677        16.0000        9.7096         281.4882       175.2175       133.8783       210.6411       210.6411       210.6411       101.5811       83.2665        92.4238        262.5403       220.7165       241.8927       0.3086         0.4388         7.7755         0.0991         1.0998         5.8639         4.6577         146.6370       
500.0000       10.7668        18.0000        9.8006         298.1555       183.7646       142.1622       221.8949       221.8949       221.8949       108.1755       89.1735        98.6745        279.1619       235.9175       257.8085       0.3064         0.4447         8.3728         0.0963         1.0655         6.0054         4.7583         151.2355       
500.0000       10.6714        20.0000        9.8882         314.7566       192.2649       150.4093       233.0955       233.0955       233.0955       114.7439       95.0555        104.8997       295.7096       251.0419       273.6491       0.3043         0.4500         8.9529         0.0938         1.0356         6.1415         4.8552         155.6619       
500.0000       10.5806        22.0000        9.9730         331.3021       200.7298       158.6242       244.2539       244.2539       244.2539       121.2890       100.9143       111.1017       312.1920       266.0967       289.4226       0.3025         0.4549         9.5169         0.0917         1.0095         6.2726         4.9489         159.9323       
500.0000       10.4941        24.0000        10.0553        347.7961       209.1627       166.8094       255.3738       255.3738       255.3738       127.8124       106.7517       117.2820       328.6142       281.0882       305.1345       0.3009         0.4593         10.0658        0.0898         0.9864         6.3991         5.0395         164.0612       
500.0000       10.4115        26.0000        10.1350        364.2411       217.5650       174.9666       266.4570       266.4570       266.4570       134.3152       112.5693       123.4422       344.9800       296.0214       320.7891       0.2993         0.4633         10.6008        0.0881         0.9659         6.5215         5.1275         168.0612       
500.0000       10.3327        28.0000        10.2123        380.6391       225.9378       183.0975       277.5049       277.5049       277.5049       140.7988       118.3684       129.5836       361.2928       310.9008       336.3905       0.2980         0.4670         11.1231        0.0865         0.9475         6.6402         5.2128         171.9432       
500.0000       10.2575        30.0000        10.2872        396.9918       234.2819       191.2036       288.5186       288.5186       288.5186       147.2642       124.1505       135.7073       377.5558       325.7305       351.9422       0.2967         0.4704         11.6334        0.0852         0.9309         6.7554         5.2959         175.7166       
500.0000       10.1855        32.0000        10.3599        413.3011       242.5983       199.2866       299.4992       299.4992       299.4992       153.7125       129.9166       141.8145       393.7721       340.5138       367.4475       0.2955         0.4735         12.1327        0.0839         0.9158         6.8674         5.3768         179.3898       
500.0000       10.1167        34.0000        10.4304        429.5683       250.8874       207.3477       310.4477       310.4477       310.4477       160.1448       135.6678       147.9063       409.9443       355.2539       382.9092       0.2944         0.4764         12.6218        0.0827         0.9021         6.9765         5.4556         182.9702       
500.0000       10.0508        36.0000        10.4988        445.7948       259.1500       215.3886       321.3649       321.3649       321.3649       166.5621       141.4051       153.9836       426.0753       369.9537       398.3302       0.2934         0.4792         13.1012        0.0817         0.8895         7.0828         5.5326         186.4643       
500.0000       9.9875         38.0000        10.5652        461.9817       267.3865       223.4105       332.2516       332.2516       332.2516       172.9654       147.1294       160.0474       442.1674       384.6157       413.7129       0.2925         0.4817         13.5718        0.0807         0.8780         7.1865         5.6078         189.8779       
500.0000       9.9268         40.0000        10.6299        478.1302       275.5972       231.4149       343.1082       343.1082       343.1082       179.3555       152.8416       166.0986       458.2231       399.2425       429.0598       0.2916         0.4841         14.0340        0.0798         0.8674         7.2878         5.6814         193.2161       
500.0000       9.8684         42.0000        10.6928        494.2412       283.7825       239.4030       353.9354       353.9354       353.9354       185.7335       158.5425       172.1380       474.2447       413.8361       444.3732       0.2907         0.4864         14.4885        0.0790         0.8575         7.3868         5.7533         196.4836       
500.0000       9.8121         44.0000        10.7541        510.3158       291.9428       247.3762       364.7338       364.7338       364.7338       192.1003       164.2329       178.1666       490.2344       428.3988       459.6552       0.2900         0.4885         14.9357        0.0782         0.8484         7.4837         5.8237         199.6844       
500.0000       9.7577         46.0000        10.8141        526.3546       300.0781       255.3357       375.5036       375.5036       375.5036       198.4568       169.9136       184.1852       506.1943       442.9325       474.9078       0.2892         0.4905         15.3761        0.0775         0.8399         7.5785         5.8927         202.8223       
500.0000       9.7051         48.0000        10.8727        542.3587       308.1887       263.2829       386.2454       386.2454       386.2454       204.8038       175.5853       190.1945       522.1267       457.4393       490.1332       0.2885         0.4924         15.8102        0.0768         0.8320         7.6712         5.9602         205.9006       
500.0000       9.6540         50.0000        10.9302        558.3287       316.2748       271.2190       396.9594       396.9594       396.9594       211.1422       181.2486       196.1954       538.0334       471.9208       505.3333       0.2878         0.4942         16.2383        0.0762         0.8247         7.7621         6.0264         208.9222       
500.0000       9.6043         52.0000        10.9868        574.2653       324.3364       279.1452       407.6460       407.6460       407.6460       217.4729       186.9044       202.1886       553.9167       486.3788       520.5099       0.2872         0.4960         16.6608        0.0756         0.8178         7.8511         6.0912         211.8900       
500.0000       9.5558         54.0000        11.0426        590.1693       332.3737       287.0628       418.3055       418.3055       418.3055       223.7968       192.5532       208.1750       569.7784       500.8151       535.6649       0.2866         0.4977         17.0782        0.0750         0.8113         7.9383         6.1548         214.8061       
500.0000       9.5083         56.0000        11.0977        606.0412       340.3867       294.9729       428.9382       428.9382       428.9382       230.1147       198.1958       214.1552       585.6204       515.2313       550.8001       0.2860         0.4993         17.4907        0.0745         0.8052         8.0238         6.2170         217.6728       
500.0000       9.4617         58.0000        11.1524        621.8817       348.3755       302.8769       439.5442       439.5442       439.5442       236.4274       203.8328       220.1301       601.4447       529.6289       565.9171       0.2854         0.5008         17.8987        0.0740         0.7995         8.1074         6.2779         220.4921       
500.0000       9.4157         60.0000        11.2069        637.6914       356.3401       310.7760       450.1238       450.1238       450.1238       242.7359       209.4648       226.1003       617.2533       544.0097       581.0179       0.2849         0.5023         18.3025        0.0736         0.7942         8.1893         6.3376         223.2655       
600.0000       12.1073        0.0000         8.7155         136.9783       99.0916        62.2114        111.7205       111.7205       111.7205       44.9042        32.5097        38.7069        118.7965       88.9054        104.0987       0.3447         0.3465         1.9123         0.1601         1.9063         4.3290         3.5803         97.0782        
600.0000       11.9122        2.0000         8.8582         155.0247       108.7838       71.1142        124.1975       124.1975       124.1975       51.9167        38.8533        45.3850        136.7021       105.5530       121.3709       0.3371         0.3654         2.7385         0.1439         1.6811         4.5664         3.7444         104.7295       
600.0000       11.7340        4.0000         8.9927         172.7926       118.2447       79.8955        136.4273       136.4273       136.4273       58.8469        45.0942        51.9705        154.3483       121.8565       138.3446       0.3310         0.3809         3.5215         0.1323         1.5249         4.7829         3.8950         111.6985       
600.0000       11.5707        6.0000         9.1197         190.3275       127.5100       88.5731        148.4491       148.4491       148.4491       65.7074        51.2574        58.4824        171.7777       137.9006       155.0820       0.3259         0.3940         4.2680         0.1235         1.4095         4.9828         4.0346         118.1340       
600.0000       11.4206        8.0000         9.2395         207.6654       136.6091       97.1613        160.2945       160.2945       160.2945       72.5080        57.3593        64.9336        189.0230       153.7399       171.6263       0.3216         0.4051         4.9829         0.1166         1.3205         5.1691         4.1652         124.1383       
600.0000       11.2822        10.0000        9.3529         224.8356       145.5669       105.6716       171.9898       171.9898       171.9898       79.2567        63.4106        71.3336        206.1100       169.4118       188.0085       0.3178         0.4148         5.6701         0.1111         1.2495         5.3440         4.2882         129.7849       
600.0000       11.1542        12.0000        9.4602         241.8624       154.4051       114.1138       183.5575       183.5575       183.5575       85.9597        69.4192        77.6895        223.0597       184.9432       204.2523       0.3145         0.4232         6.3326         0.1065         1.1913         5.5093         4.4049         135.1289       
600.0000       11.0353        14.0000        9.5621         258.7666       163.1428       122.4963       195.0174       195.0174       195.0174       92.6225        75.3908        84.0066        239.8895       200.3543       220.3765       0.3117         0.4308         6.9727         0.1026         1.1428         5.6664         4.5161         140.2125       
600.0000       10.9243        16.0000        9.6592         275.5663       171.7975       130.8266       206.3871       206.3871       206.3871       99.2497        81.3295        90.2896        256.6146       215.6605       236.3962       0.3091         0.4375         7.5924         0.0992         1.1017         5.8164         4.6224         145.0689       
600.0000       10.8202        18.0000        9.7522         292.2778       180.3851       139.1113       217.6827       217.6827       217.6827       105.8453       87.2387        96.5420        273.2482       230.8743       252.3242       0.3068         0.4435         8.1932         0.0964         1.0664         5.9599         4.7246         149.7246       
600.0000       10.7218        20.0000        9.8417         308.9155       188.9208       147.3566       228.9191       228.9191       228.9191       112.4129       93.1210        102.7669       289.8020       246.0058       268.1714       0.3048         0.4489         8.7762         0.0939         1.0359         6.0978         4.8229         154.2007       
600.0000       10.6282        22.0000        9.9284         325.4915       197.4169       155.5676       240.1084       240.1084       240.1084       118.9555       98.9785        108.9670       306.2859       261.0632       283.9469       0.3029         0.4538         9.3426         0.0917         1.0092         6.2304         4.9177         158.5148       
600.0000       10.5390        24.0000        10.0124        342.0105       205.8773       163.7469       251.2550       251.2550       251.2550       125.4748       104.8132       115.1440       322.7055       276.0535       299.6568       0.3012         0.4583         9.8936         0.0897         0.9856         6.3583         5.0094         162.6824       
600.0000       10.4539        26.0000        10.0939        358.4758       214.3037       171.8966       262.3610       262.3610       262.3610       131.9724       110.6269       121.2996       339.0651       290.9822       315.3061       0.2997         0.4623         10.4305        0.0880         0.9648         6.4819         5.0982         166.7166       
600.0000       10.3728        28.0000        10.1729        374.8897       222.6976       180.0185       273.4283       273.4283       273.4283       138.4495       116.4211       127.4353       355.3686       305.8542       330.8992       0.2983         0.4661         10.9543        0.0864         0.9461         6.6016         5.1844         170.6291       
600.0000       10.2952        30.0000        10.2494        391.2547       231.0602       188.1143       284.4584       284.4584       284.4584       144.9075       122.1974       133.5524       371.6195       320.6739       346.4398       0.2970         0.4695         11.4660        0.0850         0.9292         6.7177         5.2682         174.4298       
600.0000       10.2212        32.0000        10.3237        407.5727       239.3927       196.1858       295.4527       295.4527       295.4527       151.3475       127.9569       139.6522       387.8212       335.4450       361.9316       0.2958         0.4727         11.9664        0.0837         0.9140         6.8305         5.3497         178.1276       
600.0000       10.1503        34.0000        10.3958        423.8457       247.6959       204.2345       306.4125       306.4125       306.4125       157.7707       133.7008       145.7357       403.9766       350.1709       377.3778       0.2947         0.4756         12.4564        0.0826         0.9001         6.9402         5.4290         181.7299       
600.0000       10.0824        36.0000        10.4658        440.0752       255.9706       212.2620       317.3388       317.3388       317.3388       164.1781       139.4301       151.8041       420.0888       364.8547       392.7813       0.2937         0.4784         12.9368        0.0815         0.8875         7.0471         5.5065         185.2438       
600.0000       10.0173        38.0000        10.5338        456.2628       264.2174       220.2697       328.2326       328.2326       328.2326       170.5709       145.1460       157.8585       436.1604       379.4992       408.1450       0.2928         0.4809         13.4081        0.0805         0.8758         7.1513         5.5821         188.6753       
600.0000       9.9548         40.0000        10.6000        472.4098       272.4371       228.2593       339.0947       339.0947       339.0947       176.9501       150.8493       163.8997       452.1941       394.1071       423.4715       0.2919         0.4833         13.8709        0.0796         0.8651         7.2530         5.6560         192.0296       
600.0000       9.8946         42.0000        10.6645        488.5175       280.6299       236.2320       349.9258       349.9258       349.9258       183.3167       156.5408       169.9288       468.1923       408.6808       438.7632       0.2910         0.4856         14.3259        0.0788         0.8552         7.3524         5.7282         195.3117       
600.0000       9.8366         44.0000        10.7273        504.5871       288.7965       244.1893       360.7267       360.7267       360.7267       189.6717       162.2216       175.9466       484.1576       423.2226       454.0225       0.2902         0.4878         14.7736        0.0780         0.8461         7.4496         5.7989         198.5258       
600.0000       9.7806         46.0000        10.7887        520.6196       296.9371       252.1325       371.4979       371.4979       371.4979       196.0160       167.8923       181.9542       500.0923       437.7346       469.2516       0.2895         0.4898         15.2144        0.0773         0.8376         7.5446         5.8680         201.6757       
600.0000       9.7265         48.0000        10.8488        536.6160       305.0520       260.0631       382.2400       382.2400       382.2400       202.3506       173.5538       187.9522       515.9986       452.2190       484.4528       0.2888         0.4917         15.6488        0.0766         0.8296         7.6376         5.9358         204.7650       
600.0000       9.6739         50.0000        10.9078        552.5773       313.1416       267.9823       392.9535       392.9535       392.9535       208.6765       179.2068       193.9417       531.8787       466.6776       499.6281       0.2881         0.4935         16.0772        0.0760         0.8222         7.7286         6.0021         207.7966       
600.0000       9.6227         52.0000        10.9658        568.5043       321.2061       275.8915       403.6388       403.6388       403.6388       214.9945       184.8522       199.9233       547.7349       481.1124       514.7795       0.2874         0.4953         16.5000        0.0754         0.8153         7.8178         6.0670         210.7734       
600.0000       9.5728         54.0000        11.0230        584.3980       329.2456       283.7919       414.2964       414.2964       414.2964       221.3056       190.4905       205.8981       563.5693       495.5252       529.9090       0.2868         0.4970         16.9175        0.0748         0.8088         7.9051         6.1306         213.6980       
600.0000       9.5239         56.0000        11.0796        600.2592       337.2604       291.6850       424.9266       424.9266       424.9266       227.6108       196.1226       211.8667       579.3839       509.9178       545.0186       0.2862         0.4986         17.3302        0.0743         0.8028         7.9905         6.1929         216.5724       
600.0000       9.4759         58.0000        11.1357        616.0885       345.2505       299.5720       435.5298       435.5298       435.5298       233.9108       201.7490       217.8299       595.1808       524.2918       560.1102       0.2857         0.5001         17.7384        0.0738         0.7971         8.0742         6.2539         219.3987       
600.0000       9.4286         60.0000        11.1916        631.8868       353.2161       307.4541       446.1063       446.1063       446.1063       240.2066       207.3707       223.7886       610.9620       538.6491       575.1855       0.2851         0.5016         18.1423        0.0734         0.7917         8.1561         6.3136         222.1786       
700.0000       12.2052        0.0000         8.6455         130.1242       94.9599        58.9298        106.6813       106.6813       106.6813       42.3908        30.3657        36.3782        112.2981       83.2028        97.9958        0.3469         0.3410         1.6499         0.1653         1.9800         4.2367         3.5128         94.2669        
700.0000       12.0026        2.0000         8.7915         148.3805       104.8033       67.8975        119.3291       119.3291       119.3291       49.4539        36.7714        43.1127        130.3541       100.0385       115.4359       0.3388         0.3613         2.4950         0.1471         1.7245         4.4846         3.6842         102.2250       
