The SAM model uses the reference state from grossular.dat at T = 0.000000       K
Reference data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
900.0000       9.0000         10.0184        365.3667       116.7718       102.6772       199.7786       110.7570       280.5611       
900.0000       10.0000        9.9669         372.1008       120.0291       103.5449       204.1902       111.9426       284.0566       
900.0000       11.0000        9.9159         378.7572       123.2933       104.3958       208.5805       113.1019       287.4807       
900.0000       12.0000        9.8690         385.3382       126.5648       105.2303       212.9506       114.2353       290.8353       
900.0000       13.0000        9.8181         391.8397       129.8422       106.0477       217.2982       115.3421       294.1181       
900.0000       14.0000        9.7662         398.2637       133.1262       106.8483       221.6244       116.4228       297.3308       
900.0000       15.0000        9.7166         404.6123       136.4174       107.6328       225.9303       117.4780       300.4751       
900.0000       16.0000        9.6731         410.8880       139.7165       108.4014       230.2171       118.5084       303.5527       
900.0000       17.0000        9.6260         417.0858       143.0217       109.1534       234.4822       119.5129       306.5608       
900.0000       18.0000        9.5975         423.2173       146.3374       109.8908       238.7321       120.4942       309.5068       
900.0000       19.0000        9.5547         429.2661       149.6571       110.6107       242.9573       121.4486       312.3809       
900.0000       20.0000        9.5172         435.2422       152.9848       111.3150       247.1634       122.3786       315.1894       
900.0000       21.0000        9.4790         441.1430       156.3192       112.0032       251.3491       123.2835       317.9309       
900.0000       22.0000        9.4378         446.9677       159.6599       112.6752       255.5136       124.1632       320.6052       
900.0000       23.0000        9.4033         452.7211       163.0089       113.3318       259.6599       125.0189       323.2152       
900.0000       24.0000        9.3663         458.3990       166.3643       113.9724       263.7853       125.8498       325.7587       
900.0000       25.0000        9.3227         464.0001       169.7253       114.5968       267.8889       126.6555       328.2351       
1000.0000      0.0000         10.5595        296.6323       86.5313        93.0791        156.7748       97.5920        242.5432       
1000.0000      1.0000         10.5004        304.1731       89.7311        94.1313        161.4157       99.0601        246.7999       
1000.0000      2.0000         10.4429        311.6307       92.9372        95.1651        166.0331       100.4990       250.9757       
1000.0000      3.0000         10.3827        319.0027       96.1488        96.1801        170.6258       101.9083       255.0697       
1000.0000      4.0000         10.3219        326.2915       99.3664        97.1766        175.1948       103.2886       259.0843       
1000.0000      5.0000         10.2703        333.5045       102.5920       98.1565        179.7439       104.6422       263.0255       
1000.0000      6.0000         10.2137        340.6324       105.8228       99.1178        184.2682       105.9668       266.8874       
1000.0000      7.0000         10.1566        347.6788       109.0598       100.0612       188.7696       107.2634       270.6733       
1000.0000      8.0000         10.1022        354.6465       112.3036       100.9874       193.2494       108.5328       274.3856       
1000.0000      9.0000         10.0516        361.5368       115.5547       101.8967       197.7082       109.7756       278.0255       
1000.0000      10.0000        9.9993         368.3465       118.8118       102.7884       202.1442       110.9911       281.5914       
1000.0000      11.0000        9.9478         375.0774       122.0755       103.6631       206.5585       112.1798       285.0852       
1000.0000      12.0000        9.9001         381.7323       125.3465       104.5211       210.9523       113.3425       288.5088       
1000.0000      13.0000        9.8486         388.3065       128.6233       105.3618       215.3231       114.4781       291.8598       
1000.0000      14.0000        9.7960         394.8022       131.9064       106.1855       219.6721       115.5874       295.1399       
1000.0000      15.0000        9.7457         401.2219       135.1966       106.9928       224.0005       116.6710       298.3511       
1000.0000      16.0000        9.7016         407.5682       138.4947       107.7842       228.3097       117.7296       301.4952       
1000.0000      17.0000        9.6539         413.8357       141.7987       108.5586       232.5966       118.7620       304.5691       
1000.0000      18.0000        9.6247         420.0373       145.1135       109.3186       236.8688       119.7712       307.5810       
1000.0000      19.0000        9.5813         426.1545       148.4319       110.0607       241.1153       120.7532       310.5198       
1000.0000      20.0000        9.5431         432.1987       151.7582       110.7870       245.3428       121.7104       313.3928       
1000.0000      21.0000        9.5044         438.1670       155.0911       111.4971       249.5494       122.6425       316.1983       
1000.0000      22.0000        9.4625         444.0583       158.4301       112.1908       253.7345       123.5492       318.9359       
1000.0000      23.0000        9.4274         449.8781       161.7774       112.8691       257.9012       124.4317       321.6090       
1000.0000      24.0000        9.3898         455.6218       165.1310       113.5311       262.0469       125.2892       324.2152       
1000.0000      25.0000        9.3457         461.2877       168.4900       114.1768       266.1701       126.1213       326.7536       
1100.0000      0.0000         10.5994        292.0696       85.3089        92.0683        154.4620       96.3248        239.3308       
1100.0000      1.0000         10.5394        299.6968       88.5099        93.1475        159.1319       97.8264        243.6668       
1100.0000      2.0000         10.4812        307.2394       91.7171        94.2079        163.7777       99.2983        247.9207       
1100.0000      3.0000         10.4202        314.6948       94.9295        95.2489        168.3981       100.7400       252.0916       
1100.0000      4.0000         10.3587        322.0655       98.1476        96.2713        172.9941       102.1523       256.1819       
1100.0000      5.0000         10.3063        329.3598       101.3738       97.2767        177.5701       103.5376       260.1982       
1100.0000      6.0000         10.2490        336.5674       104.6049       98.2631        182.1206       104.8934       264.1340       
1100.0000      7.0000         10.1912        343.6923       107.8420       99.2313        186.6476       106.2207       267.9927       
1100.0000      8.0000         10.1361        350.7376       111.0859       100.1821       191.1527       107.5207       271.7770       
1100.0000      9.0000         10.0848        357.7045       114.3368       101.1157       195.6364       108.7937       275.4883       
1100.0000      10.0000        10.0319        364.5897       117.5936       102.0315       200.0968       110.0389       279.1246       
1100.0000      11.0000        9.9796         371.3953       120.8569       102.9299       204.5351       111.2571       282.6881       
1100.0000      12.0000        9.9312         378.1240       124.1275       103.8115       208.9527       112.4491       286.1808       
1100.0000      13.0000        9.8791         384.7709       127.4035       104.6755       213.3467       113.6136       289.6000       
1100.0000      14.0000        9.8258         391.3384       130.6857       105.5223       217.7185       114.7515       292.9476       
1100.0000      15.0000        9.7749         397.8293       133.9750       106.3525       222.0694       115.8635       296.2257       
1100.0000      16.0000        9.7301         404.2463       137.2721       107.1666       226.4010       116.9503       299.4363       
1100.0000      17.0000        9.6818         410.5834       140.5750       107.9635       230.7098       118.0106       302.5760       
1100.0000      18.0000        9.6519         416.8551       143.8888       108.7460       235.0042       119.0477       305.6538       
1100.0000      19.0000        9.6080         423.0408       147.2059       109.5103       239.2721       120.0572       308.6575       
1100.0000      20.0000        9.5691         429.1532       150.5308       110.2587       243.5209       121.0419       311.5949       
1100.0000      21.0000        9.5298         435.1890       153.8622       110.9907       247.7484       122.0011       314.4644       
1100.0000      22.0000        9.4873         441.1470       157.1995       111.7061       251.9541       122.9347       317.2654       
1100.0000      23.0000        9.4516         447.0332       160.5452       112.4060       256.1414       123.8441       320.0017       
1100.0000      24.0000        9.4134         452.8427       163.8969       113.0896       260.3072       124.7282       322.6706       
1100.0000      25.0000        9.3687         458.5734       167.2537       113.7566       264.4502       125.5867       325.2711       
1200.0000      0.0000         10.6392        287.5048       84.0860        91.0571        152.1482       95.0571        236.1170       
1200.0000      1.0000         10.5785        295.2184       87.2882        92.1632        156.8470       96.5921        240.5323       
1200.0000      2.0000         10.5195        302.8461       90.4964        93.2501        161.5212       98.0970        244.8644       
1200.0000      3.0000         10.4578        310.3849       93.7096        94.3174        166.1693       99.5712        249.1121       
1200.0000      4.0000         10.3955        317.8376       96.9283        95.3655        170.7924       101.0154       253.2782       
1200.0000      5.0000         10.3424        325.2133       100.1550       96.3965        175.3954       102.4325       257.3696       
1200.0000      6.0000         10.2844        332.5005       103.3864       97.4080        179.9720       103.8194       261.3792       
1200.0000      7.0000         10.2259        339.7039       106.6236       98.4011        184.5247       105.1776       265.3108       
1200.0000      8.0000         10.1700        346.8267       109.8675       99.3764        189.0549       106.5081       269.1672       
1200.0000      9.0000         10.1180        353.8704       113.1183       100.3343       193.5636       107.8112       272.9498       
1200.0000      10.0000        10.0644        360.8311       116.3749       101.2741       198.0485       109.0863       276.6567       
1200.0000      11.0000        10.0114        367.7113       119.6378       102.1964       202.5108       110.3340       280.2898       
1200.0000      12.0000        9.9624         374.5139       122.9078       103.1016       206.9521       111.5552       283.8517       
1200.0000      13.0000        9.9096         381.2336       126.1832       103.9889       211.3693       112.7487       287.3391       
1200.0000      14.0000        9.8557         387.8729       129.4645       104.8587       215.7639       113.9152       290.7542       
1200.0000      15.0000        9.8041         394.4349       132.7527       105.7118       220.1373       115.0555       294.0992       
1200.0000      16.0000        9.7587         400.9226       136.0489       106.5486       224.4913       116.1705       297.3764       
1200.0000      17.0000        9.7097         407.3295       139.3506       107.3681       228.8221       117.2588       300.5819       
1200.0000      18.0000        9.6792         413.6712       142.6635       108.1731       233.1386       118.3239       303.7256       
1200.0000      19.0000        9.6346         419.9256       145.9792       108.9596       237.4280       119.3609       306.7942       
1200.0000      20.0000        9.5952         426.1061       149.3027       109.7301       241.6980       120.3729       309.7961       
1200.0000      21.0000        9.5552         432.2094       152.6327       110.4840       245.9466       121.3593       312.7296       
1200.0000      22.0000        9.5121         438.2341       155.9683       111.2212       250.1728       122.3199       315.5941       
1200.0000      23.0000        9.4758         444.1868       159.3123       111.9427       254.3806       123.2561       318.3936       
1200.0000      24.0000        9.4370         450.0621       162.6622       112.6478       258.5666       124.1669       321.1251       
1200.0000      25.0000        9.3916         455.8578       166.0169       113.3361       262.7294       125.0519       323.7878       
1300.0000      0.0000         10.6791        282.9385       82.8627        90.0455        149.8336       93.7889        232.9021       
1300.0000      1.0000         10.6176        290.7386       86.0661        91.1786        154.5614       95.3575        237.3968       
1300.0000      2.0000         10.5578        298.4513       89.2753        92.2921        159.2640       96.8953        241.8071       
1300.0000      3.0000         10.4953        306.0735       92.4892        93.3855        163.9397       98.4019        246.1316       
1300.0000      4.0000         10.4323        313.6082       95.7085        94.4593        168.5900       99.8782        250.3734       
1300.0000      5.0000         10.3785        321.0652       98.9358        95.5159        173.2198       101.3270       254.5400       
1300.0000      6.0000         10.3197        328.4322       102.1675       96.5526        177.8226       102.7451       258.6235       
1300.0000      7.0000         10.2605        335.7141       105.4048       97.5705        182.4009       104.1341       262.6279       
1300.0000      8.0000         10.2039        342.9144       108.6487       98.5704        186.9565       105.4951       266.5564       
1300.0000      9.0000         10.1512        350.0348       111.8994       99.5527        191.4900       106.8284       270.4104       
1300.0000      10.0000        10.0969        357.0711       115.1557       100.5165       195.9993       108.1333       274.1878       
1300.0000      11.0000        10.0433        364.0259       118.4181       101.4625       200.4857       109.4106       277.8907       
1300.0000      12.0000        9.9936         370.9024       121.6877       102.3914       204.9507       110.6610       281.5216       
1300.0000      13.0000        9.9401         377.6949       124.9623       103.3019       209.3912       111.8834       285.0773       
1300.0000      14.0000        9.8855         384.4061       128.2428       104.1949       213.8086       113.0785       288.5599       
1300.0000      15.0000        9.8333         391.0392       131.5300       105.0708       218.2045       114.2473       291.9719       
1300.0000      16.0000        9.7872         397.5977       134.8252       105.9305       222.5809       115.3905       295.3157       
1300.0000      17.0000        9.7376         404.0744       138.1257       106.7725       226.9336       116.5067       298.5870       
1300.0000      18.0000        9.7065         410.4862       141.4377       107.6000       231.2723       117.5998       301.7967       
1300.0000      19.0000        9.6613         416.8091       144.7521       108.4087       235.5831       118.6643       304.9301       
1300.0000      20.0000        9.6212         423.0578       148.0742       109.2013       239.8744       119.7037       307.9966       
1300.0000      21.0000        9.5806         429.2286       151.4026       109.9771       244.1440       120.7173       310.9941       
1300.0000      22.0000        9.5369         435.3200       154.7366       110.7360       248.3908       121.7049       313.9221       
1300.0000      23.0000        9.5000         441.3393       158.0789       111.4793       252.6192       122.6679       316.7848       
1300.0000      24.0000        9.4606         447.2803       161.4269       112.2058       256.8253       123.6054       319.5791       
1300.0000      25.0000        9.4146         453.1410       164.7795       112.9155       261.0078       124.5168       322.3039       
1400.0000      0.0000         10.7190        278.3709       81.6390        89.0336        147.5183       92.5204        229.6863       
1400.0000      1.0000         10.6567        286.2575       84.8436        90.1937        152.2751       94.1224        234.2603       
1400.0000      2.0000         10.5961        294.0552       88.0539        91.3338        157.0061       95.6933        238.7488       
1400.0000      3.0000         10.5329        301.7609       91.2685        92.4533        161.7096       97.2324        243.1503       
1400.0000      4.0000         10.4691        309.3776       94.4884        93.5530        166.3869       98.7406        247.4679       
1400.0000      5.0000         10.4146        316.9159       97.7163        94.6351        171.0436       100.2211       251.7095       
1400.0000      6.0000         10.3551        324.3627       100.9483       95.6970        175.6726       101.6705       255.8669       
1400.0000      7.0000         10.2951        331.7231       104.1857       96.7397        180.2766       103.0903       259.9443       
1400.0000      8.0000         10.2378        339.0010       107.4295       97.7642        184.8574       104.4818       263.9449       
1400.0000      9.0000         10.1845        346.1981       110.6802       98.7708        189.4159       105.8453       267.8703       
1400.0000      10.0000        10.1295        353.3100       113.9361       99.7587        193.9496       107.1801       271.7182       
1400.0000      11.0000        10.0751        360.3394       117.1982       100.7285       198.4600       108.4868       275.4908       
1400.0000      12.0000        10.0248        367.2899       120.4672       101.6809       202.9488       109.7666       279.1909       
1400.0000      13.0000        9.9706         374.1551       123.7411       102.6148       207.4125       111.0179       282.8148       
1400.0000      14.0000        9.9154         380.9382       127.0207       103.5308       211.8526       112.2416       286.3650       
1400.0000      15.0000        9.8625         387.6425       130.3070       104.4297       216.2711       113.4388       289.8440       
1400.0000      16.0000        9.8158         394.2717       133.6012       105.3121       220.6699       114.6103       293.2543       
1400.0000      17.0000        9.7655         400.8182       136.9004       106.1766       225.0445       115.7544       296.5916       
1400.0000      18.0000        9.7338         407.3001       140.2115       107.0267       229.4055       116.8754       299.8672       
1400.0000      19.0000        9.6879         413.6916       143.5245       107.8576       233.7377       117.9675       303.0655       
1400.0000      20.0000        9.6472         420.0086       146.8453       108.6723       238.0503       119.0343       306.1966       
1400.0000      21.0000        9.6060         426.2469       150.1722       109.4701       242.3408       120.0751       309.2581       
1400.0000      22.0000        9.5617         432.4051       153.5044       110.2507       246.6082       121.0896       312.2496       
1400.0000      23.0000        9.5242         438.4908       156.8451       111.0156       250.8571       122.0796       315.1756       
1400.0000      24.0000        9.4842         444.4977       160.1913       111.7637       255.0835       123.0437       318.0325       
1400.0000      25.0000        9.4376         450.4233       163.5418       112.4947       259.2857       123.9816       320.8195       
1500.0000      0.0000         10.7589        273.8024       80.4151        88.0215        145.2026       91.2517        226.4698       
1500.0000      1.0000         10.6959        281.7754       83.6209        89.2085        149.9883       92.8871        231.1232       
1500.0000      2.0000         10.6345        289.6582       86.8321        90.3753        154.7478       94.4910        235.6899       
1500.0000      3.0000         10.5705        297.4473       90.0476        91.5209        159.4789       96.0625        240.1683       
1500.0000      4.0000         10.5059        305.1460       93.2680        92.6464        164.1834       97.6028        244.5616       
1500.0000      5.0000         10.4507        312.7657       96.4965        93.7541        168.8669       99.1151        248.8785       
1500.0000      6.0000         10.3905        320.2922       99.7287        94.8411        173.5221       100.5957       253.1097       
1500.0000      7.0000         10.3298        327.7312       102.9662       95.9087        178.1517       102.0463       257.2600       
1500.0000      8.0000         10.2718        335.0867       106.2100       96.9578        182.7578       103.4682       261.3327       
1500.0000      9.0000         10.2177        342.3606       109.4606       97.9888        187.3412       104.8620       265.3296       
1500.0000      10.0000        10.1620        349.5480       112.7163       99.0007        191.8994       106.2266       269.2480       
1500.0000      11.0000        10.1070        356.6521       115.9779       99.9943        196.4338       107.5629       273.0903       
1500.0000      12.0000        10.0560        363.6765       119.2465       100.9703       200.9464       108.8719       276.8596       
1500.0000      13.0000        10.0011        370.6146       122.5196       101.9276       205.4333       110.1521       280.5518       
1500.0000      14.0000        9.9453         377.4695       125.7983       102.8667       209.8963       111.4045       284.1695       
1500.0000      15.0000        9.8918         384.2450       129.0836       103.7884       214.3373       112.6301       287.7155       
1500.0000      16.0000        9.8444         390.9450       132.3768       104.6936       218.7584       113.8298       291.1925       
1500.0000      17.0000        9.7935         397.5612       135.6749       105.5807       223.1549       115.0019       294.5956       
1500.0000      18.0000        9.7611         404.1133       138.9851       106.4533       227.5382       116.1509       297.9372       
1500.0000      19.0000        9.7146         410.5734       142.2967       107.3064       231.8918       117.2705       301.2004       
1500.0000      20.0000        9.6733         416.9586       145.6161       108.1432       236.2257       118.3648       304.3961       
1500.0000      21.0000        9.6315         423.2644       148.9415       108.9629       240.5372       119.4328       307.5217       
1500.0000      22.0000        9.5865         429.4894       152.2720       109.7653       244.8252       120.4743       310.5766       
1500.0000      23.0000        9.5484         435.6417       155.6110       110.5519       249.0947       121.4911       313.5659       
1500.0000      24.0000        9.5078         441.7144       158.9553       111.3215       253.3413       122.4818       316.4856       
1500.0000      25.0000        9.4606         447.7050       162.3037       112.0738       257.5632       123.4462       319.3347       
1600.0000      0.0000         10.7988        269.2330       79.1909        87.0092        142.8864       89.9827        223.2527       
1600.0000      1.0000         10.7350        277.2925       82.3979        88.2232        147.7012       91.6516        227.9855       
1600.0000      2.0000         10.6728        285.2604       85.6102        89.4166        152.4890       93.2885        232.6305       
1600.0000      3.0000         10.6081        293.1330       88.8264        90.5884        157.2478       94.8925        237.1858       
1600.0000      4.0000         10.5428        300.9137       92.0474        91.7396        161.9794       96.4648        241.6549       
1600.0000      5.0000         10.4868        308.6148       95.2764        92.8729        166.6899       98.0088        246.0469       
1600.0000      6.0000         10.4258        316.2210       98.5090        93.9851        171.3712       99.5206        250.3520       
1600.0000      7.0000         10.3644        323.7385       101.7466       95.0776        176.0265       101.0021       254.5753       
1600.0000      8.0000         10.3057        331.1716       104.9903       96.1512        180.6578       102.4545       258.7201       
1600.0000      9.0000         10.2509        338.5222       108.2408       97.2065        185.2662       103.8785       262.7884       
1600.0000      10.0000        10.1946        345.7853       111.4962       98.2425        189.8488       105.2729       266.7773       
1600.0000      11.0000        10.1389        352.9641       114.7574       99.2600        194.4072       106.6388       270.6894       
1600.0000      12.0000        10.0872        360.0625       118.0255       100.2596       198.9436       107.9771       274.5278       
1600.0000      13.0000        10.0317        367.0733       121.2979       101.2401       203.4537       109.2862       278.2883       
1600.0000      14.0000        9.9751         374.0001       124.5757       102.2023       207.9395       110.5673       281.9736       
1600.0000      15.0000        9.9210         380.8468       127.8600       103.1470       212.4030       111.8212       285.5867       
1600.0000      16.0000        9.8729         387.6176       131.1522       104.0749       216.8466       113.0492       289.1302       
1600.0000      17.0000        9.8214         394.3036       134.4491       104.9846       221.2650       114.2492       292.5993       
1600.0000      18.0000        9.7884         400.9258       137.7583       105.8797       225.6705       115.4262       296.0068       
1600.0000      19.0000        9.7413         407.4545       141.0686       106.7551       230.0455       116.5734       299.3350       
1600.0000      20.0000        9.6993         413.9079       144.3866       107.6140       234.4007       117.6951       302.5952       
1600.0000      21.0000        9.6569         420.2814       147.7105       108.4556       238.7332       118.7903       305.7849       
1600.0000      22.0000        9.6114         426.5731       151.0393       109.2798       243.0418       119.8588       308.9034       
1600.0000      23.0000        9.5726         432.7919       154.3766       110.0881       247.3318       120.9025       311.9559       
1600.0000      24.0000        9.5314         438.9305       157.7191       110.8792       251.5986       121.9199       314.9384       
1600.0000      25.0000        9.4836         444.9861       161.0654       111.6529       255.8403       122.9107       317.8497       
1700.0000      0.0000         10.8388        264.6630       77.9666        85.9968        140.5700       88.7135        220.0352       
1700.0000      1.0000         10.7741        272.8090       81.1748        87.2378        145.4137       90.4159        224.8474       
1700.0000      2.0000         10.7112        280.8620       84.3881        88.4577        150.2299       92.0858        229.5706       
1700.0000      3.0000         10.6457        288.8180       87.6051        89.6557        155.0165       93.7223        234.2028       
1700.0000      4.0000         10.5796        296.6807       90.8266        90.8328        159.7751       95.3266        238.7477       
1700.0000      5.0000         10.5229        304.4632       94.0562        91.9916        164.5124       96.9023        243.2148       
1700.0000      6.0000         10.4612        312.1492       97.2890        93.1290        169.2200       98.4454        247.5939       
1700.0000      7.0000         10.3991        319.7453       100.5267       94.2463        173.9009       99.9577        251.8901       
1700.0000      8.0000         10.3397        327.2559       103.7705       95.3445        178.5575       101.4406       256.1071       
1700.0000      9.0000         10.2842        334.6833       107.0209       96.4242        183.1908       102.8949       260.2468       
1700.0000      10.0000        10.2271        342.0220       110.2760       97.4843        187.7979       104.3191       264.3062       
1700.0000      11.0000        10.1708        349.2754       113.5367       98.5255        192.3803       105.7145       268.2881       
1700.0000      12.0000        10.1184        356.4478       116.8043       99.5488        196.9404       107.0821       272.1957       
1700.0000      13.0000        10.0622        363.5315       120.0760       100.5526       201.4738       108.4202       276.0245       
1700.0000      14.0000        10.0050        370.5301       123.3529       101.5379       205.9824       109.7299       279.7774       
1700.0000      15.0000        9.9502         377.4481       126.6362       102.5055       210.4685       111.0123       283.4574       
1700.0000      16.0000        9.9015         384.2896       129.9274       103.4562       214.9344       112.2685       287.0676       
1700.0000      17.0000        9.8494         391.0455       133.2231       104.3884       219.3748       113.4965       290.6026       
1700.0000      18.0000        9.8157         397.7378       136.5314       105.3061       223.8025       114.7014       294.0761       
1700.0000      19.0000        9.7680         404.3352       139.8403       106.2037       228.1990       115.8762       297.4692       
1700.0000      20.0000        9.7254         410.8568       143.1570       107.0847       232.5755       117.0253       300.7941       
1700.0000      21.0000        9.6823         417.2978       146.4793       107.9483       236.9290       118.1477       304.0478       
1700.0000      22.0000        9.6362         423.6563       149.8064       108.7942       241.2582       119.2431       307.2298       
1700.0000      23.0000        9.5968         429.9417       153.1420       109.6242       245.5687       120.3137       310.3456       
1700.0000      24.0000        9.5550         436.1462       156.4827       110.4368       249.8557       121.3579       313.3909       
1700.0000      25.0000        9.5067         442.2667       159.8269       111.2318       254.1171       122.3751       316.3644       
1800.0000      0.0000         10.8787        260.0925       76.7422        84.9843        138.2532       87.4441        216.8172       
1800.0000      1.0000         10.8132        268.3249       79.9515        86.2523        143.1259       89.1801        221.7089       
1800.0000      2.0000         10.7496        276.4630       83.1658        87.4988        147.9705       90.8830        226.5103       
1800.0000      3.0000         10.6833        284.5024       86.3836        88.7229        152.7848       92.5519        231.2195       
1800.0000      4.0000         10.6165        292.4472       89.6056        89.9258        157.5705       94.1882        235.8401       
1800.0000      5.0000         10.5590        300.3111       92.8358        91.1102        162.3348       95.7957        240.3825       
1800.0000      6.0000         10.4966        308.0769       96.0689        92.2728        167.0685       97.3700        244.8355       
1800.0000      7.0000         10.4338        315.7515       99.3067        93.4149        171.7750       98.9132        249.2046       
1800.0000      8.0000         10.3736        323.3398       102.5504       94.5377        176.4569       100.4266       253.4937       
1800.0000      9.0000         10.3175        330.8439       105.8007       95.6418        181.1152       101.9111       257.7049       
1800.0000      10.0000        10.2597        338.2583       109.0555       96.7259        185.7467       103.3652       261.8348       
1800.0000      11.0000        10.2027        345.5863       112.3158       97.7909        190.3532       104.7901       265.8865       
1800.0000      12.0000        10.1496        352.8327       115.5829       98.8378        194.9370       106.1870       269.8633       
1800.0000      13.0000        10.0928        359.9891       118.8539       99.8650        199.4937       107.5540       273.7604       
1800.0000      14.0000        10.0349        367.0597       122.1299       100.8734       204.0251       108.8924       277.5809       
1800.0000      15.0000        9.9795         374.0489       125.4122       101.8639       208.5337       110.2032       281.3279       
1800.0000      16.0000        9.9301         380.9612       128.7025       102.8374       213.0220       111.4876       285.0048       
1800.0000      17.0000        9.8773         387.7869       131.9969       103.7921       217.4843       112.7436       288.6056       
1800.0000      18.0000        9.8430         394.5494       135.3043       104.7324       221.9342       113.9765       292.1451       
1800.0000      19.0000        9.7946         401.2154       138.6118       105.6522       226.3521       115.1788       295.6032       
1800.0000      20.0000        9.7514         407.8053       141.9271       106.5553       230.7499       116.3554       298.9927       
1800.0000      21.0000        9.7078         414.3139       145.2480       107.4409       235.1244       117.5050       302.3105       
1800.0000      22.0000        9.6610         420.7392       148.5734       108.3086       239.4742       118.6274       305.5560       
1800.0000      23.0000        9.6210         427.0911       151.9073       109.1602       243.8054       119.7249       308.7351       
1800.0000      24.0000        9.5786         433.3614       155.2461       109.9944       248.1126       120.7957       311.8431       
1800.0000      25.0000        9.5297         439.5470       158.5882       110.8107       252.3937       121.8395       314.8789       
1900.0000      0.0000         10.9186        255.5214       75.5176        83.9716        135.9362       86.1747        213.5990       
1900.0000      1.0000         10.8524        263.8404       78.7281        85.2666        140.8378       87.9441        218.5700       
1900.0000      2.0000         10.7879        272.0636       81.9434        86.5397        145.7109       89.6800        223.4497       
1900.0000      3.0000         10.7209        280.1865       85.1619        87.7900        150.5529       91.3814        228.2358       
1900.0000      4.0000         10.6533        288.2133       88.3845        89.0187        155.3657       93.0497        232.9323       
1900.0000      5.0000         10.5951        296.1585       91.6153        90.2287        160.1569       94.6890        237.5498       
1900.0000      6.0000         10.5320        304.0041       94.8487        91.4164        164.9167       96.2946        242.0767       
1900.0000      7.0000         10.4684        311.7573       98.0865        92.5834        169.6490       97.8686        246.5188       
1900.0000      8.0000         10.4076        319.4232       101.3303       93.7309        174.3561       99.4125        250.8800       
1900.0000      9.0000         10.3507        327.0041       104.5805       94.8593        179.0393       100.9272       255.1627       
1900.0000      10.0000        10.2923        334.4941       107.8350       95.9675        183.6953       102.4112       259.3632       
1900.0000      11.0000        10.2345        341.8968       111.0948       97.0563        188.3258       103.8656       263.4846       
1900.0000      12.0000        10.1808        349.2171       114.3614       98.1268        192.9334       105.2918       267.5306       
1900.0000      13.0000        10.1233        356.4464       117.6317       99.1773        197.5133       106.6878       271.4960       
1900.0000      14.0000        10.0648        363.5889       120.9068       100.2088       202.0675       108.0547       275.3841       
1900.0000      15.0000        10.0087        370.6493       124.1881       101.2222       206.5986       109.3940       279.1982       
1900.0000      16.0000        9.9587         377.6324       127.4774       102.2185       211.1093       110.7067       282.9417       
1900.0000      17.0000        9.9053         384.5279       130.7706       103.1958       215.5936       111.9906       286.6084       
1900.0000      18.0000        9.8703         391.3606       134.0771       104.1586       220.0657       113.2515       290.2139       
1900.0000      19.0000        9.8213         398.0952       137.3832       105.1006       224.5051       114.4814       293.7370       
1900.0000      20.0000        9.7775         404.7534       140.6972       106.0259       228.9242       115.6854       297.1910       
1900.0000      21.0000        9.7332         411.3295       144.0165       106.9334       233.3197       116.8622       300.5730       
1900.0000      22.0000        9.6858         417.8216       147.3402       107.8229       237.6901       118.0117       303.8820       
1900.0000      23.0000        9.6452         424.2402       150.6724       108.6962       242.0418       119.1360       307.1244       
1900.0000      24.0000        9.6022         430.5763       154.0094       109.5519       246.3692       120.2336       310.2952       
1900.0000      25.0000        9.5527         436.8269       157.3493       110.3896       250.6701       121.3037       313.3932       
2000.0000      0.0000         10.9585        250.9500       74.2929        82.9589        133.6190       84.9051        210.3805       
2000.0000      1.0000         10.8915        259.3554       77.5046        84.2809        138.5496       86.7080        215.4309       
2000.0000      2.0000         10.8263        267.6638       80.7209        85.5806        143.4511       88.4770        220.3888       
2000.0000      3.0000         10.7585        275.8701       83.9402        86.8571        148.3208       90.2109        225.2519       
2000.0000      4.0000         10.6902        283.9790       87.1634        88.1115        153.1607       91.9112        230.0242       
2000.0000      5.0000         10.6312        292.0056       90.3946        89.3471        157.9787       93.5822        234.7168       
2000.0000      6.0000         10.5674        299.9310       93.6283        90.5600        162.7648       95.2190        239.3177       
2000.0000      7.0000         10.5031        307.7627       96.8663        91.7519        167.5227       96.8238        243.8327       
2000.0000      8.0000         10.4416        315.5062       100.1100       92.9239        172.2551       98.3983        248.2661       
2000.0000      9.0000         10.3840        323.1639       103.3601       94.0767        176.9633       99.9432        252.6202       
2000.0000      10.0000        10.3248        330.7295       106.6143       95.2089        181.6437       101.4570       256.8913       
2000.0000      11.0000        10.2664        338.2069       109.8737       96.3216        186.2982       102.9410       261.0825       
2000.0000      12.0000        10.2120        345.6012       113.1398       97.4157        190.9296       104.3965       265.1977       
2000.0000      13.0000        10.1539        352.9034       116.4093       98.4896        195.5327       105.8214       269.2315       
2000.0000      14.0000        10.0947        360.1178       119.6835       99.5442        200.1097       107.2171       273.1871       
2000.0000      15.0000        10.0379        367.2494       122.9639       100.5805       204.6634       108.5847       277.0682       
2000.0000      16.0000        9.9873         374.3033       126.2522       101.5995       209.1965       109.9257       280.8784       
2000.0000      17.0000        9.9332         381.2687       129.5442       102.5994       213.7027       111.2376       284.6111       
