Output data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
500.0000       10.1386        4.0000         3.6888         347.3509       105.4400       101.6885       186.0769       186.0769       186.0769       109.3953       108.6086       109.0019       274.4102       272.7583       273.5847       0.2550         0.5858         13.6413        0.0036         0.0362         9.4786         7.1024         262.6704       
500.0000       10.0907        5.0000         3.7063         354.1582       108.6625       102.5409       190.4944       190.4944       190.4944       110.6237       109.7690       110.1964       278.0484       276.2464       277.1480       0.2575         0.5785         13.5033        0.0039         0.0389         9.5415         7.1692         263.9775       
500.0000       10.0377        6.0000         3.7258         360.8884       111.8917       103.3767       194.8906       194.8906       194.8906       111.8254       110.9028       111.3641       281.6141       279.6611       280.6383       0.2600         0.5714         13.3686        0.0041         0.0416         9.6001         7.2324         265.2181       
500.0000       9.9842         7.0000         3.7458         367.5433       115.1280       104.1964       199.2664       199.2664       199.2664       113.0009       112.0105       112.5057       285.1090       283.0045       284.0575       0.2624         0.5646         13.2369        0.0044         0.0442         9.6563         7.2937         266.4132       
500.0000       9.9333         8.0000         3.7650         374.1243       118.3717       105.0001       203.6226       203.6226       203.6226       114.1506       113.0927       113.6217       288.5344       286.2782       287.4071       0.2648         0.5580         13.1079        0.0047         0.0468         9.7119         7.3541         267.5781       
500.0000       9.8862         9.0000         3.7829         380.6320       121.6230       105.7881       207.9593       207.9593       207.9593       115.2747       114.1499       114.7123       291.8910       289.4834       290.6881       0.2670         0.5516         12.9812        0.0049         0.0493         9.7675         7.4144         268.7199       
500.0000       9.8374         10.0000        3.8017         387.0649       124.8813       106.5600       212.2758       212.2758       212.2758       116.3727       115.1818       115.7773       295.1779       292.6198       293.8999       0.2692         0.5454         12.8568        0.0051         0.0517         9.8205         7.4724         269.8139       
500.0000       9.7892         11.0000        3.8204         393.4238       128.1470       107.3161       216.5726       216.5726       216.5726       117.4451       116.1889       116.8170       298.3961       295.6887       297.0435       0.2714         0.5394         12.7343        0.0054         0.0541         9.8721         7.5292         270.8716       
500.0000       9.7449         12.0000        3.8378         399.7102       131.4203       108.0566       220.8502       220.8502       220.8502       118.4920       117.1716       117.8318       301.5466       298.6914       300.1202       0.2735         0.5335         12.6135        0.0056         0.0563         9.9239         7.5859         271.9096       
500.0000       9.6967         13.0000        3.8569         405.9216       134.7005       108.7812       225.1075       225.1075       225.1075       119.5129       118.1295       118.8212       304.6282       301.6270       303.1289       0.2756         0.5278         12.4943        0.0058         0.0586         9.9721         7.6397         272.8917       
500.0000       9.6474         14.0000        3.8766         412.0593       137.9878       109.4899       229.3450       229.3450       229.3450       120.5082       119.0632       119.7857       307.6417       304.4969       306.0707       0.2776         0.5223         12.3765        0.0060         0.0607         10.0181        7.6917         273.8315       
500.0000       9.6004         15.0000        3.8956         418.1244       141.2827       110.1832       233.5633       233.5633       233.5633       121.4782       119.9729       120.7256       310.5882       307.3021       308.9466       0.2795         0.5169         12.2600        0.0062         0.0627         10.0637        7.7431         274.7461       
500.0000       9.5594         16.0000        3.9122         424.1181       144.5856       110.8612       237.7631       237.7631       237.7631       122.4232       120.8591       121.6412       313.4685       310.0439       311.7578       0.2815         0.5116         12.1446        0.0064         0.0647         10.1109        7.7958         275.6549       
500.0000       9.5149         17.0000        3.9305         430.0380       147.8954       111.5234       241.9430       241.9430       241.9430       123.3426       121.7214       122.5320       316.2810       312.7210       314.5027       0.2833         0.5064         12.0302        0.0066         0.0666         10.1548        7.8457         276.5115       
500.0000       9.4889         18.0000        3.9413         435.8902       151.2146       112.1711       246.1065       246.1065       246.1065       124.2378       122.5612       123.3995       319.0299       315.3376       317.1855       0.2852         0.5014         11.9166        0.0068         0.0684         10.2073        7.9021         277.4256       
500.0000       9.4487         19.0000        3.9581         441.6658       154.5397       112.8026       250.2484       250.2484       250.2484       125.1068       123.3767       124.2417       321.7096       317.8886       319.8010       0.2870         0.4965         11.8039        0.0070         0.0701         10.2507        7.9514         278.2363       
500.0000       9.4136         20.0000        3.9728         447.3702       157.8726       113.4189       254.3718       254.3718       254.3718       125.9509       124.1691       125.0600       324.3236       320.3777       322.3526       0.2888         0.4916         11.6918        0.0071         0.0717         10.2956        8.0017         279.0398       
500.0000       9.3779         21.0000        3.9879         453.0022       161.2129       114.0198       258.4760       258.4760       258.4760       126.7697       124.9383       125.8540       326.8712       322.8043       324.8398       0.2905         0.4869         11.5803        0.0073         0.0733         10.3389        8.0507         279.8084       
500.0000       9.3391         22.0000        4.0045         458.5611       164.5603       114.6052       262.5605       262.5605       262.5605       127.5633       125.6843       126.6238       329.3521       325.1683       327.2623       0.2923         0.4823         11.4692        0.0074         0.0748         10.3791        8.0973         280.5291       
500.0000       9.3070         23.0000        4.0183         464.0496       167.9158       115.1756       266.6271       266.6271       266.6271       128.3321       126.4076       127.3699       331.7679       327.4715       329.6219       0.2940         0.4777         11.3587        0.0076         0.0761         10.4219        8.1457         281.2527       
500.0000       9.2724         24.0000        4.0333         469.4655       171.2784       115.7307       270.6741       270.6741       270.6741       129.0758       127.1079       128.0919       334.1175       329.7129       331.9175       0.2956         0.4732         11.2484        0.0077         0.0774         10.4620        8.1920         281.9328       
500.0000       9.2313         25.0000        4.0513         474.8080       174.6478       116.2702       274.7012       274.7012       274.7012       129.7942       127.7851       128.7896       336.4003       331.8923       334.1487       0.2973         0.4688         11.1385        0.0078         0.0786         10.4972        8.2344         282.5485       
600.0000       10.4005        0.0000         3.5959         314.8424       91.4098        97.1133        165.8873       165.8873       165.8873       102.9545       102.4711       102.7128       255.9197       254.9233       255.4217       0.2434         0.6192         14.1494        0.0024         0.0236         9.1770         6.7921         255.7202       
600.0000       10.3445        1.0000         3.6153         322.0379       94.6047        98.0578        170.4158       170.4158       170.4158       104.3213       103.7737       104.0475       259.9255       258.7913       259.3587       0.2463         0.6106         13.9983        0.0026         0.0264         9.2471         6.8656         257.2334       
600.0000       10.2901        2.0000         3.6344         329.1558       97.8066        98.9855        174.9230       174.9230       174.9230       105.6612       105.0479       105.3545       263.8565       262.5805       263.2188       0.2492         0.6023         13.8522        0.0029         0.0292         9.3156         6.9375         258.7029       
600.0000       10.2329        3.0000         3.6548         336.1948       101.0150       99.8961        179.4083       179.4083       179.4083       106.9736       106.2937       106.6337       267.7123       266.2914       267.0022       0.2520         0.5944         13.7105        0.0032         0.0320         9.3804         7.0064         260.1110       
600.0000       10.1751        4.0000         3.6755         343.1562       104.2302       100.7898       183.8722       183.8722       183.8722       108.2591       107.5118       107.8854       271.4943       269.9260       270.7106       0.2546         0.5867         13.5728        0.0035         0.0348         9.4426         7.0729         261.4681       
600.0000       10.1265        5.0000         3.6932         350.0444       107.4534       101.6676       188.3171       188.3171       188.3171       109.5188       108.7038       109.1113       275.2062       273.4886       274.3479       0.2572         0.5794         13.4388        0.0037         0.0375         9.5070         7.1408         262.8194       
600.0000       10.0728        6.0000         3.7128         356.8539       110.6830       102.5285       192.7399       192.7399       192.7399       110.7513       109.8683       110.3098       278.8444       276.9763       277.9110       0.2597         0.5723         13.3080        0.0040         0.0402         9.5669         7.2050         264.1031       
600.0000       10.0185        7.0000         3.7330         363.5870       113.9194       103.3728       197.1419       197.1419       197.1419       111.9572       111.0063       111.4818       282.4110       280.3915       281.4020       0.2621         0.5655         13.1801        0.0043         0.0428         9.6245         7.2671         265.3399       
600.0000       9.9669         8.0000         3.7523         370.2451       117.1632       104.2009       201.5238       201.5238       201.5238       113.1370       112.1185       112.6277       285.9074       283.7362       284.8226       0.2644         0.5589         13.0548        0.0045         0.0454         9.6813         7.3285         266.5453       
600.0000       9.9191         9.0000         3.7704         376.8292       120.4144       105.0131       205.8860       205.8860       205.8860       114.2908       113.2052       113.7480       289.3343       287.0117       288.1738       0.2667         0.5525         12.9319        0.0048         0.0479         9.7382         7.3896         267.7264       
600.0000       9.8696         10.0000        3.7893         383.3371       123.6726       105.8089       210.2274       210.2274       210.2274       115.4183       114.2662       114.8422       292.6908       290.2173       291.4550       0.2689         0.5463         12.8111        0.0050         0.0504         9.7923         7.4485         268.8587       
600.0000       9.8208         11.0000        3.8081         389.7703       126.9379       106.5886       214.5487       214.5487       214.5487       116.5197       115.3019       115.9108       295.9779       293.3546       294.6673       0.2711         0.5403         12.6921        0.0053         0.0528         9.8450         7.5060         269.9537       
600.0000       9.7758         12.0000        3.8256         396.1301       130.2108       107.3526       218.8505       218.8505       218.8505       117.5954       116.3130       116.9542       299.1969       296.4251       297.8122       0.2732         0.5344         12.5749        0.0055         0.0551         9.8979         7.5635         271.0279       
600.0000       9.7269         13.0000        3.8449         402.4139       133.4903       108.1003       223.1315       223.1315       223.1315       118.6449       117.2989       117.9719       302.3461       299.4277       300.8882       0.2753         0.5287         12.4591        0.0057         0.0574         9.9471         7.6180         272.0455       
600.0000       9.6770         14.0000        3.8647         408.6229       136.7768       108.8319       227.3922       227.3922       227.3922       119.6684       118.2602       118.9643       305.4267       302.3637       303.8966       0.2773         0.5232         12.3447        0.0059         0.0595         9.9940         7.6706         273.0198       
600.0000       9.6293         15.0000        3.8838         414.7587       140.0708       109.5479       231.6335       231.6335       231.6335       120.6663       119.1973       119.9318       308.4398       305.2346       306.8386       0.2792         0.5178         12.2315        0.0061         0.0616         10.0406        7.7227         273.9681       
600.0000       9.5877         16.0000        3.9007         420.8228       143.3728       110.2485       235.8561       235.8561       235.8561       121.6391       120.1107       120.8749       311.3864       308.0416       309.7155       0.2811         0.5125         12.1193        0.0063         0.0636         10.0887        7.7759         274.9097       
600.0000       9.5426         17.0000        3.9191         426.8119       146.6815       110.9331       240.0583       240.0583       240.0583       122.5859       120.9998       121.7929       314.2647       310.7833       312.5256       0.2830         0.5073         12.0081        0.0065         0.0655         10.1335        7.8264         275.7986       
600.0000       9.5159         18.0000        3.9301         432.7338       149.9999       111.6032       244.2445       244.2445       244.2445       123.5087       121.8664       122.6875       317.0795       313.4646       315.2738       0.2849         0.5023         11.8977        0.0067         0.0674         10.1868        7.8833         276.7439       
600.0000       9.4751         19.0000        3.9471         438.5774       153.3236       112.2567       248.4082       248.4082       248.4082       124.4048       122.7082       123.5565       319.8242       316.0793       317.9536       0.2867         0.4974         11.7880        0.0069         0.0691         10.2310        7.9332         277.5854       
600.0000       9.4394         20.0000        3.9620         444.3496       156.6553       112.8949       252.5534       252.5534       252.5534       125.2758       123.5269       124.4013       322.5030       318.6317       320.5693       0.2884         0.4926         11.6789        0.0070         0.0708         10.2766        7.9840         278.4190       
600.0000       9.4031         21.0000        3.9773         450.0486       159.9941       113.5176       256.6789       256.6789       256.6789       126.1214       124.3220       125.2217       325.1149       321.1212       323.1201       0.2902         0.4879         11.5704        0.0072         0.0724         10.3206        8.0335         279.2171       
600.0000       9.3637         22.0000        3.9940         455.6737       163.3398       114.1245       260.7845       260.7845       260.7845       126.9415       125.0936       126.0176       327.6598       323.5476       325.6058       0.2919         0.4832         11.4623        0.0073         0.0739         10.3616        8.0805         279.9669       
600.0000       9.3310         23.0000        4.0080         461.2283       166.6937       114.7164       264.8719       264.8719       264.8719       127.7368       125.8425       126.7896       330.1394       325.9131       328.0284       0.2936         0.4787         11.3546        0.0075         0.0753         10.4050        8.1293         280.7189       
600.0000       9.2958         24.0000        4.0232         466.7095       170.0546       115.2928       268.9396       268.9396       268.9396       128.5066       126.5682       127.5374       332.5524       328.2163       330.3866       0.2953         0.4742         11.2472        0.0076         0.0766         10.4458        8.1760         281.4270       
600.0000       9.2540         25.0000        4.0413         472.1164       173.4219       115.8534       272.9867       272.9867       272.9867       129.2510       127.2705       128.2608       334.8982       330.4569       332.6799       0.2969         0.4698         11.1400        0.0077         0.0778         10.4816        8.2188         282.0702       
700.0000       10.4402        0.0000         3.5822         310.2995       90.1927        96.1069        163.5616       163.5616       163.5616       101.6855       101.2387       101.4621       252.6909       251.7704       252.2308       0.2430         0.6203         14.0642        0.0022         0.0221         9.1337         6.7572         254.3081       
700.0000       10.3834        1.0000         3.6018         317.5812       93.3889        97.0783        168.1197       168.1197       168.1197       103.0854       102.5752       102.8303       256.7744       255.7183       256.2466       0.2460         0.6116         13.9172        0.0025         0.0249         9.2056         6.8320         255.8731       
700.0000       10.3282        2.0000         3.6210         324.7839       96.5919        98.0325        172.6559       172.6559       172.6559       104.4579       103.8827       104.1703       260.7821       259.5861       260.1844       0.2488         0.6033         13.7752        0.0028         0.0277         9.2757         6.9052         257.3925       
700.0000       10.2703        3.0000         3.6415         331.9061       99.8011        98.9691        177.1694       177.1694       177.1694       105.8025       105.1612       105.4818       264.7133       263.3738       264.0439       0.2516         0.5954         13.6376        0.0030         0.0305         9.3422         6.9752         258.8488       
700.0000       10.2117        4.0000         3.6623         338.9492       103.0169       99.8885        181.6610       181.6610       181.6610       107.1195       106.4113       106.7654       268.5697       267.0840       267.8272       0.2543         0.5877         13.5040        0.0033         0.0333         9.4060         7.0429         260.2526       
700.0000       10.1623        5.0000         3.6801         345.9185       106.2407       100.7918       186.1333       186.1333       186.1333       108.4106       107.6348       108.0227       272.3554       270.7212       271.5388       0.2569         0.5804         13.3740        0.0036         0.0360         9.4718         7.1118         261.6490       
700.0000       10.1079        6.0000         3.6999         352.8075       109.4706       101.6777       190.5829       190.5829       190.5829       109.6740       108.8302       109.2521       276.0664       274.2822       275.1748       0.2594         0.5733         13.2471        0.0039         0.0388         9.5331         7.1770         262.9763       
700.0000       10.0530        7.0000         3.7202         359.6188       112.7072       102.5467       195.0111       195.0111       195.0111       110.9104       109.9987       110.4545       279.7048       277.7695       278.7378       0.2618         0.5664         13.1231        0.0041         0.0414         9.5921         7.2402         264.2555       
700.0000       10.0007        8.0000         3.7396         366.3543       115.9510       103.3994       199.4188       199.4188       199.4188       112.1203       111.1409       111.6306       283.2723       281.1855       282.2296       0.2641         0.5598         13.0016        0.0044         0.0441         9.6502         7.3025         265.5021       
700.0000       9.9522         9.0000         3.7578         373.0148       119.2023       104.2358       203.8064       203.8064       203.8064       113.3040       112.2572       112.7806       286.7697       284.5314       285.6513       0.2664         0.5534         12.8824        0.0046         0.0466         9.7083         7.3644         266.7231       
700.0000       9.9020         10.0000        3.7769         379.5980       122.4602       105.0555       208.1728       208.1728       208.1728       114.4609       113.3474       113.9041       290.1959       287.8065       289.0021       0.2686         0.5472         12.7652        0.0049         0.0491         9.7636         7.4241         267.8942       
700.0000       9.8524         11.0000        3.7959         386.1055       125.7251       105.8589       212.5186       212.5186       212.5186       115.5915       114.4119       115.0017       293.5522       291.0124       292.2833       0.2708         0.5411         12.6499        0.0051         0.0515         9.8174         7.4824         269.0270       
700.0000       9.8068         12.0000        3.8136         392.5390       128.9975       106.6464       216.8447       216.8447       216.8447       116.6961       115.4515       116.0738       296.8397       294.1510       295.4964       0.2729         0.5353         12.5362        0.0054         0.0539         9.8714         7.5407         270.1380       
700.0000       9.7573         13.0000        3.8329         398.8952       132.2764       107.4172       221.1493       221.1493       221.1493       117.7741       116.4655       117.1198       300.0568       297.2207       298.6399       0.2749         0.5296         12.4239        0.0056         0.0562         9.9217         7.5959         271.1914       
700.0000       9.7067         14.0000        3.8529         405.1758       135.5621       108.1719       225.4333       225.4333       225.4333       118.8259       117.4545       118.1402       303.2046       300.2231       301.7151       0.2769         0.5241         12.3129        0.0058         0.0584         9.9696         7.6492         272.2007       
700.0000       9.6583         15.0000        3.8722         411.3825       138.8551       108.9106       229.6976       229.6976       229.6976       119.8519       118.4190       119.1354       306.2844       303.1598       304.7235       0.2789         0.5187         12.2030        0.0060         0.0605         10.0171        7.7020         273.1831       
700.0000       9.6161         16.0000        3.8892         417.5170       142.1562       109.6339       233.9431       233.9431       233.9431       120.8525       119.3597       120.1061       309.2976       306.0323       307.6664       0.2808         0.5134         12.0941        0.0062         0.0625         10.0662        7.7558         274.1580       
700.0000       9.5703         17.0000        3.9078         423.5756       145.4637       110.3409       238.1677       238.1677       238.1677       121.8269       120.2757       121.0513       312.2417       308.8387       310.5418       0.2827         0.5083         11.9861        0.0064         0.0645         10.1119        7.8069         275.0794       
700.0000       9.5431         18.0000        3.9189         429.5673       148.7812       111.0334       242.3766       242.3766       242.3766       122.7772       121.1692       121.9732       315.1227       311.5849       313.3554       0.2845         0.5032         11.8789        0.0066         0.0664         10.1659        7.8643         276.0564       
700.0000       9.5016         19.0000        3.9360         435.4792       152.1036       111.7090       246.5621       246.5621       246.5621       123.7005       122.0374       122.8690       317.9325       314.2635       316.0998       0.2863         0.4983         11.7723        0.0068         0.0681         10.2110        7.9147         276.9291       
700.0000       9.4653         20.0000        3.9512         441.3192       155.4340       112.3692       250.7291       250.7291       250.7291       124.5986       122.8823       123.7405       320.6763       316.8795       318.7797       0.2881         0.4935         11.6662        0.0069         0.0698         10.2574        7.9660         277.7931       
700.0000       9.4284         21.0000        3.9666         447.0854       158.7714       113.0137       254.8760       254.8760       254.8760       125.4710       123.7035       124.5873       323.3528       319.4320       321.3943       0.2898         0.4888         11.5607        0.0071         0.0714         10.3021        8.0159         278.6211       
700.0000       9.3883         22.0000        3.9835         452.7769       162.1154       113.6423       259.0026       259.0026       259.0026       126.3177       124.5010       125.4093       325.9617       321.9210       323.9434       0.2915         0.4842         11.4555        0.0072         0.0730         10.3438        8.0634         279.4002       
700.0000       9.3550         23.0000        3.9977         458.3977       165.4677       114.2557       263.1110       263.1110       263.1110       127.1394       125.2755       126.2075       328.5053       324.3489       326.4292       0.2932         0.4797         11.3507        0.0074         0.0744         10.3879        8.1127         280.1809       
700.0000       9.3193         24.0000        4.0131         463.9444       168.8267       114.8534       267.1993       267.1993       267.1993       127.9356       126.0266       126.9811       330.9819       326.7141       328.8502       0.2949         0.4752         11.2461        0.0075         0.0757         10.4294        8.1598         280.9172       
700.0000       9.2769         25.0000        4.0314         469.4159       172.1919       115.4353       271.2666       271.2666       271.2666       128.7060       126.7541       127.7301       333.3908       329.0162       331.2058       0.2965         0.4709         11.1417        0.0076         0.0770         10.4658        8.2030         281.5883       
800.0000       10.4799        0.0000         3.5686         305.7486       88.9735        95.0987        161.2319       161.2319       161.2319       100.4142       100.0030       100.2086       249.4561       248.6096       249.0330       0.2426         0.6215         13.9786        0.0021         0.0206         9.0896         6.7216         252.8806       
800.0000       10.4223        1.0000         3.5883         313.1166       92.1709        96.0970        165.8195       165.8195       165.8195       101.8473       101.3737       101.6105       253.6175       252.6378       253.1279       0.2456         0.6128         13.8358        0.0023         0.0234         9.1633         6.7979         254.4983       
800.0000       10.3664        2.0000         3.6077         320.4042       95.3750        97.0777        170.3847       170.3847       170.3847       103.2525       102.7147       102.9836       257.7020       256.5843       257.1434       0.2485         0.6044         13.6980        0.0026         0.0262         9.2352         6.8723         256.0684       
800.0000       10.3077        3.0000         3.6282         327.6096       98.5850        98.0404        174.9265       174.9265       174.9265       104.6292       104.0258       104.3275       261.7087       260.4492       261.0793       0.2512         0.5964         13.5645        0.0029         0.0290         9.3033         6.9435         257.5739       
800.0000       10.2484        4.0000         3.6492         334.7346       101.8014       98.9855        179.4458       179.4458       179.4458       105.9779       105.3080       105.6430       265.6396       264.2351       264.9377       0.2539         0.5887         13.4349        0.0032         0.0318         9.3687         7.0124         259.0251       
800.0000       10.1983        5.0000         3.6672         341.7851       105.0258       99.9144        183.9456       183.9456       183.9456       107.3005       106.5632       106.9318       269.4993       267.9473       268.7237       0.2565         0.5813         13.3090        0.0034         0.0346         9.4361         7.0824         260.4672       
800.0000       10.1432        6.0000         3.6871         348.7537       108.2560       100.8253       188.4219       188.4219       188.4219       108.5947       107.7897       108.1922       273.2830       271.5817       272.4329       0.2590         0.5742         13.1860        0.0037         0.0373         9.4988         7.1486         261.8390       
800.0000       10.0875        7.0000         3.7074         355.6433       111.4928       101.7192       192.8763       192.8763       192.8763       109.8616       108.9887       109.4252       276.9933       275.1414       276.0679       0.2614         0.5673         13.0659        0.0040         0.0400         9.5592         7.2128         263.1612       
800.0000       10.0345        8.0000         3.7270         362.4561       114.7366       102.5963       197.3098       197.3098       197.3098       111.1017       110.1610       110.6313       280.6320       278.6288       279.6311       0.2638         0.5607         12.9482        0.0043         0.0427         9.6186         7.2760         264.4495       
800.0000       9.9853         9.0000         3.7454         369.1931       117.9878       103.4570       201.7229       201.7229       201.7229       112.3152       111.3070       111.8111       284.2001       282.0453       283.1234       0.2661         0.5543         12.8328        0.0045         0.0453         9.6780         7.3389         265.7109       
800.0000       9.9344         10.0000        3.7646         375.8518       121.2454       104.3007       206.1142       206.1142       206.1142       113.5017       112.4265       112.9641       287.6962       285.3900       286.5439       0.2683         0.5481         12.7193        0.0048         0.0478         9.7345         7.3994         266.9214       
800.0000       9.8842         11.0000        3.7837         382.4337       124.5099       105.1278       210.4845       210.4845       210.4845       114.6615       113.5199       114.0907       291.1215       288.6648       289.8941       0.2705         0.5420         12.6076        0.0050         0.0503         9.7895         7.4585         268.0925       
800.0000       9.8379         12.0000        3.8015         388.9409       127.7819       105.9388       214.8349       214.8349       214.8349       115.7951       114.5880       115.1915       294.4778       291.8715       293.1757       0.2726         0.5362         12.4975        0.0052         0.0527         9.8445         7.5175         269.2406       
800.0000       9.7877         13.0000        3.8210         395.3698       131.0601       106.7329       219.1633       219.1633       219.1633       116.9017       115.6302       116.2659       297.7628       295.0085       296.3868       0.2746         0.5305         12.3887        0.0055         0.0550         9.8959         7.5735         270.3303       
800.0000       9.7364         14.0000        3.8411         401.7220       134.3449       107.5105       223.4706       223.4706       223.4706       117.9817       116.6469       117.3143       300.9779       298.0775       299.5289       0.2766         0.5250         12.2811        0.0057         0.0572         9.9449         7.6275         271.3751       
800.0000       9.6874         15.0000        3.8605         407.9996       137.6371       108.2721       227.7579       227.7579       227.7579       119.0358       117.6390       118.3374       304.1246       301.0801       302.6037       0.2786         0.5196         12.1745        0.0059         0.0594         9.9934         7.6809         272.3921       
800.0000       9.6446         16.0000        3.8777         414.2047       140.9371       109.0180       232.0263       232.0263       232.0263       120.0643       118.6069       119.3356       307.2044       304.0183       305.6127       0.2805         0.5143         12.0690        0.0061         0.0614         10.0434        7.7354         273.4006       
800.0000       9.5982         17.0000        3.8965         420.3328       144.2435       109.7475       236.2733       236.2733       236.2733       121.0664       119.5499       120.3081       310.2145       306.8896       308.5536       0.2823         0.5092         11.9642        0.0063         0.0634         10.0899        7.7870         274.3549       
800.0000       9.5702         18.0000        3.9078         426.3944       147.5601       110.4625       240.5049       240.5049       240.5049       122.0443       120.4704       121.2574       313.1617       309.7008       311.4328       0.2842         0.5042         11.8601        0.0065         0.0653         10.1448        7.8450         275.3639       
800.0000       9.5281         19.0000        3.9251         432.3747       150.8812       111.1602       244.7124       244.7124       244.7124       122.9948       121.3651       122.1800       316.0368       312.4433       314.2418       0.2860         0.4993         11.7566        0.0067         0.0671         10.1907        7.8959         276.2680       
800.0000       9.4912         20.0000        3.9404         438.2827       154.2102       111.8425       248.9010       248.9010       248.9010       123.9200       122.2364       123.0782       318.8456       315.1230       316.9861       0.2877         0.4945         11.6537        0.0068         0.0689         10.2379        7.9478         277.1628       
800.0000       9.4537         21.0000        3.9560         444.1162       157.5461       112.5088       253.0695       253.0695       253.0695       124.8193       123.0837       123.9515       321.5867       317.7388       319.6647       0.2895         0.4898         11.5511        0.0070         0.0705         10.2834        7.9982         278.0209       
800.0000       9.4130         22.0000        3.9731         449.8743       160.8885       113.1590       257.2171       257.2171       257.2171       125.6926       123.9069       124.7998       324.2598       320.2905       322.2771       0.2912         0.4852         11.4489        0.0072         0.0721         10.3258        8.0461         278.8296       
800.0000       9.3791         23.0000        3.9874         455.5613       164.2391       113.7941       261.3465       261.3465       261.3465       126.5409       124.7072       125.6240       326.8675       322.7809       324.8263       0.2929         0.4807         11.3469        0.0073         0.0735         10.3706        8.0958         279.6393       
800.0000       9.3428         24.0000        4.0030         461.1736       167.5963       114.4132       265.4554       265.4554       265.4554       127.3634       125.4838       126.4236       329.4078       325.2082       327.3101       0.2945         0.4763         11.2452        0.0074         0.0749         10.4127        8.1434         280.4041       
800.0000       9.2998         25.0000        4.0215         466.7098       170.9595       115.0164       269.5429       269.5429       269.5429       128.1599       126.2366       127.1982       331.8799       327.5719       329.7281       0.2961         0.4719         11.1436        0.0076         0.0762         10.4498        8.1869         281.1032       
900.0000       10.5197        0.0000         3.5551         301.1923       87.7529        94.0893        158.8994       158.8994       158.8994       99.1415        98.7649        98.9532        246.2173       245.4425       245.8300       0.2422         0.6227         13.8926        0.0019         0.0191         9.0448         6.6855         251.4381       
900.0000       10.4613        1.0000         3.5749         308.6467       90.9515        95.1146        163.5166       163.5166       163.5166       100.6078       100.1698       100.3888       250.4567       249.5513       250.0042       0.2452         0.6139         13.7541        0.0022         0.0219         9.1204         6.7631         253.1095       
900.0000       10.4046        2.0000         3.5944         316.0193       94.1566        96.1218        168.1108       168.1108       168.1108       102.0456       101.5444       101.7950       254.6180       253.5769       254.0977       0.2481         0.6055         13.6205        0.0025         0.0247         9.1940         6.8388         254.7313       
900.0000       10.3452        3.0000         3.6151         323.3080       97.3674        97.1106        172.6809       172.6809       172.6809       103.4545       102.8883       103.1714       258.7003       257.5192       258.1100       0.2509         0.5975         13.4911        0.0027         0.0275         9.2638         6.9113         256.2867       
900.0000       10.2851        4.0000         3.6362         330.5148       100.5844       98.0815        177.2279       177.2279       177.2279       104.8350       104.2027       104.5188       262.7058       261.3811       262.0437       0.2536         0.5897         13.3657        0.0030         0.0303         9.3309         6.9814         257.7861       
900.0000       10.2343        5.0000         3.6543         337.6466       103.8094       99.0358        181.7551       181.7551       181.7551       106.1889       105.4897       105.8393       266.6395       265.1683       265.9043       0.2562         0.5823         13.2437        0.0033         0.0331         9.3998         7.0525         259.2747       
900.0000       10.1784        6.0000         3.6743         344.6948       107.0400       99.9719        186.2582       186.2582       186.2582       107.5141       106.7474       107.1307       270.4961       268.8764       269.6867       0.2587         0.5752         13.1248        0.0036         0.0359         9.4640         7.1198         260.6915       
900.0000       10.1221        7.0000         3.6948         351.6628       110.2768       100.8905       190.7388       190.7388       190.7388       108.8115       107.9770       108.3942       274.2783       272.5087       273.3940       0.2611         0.5683         13.0086        0.0038         0.0386         9.5258         7.1850         262.0574       
900.0000       10.0683        8.0000         3.7145         358.5530       113.5207       101.7922       195.1981       195.1981       195.1981       110.0818       109.1794       109.6306       277.9883       276.0676       277.0286       0.2635         0.5616         12.8948        0.0041         0.0413         9.5866         7.2492         263.3880       
900.0000       10.0184        9.0000         3.7330         365.3667       116.7718       102.6772       199.6367       199.6367       199.6367       111.3253       110.3552       110.8403       281.6271       279.5549       280.5917       0.2657         0.5552         12.7831        0.0044         0.0440         9.6472         7.3129         264.6905       
900.0000       9.9669         10.0000        3.7523         372.1008       120.0291       103.5449       204.0530       204.0530       204.0530       112.5413       111.5040       112.0226       285.1930       282.9695       284.0820       0.2680         0.5490         12.6734        0.0046         0.0465         9.7050         7.3743         265.9408       
900.0000       9.9159         11.0000        3.7716         378.7572       123.2933       104.3958       208.4479       208.4479       208.4479       113.7303       112.6264       113.1783       288.6876       286.3132       287.5013       0.2701         0.5430         12.5653        0.0049         0.0490         9.7611         7.4343         267.1506       
900.0000       9.8690         12.0000        3.7895         385.3382       126.5648       105.2303       212.8226       212.8226       212.8226       114.8929       113.7231       114.3080       292.1126       289.5882       290.8514       0.2722         0.5371         12.4587        0.0051         0.0514         9.8173         7.4940         268.3364       
900.0000       9.8181         13.0000        3.8092         391.8397       129.8422       106.0477       217.1747       217.1747       217.1747       116.0281       114.7935       115.4108       295.4656       292.7926       294.1302       0.2743         0.5314         12.3534        0.0053         0.0538         9.8697         7.5508         269.4629       
