The SAM model uses the reference state from Elasticity_cold+NVT_s4.dat at T = 0.000000       K
Reference data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
0.0000         20.0763        0.0000         2.3229         154.2055       63.7658        73.8112        93.9124        60.6432        149.7059       196.1389       
0.0000         19.8690        1.0000         2.3472         158.1777       68.0722        74.1020        98.1074        60.6955        150.9561       196.0922       
0.0000         19.6735        2.0000         2.3705         161.9850       72.3782        74.2720        102.2471       60.6431        151.8988       195.8869       
0.0000         19.4876        3.0000         2.3931         165.5867       76.6388        74.2422        106.2881       60.4489        152.4464       195.4614       
0.0000         19.3095        4.0000         2.4152         168.9275       80.8775        74.1483        110.2275       60.1571        152.6936       194.8820       
0.0000         19.1436        5.0000         2.4361         172.0229       84.8894        73.9317        113.9339       59.7998        152.6861       194.2005       
0.0000         18.9837        6.0000         2.4566         175.1130       89.0087        73.5309        117.7101       59.3215        152.3686       193.3332       
0.0000         18.8151        7.0000         2.4787         178.4017       93.4989        72.9243        121.7998       58.6958        151.7164       192.2197       
0.0000         18.6627        8.0000         2.4989         181.3607       97.7454        72.2433        125.6172       58.0098        150.8143       191.0149       
0.0000         18.5245        9.0000         2.5175         184.0339       101.7014       71.4563        129.1456       57.2740        149.6931       189.7314       
0.0000         18.3836        10.0000        2.5368         186.8092       105.8676       70.4336        132.8481       56.3947        148.2119       188.2052       
The SAM model parameters are as follows:
V: b0 is 0.00005393 (ang$^3/atom)     b1 is -0.02638052 (ang^3/atom/GPa)     RMSE is 0.000122665 (ang^3/atom)
C11: b0 is 0.212443 (GPa)     b1 is 3.452069     RMSE is 0.236291 (GPa)
C12: b0 is 0.231638 (GPa)     b1 is 1.139092     RMSE is 0.240538 (GPa)
C44: b0 is -0.052106 (GPa)     b1 is 1.887625     RMSE is 0.186345 (GPa)
B: b0 is 0.224131 (GPa)     b1 is 1.903417     RMSE is 0.157907 (GPa)
G: b0 is -0.030321 (GPa)     b1 is 1.561581     RMSE is 0.169628 (GPa)
E: b0 is -0.025354 (GPa)     b1 is 3.741588     RMSE is 0.372088 (GPa)
The modeled elastic constants and moduli are as follows:
T(K)           P(GPa)         V(ang^3/atom)  C11(GPa)       C12(GPa)       C44(GPa)       B(GPa)         G(GPa)         E(GPa)         
0.0000         0.0000         20.0763        154.2055       63.7658        73.8112        93.9124        60.6432        149.7059       
0.0000         1.0000         19.8690        158.1777       68.0722        74.1020        98.1074        60.6955        150.9561       
0.0000         2.0000         19.6735        161.9850       72.3782        74.2720        102.2471       60.6431        151.8988       
0.0000         3.0000         19.4876        165.5867       76.6388        74.2422        106.2881       60.4489        152.4464       
0.0000         4.0000         19.3095        168.9275       80.8775        74.1483        110.2275       60.1571        152.6936       
0.0000         5.0000         19.1436        172.0229       84.8894        73.9317        113.9339       59.7998        152.6861       
0.0000         6.0000         18.9837        175.1130       89.0087        73.5309        117.7101       59.3215        152.3686       
0.0000         7.0000         18.8151        178.4017       93.4989        72.9243        121.7998       58.6958        151.7164       
0.0000         8.0000         18.6627        181.3607       97.7454        72.2433        125.6172       58.0098        150.8143       
0.0000         9.0000         18.5245        184.0339       101.7014       71.4563        129.1456       57.2740        149.6931       
0.0000         10.0000        18.3836        186.8092       105.8676       70.4336        132.8481       56.3947        148.2119       
10.0000        0.0000         20.0763        154.2055       63.7658        73.8112        93.9124        60.6432        149.7059       
10.0000        1.0000         19.8690        158.1777       68.0722        74.1020        98.1074        60.6955        150.9561       
10.0000        2.0000         19.6735        161.9850       72.3782        74.2720        102.2471       60.6431        151.8988       
10.0000        3.0000         19.4876        165.5867       76.6388        74.2422        106.2881       60.4488        152.4464       
10.0000        4.0000         19.3095        168.9275       80.8775        74.1483        110.2275       60.1571        152.6936       
10.0000        5.0000         19.1436        172.0229       84.8894        73.9317        113.9339       59.7998        152.6861       
10.0000        6.0000         18.9837        175.1130       89.0087        73.5309        117.7101       59.3215        152.3686       
10.0000        7.0000         18.8151        178.4017       93.4989        72.9243        121.7998       58.6958        151.7164       
10.0000        8.0000         18.6627        181.3607       97.7454        72.2433        125.6172       58.0098        150.8142       
10.0000        9.0000         18.5245        184.0339       101.7014       71.4563        129.1456       57.2740        149.6931       
10.0000        10.0000        18.3836        186.8092       105.8676       70.4336        132.8481       56.3947        148.2119       
20.0000        0.0000         20.0763        154.2024       63.7648        73.8095        93.9107        60.6419        149.7026       
20.0000        1.0000         19.8690        158.1744       68.0710        74.1004        98.1055        60.6941        150.9528       
20.0000        2.0000         19.6735        161.9815       72.3768        74.2704        102.2450       60.6418        151.8955       
20.0000        3.0000         19.4876        165.5830       76.6371        74.2406        106.2858       60.4475        152.4431       
20.0000        4.0000         19.3095        168.9235       80.8756        74.1467        110.2249       60.1558        152.6902       
20.0000        5.0000         19.1436        172.0186       84.8872        73.9302        113.9310       59.7984        152.6827       
20.0000        6.0000         18.9837        175.1084       89.0062        73.5294        117.7069       59.3202        152.3650       
20.0000        7.0000         18.8151        178.3966       93.4961        72.9227        121.7963       58.6944        151.7128       
20.0000        8.0000         18.6627        181.3552       97.7422        72.2417        125.6132       58.0084        150.8105       
20.0000        9.0000         18.5245        184.0279       101.6978       71.4547        129.1412       57.2725        149.6891       
20.0000        10.0000        18.3836        186.8026       105.8635       70.4320        132.8432       56.3932        148.2078       
30.0000        0.0000         20.0765        154.1733       63.7552        73.7936        93.8946        60.6287        149.6710       
30.0000        1.0000         19.8692        158.1435       68.0594        74.0849        98.0875        60.6812        150.9214       
30.0000        2.0000         19.6737        161.9486       72.3632        74.2553        102.2251       60.6291        151.8642       
30.0000        3.0000         19.4878        165.5480       76.6214        74.2258        106.2637       60.4349        152.4117       
30.0000        4.0000         19.3098        168.8862       80.8577        74.1322        110.2006       60.1433        152.6586       
30.0000        5.0000         19.1439        171.9788       84.8670        73.9158        113.9044       59.7860        152.6508       
30.0000        6.0000         18.9840        175.0659       88.9835        73.5152        117.6777       59.3078        152.3328       
30.0000        7.0000         18.8154        178.3511       93.4706        72.9087        121.7643       58.6820        151.6799       
30.0000        8.0000         18.6630        181.3064       97.7138        72.2278        125.5782       57.9959        150.7769       
30.0000        9.0000         18.5248        183.9755       101.6663       71.4409        129.1029       57.2599        149.6548       
30.0000        10.0000        18.3839        186.7462       105.8286       70.4182        132.8013       56.3805        148.1725       
40.0000        0.0000         20.0771        154.0995       63.7308        73.7532        93.8539        60.5953        149.5910       
40.0000        1.0000         19.8698        158.0651       68.0301        74.0456        98.0420        60.6484        150.8419       
40.0000        2.0000         19.6743        161.8654       72.3288        74.2170        102.1746       60.5968        151.7850       
40.0000        3.0000         19.4884        165.4595       76.5818        74.1884        106.2080       60.4031        152.3325       
40.0000        4.0000         19.3103        168.7923       80.8126        74.0955        110.1395       60.1118        152.5792       
40.0000        5.0000         19.1444        171.8792       84.8163        73.8799        113.8377       59.7549        152.5711       
40.0000        6.0000         18.9845        174.9601       88.9269        73.4800        117.6051       59.2769        152.2525       
40.0000        7.0000         18.8160        178.2386       93.4078        72.8740        121.6852       58.6512        151.5988       
40.0000        8.0000         18.6636        181.1868       97.6444        72.1936        125.4924       57.9653        150.6948       
40.0000        9.0000         18.5254        183.8485       101.5899       71.4073        129.0100       57.2294        149.5716       
40.0000        10.0000        18.3845        186.6109       105.7447       70.3850        132.7007       56.3500        148.0878       
50.0000        0.0000         20.0780        153.9845       63.6929        73.6904        93.7905        60.5433        149.4664       
50.0000        1.0000         19.8707        157.9430       67.9844        73.9844        97.9711        60.5974        150.7181       
50.0000        2.0000         19.6752        161.7359       72.2752        74.1574        102.0960       60.5467        151.6617       
50.0000        3.0000         19.4893        165.3222       76.5202        74.1302        106.1215       60.3537        152.2094       
50.0000        4.0000         19.3112        168.6468       80.7427        74.0387        110.0448       60.0631        152.4561       
50.0000        5.0000         19.1453        171.7253       84.7379        73.8244        113.7345       59.7068        152.4478       
50.0000        6.0000         18.9854        174.7972       88.8397        73.4257        117.4931       59.2294        152.1288       
50.0000        7.0000         18.8169        178.0660       93.3113        72.8208        121.5639       58.6041        151.4742       
50.0000        8.0000         18.6645        181.0041       97.5383        72.1415        125.3613       57.9185        150.5693       
50.0000        9.0000         18.5263        183.6552       101.4738       71.3561        128.8688       57.1830        149.4450       
50.0000        10.0000        18.3855        186.4062       105.6179       70.3348        132.5486       56.3038        147.9598       
60.0000        0.0000         20.0791        153.8385       63.6447        73.6105        93.7100        60.4772        149.3081       
60.0000        1.0000         19.8718        157.7878       67.9264        73.9067        97.8810        60.5326        150.5607       
60.0000        2.0000         19.6763        161.5714       72.2073        74.0818        101.9963       60.4830        151.5051       
60.0000        3.0000         19.4904        165.1480       76.4421        74.0565        106.0118       60.2911        152.0532       
60.0000        4.0000         19.3123        168.4625       80.6542        73.9668        109.9248       60.0014        152.3001       
60.0000        5.0000         19.1464        171.5305       84.6388        73.7542        113.6040       59.6459        152.2918       
60.0000        6.0000         18.9866        174.5914       88.7296        73.3571        117.3517       59.1693        151.9725       
60.0000        7.0000         18.8180        177.8486       93.1898        72.7538        121.4110       58.5447        151.3173       
60.0000        8.0000         18.6657        180.7745       97.4049        72.0759        125.1965       57.8597        150.4116       
60.0000        9.0000         18.5275        183.4130       101.3282       71.2921        128.6917       57.1248        149.2864       
60.0000        10.0000        18.3867        186.1504       105.4594       70.2722        132.3585       56.2461        147.7998       
70.0000        0.0000         20.0804        153.6700       63.5891        73.5184        93.6171        60.4010        149.1255       
70.0000        1.0000         19.8731        157.6089       67.8594        73.8171        97.7771        60.4578        150.3793       
70.0000        2.0000         19.6776        161.3818       72.1289        73.9945        101.8812       60.4096        151.3246       
70.0000        3.0000         19.4917        164.9472       76.3520        73.9715        105.8853       60.2189        151.8732       
70.0000        4.0000         19.3136        168.2502       80.5523        73.8839        109.7866       59.9303        152.1204       
70.0000        5.0000         19.1477        171.3063       84.5247        73.6734        113.4539       59.5759        152.1123       
70.0000        6.0000         18.9879        174.3550       88.6031        73.2783        117.1892       59.1003        151.7929       
70.0000        7.0000         18.8193        177.5990       93.0503        72.6768        121.2355       58.4765        151.1372       
70.0000        8.0000         18.6670        180.5114       97.2521        72.0008        125.0078       57.7924        150.2309       
70.0000        9.0000         18.5288        183.1359       101.1617       71.2188        128.4892       57.0582        149.1049       
70.0000        10.0000        18.3880        185.8585       105.2785       70.2006        132.1415       56.1802        147.6172       
80.0000        0.0000         20.0818        153.4854       63.5282        73.4174        93.5153        60.3175        148.9253       
80.0000        1.0000         19.8745        157.4128       67.7861        73.7189        97.6633        60.3759        150.1804       
80.0000        2.0000         19.6790        161.1740       72.0430        73.8989        101.7552       60.3292        151.1268       
80.0000        3.0000         19.4931        164.7273       76.2534        73.8784        105.7468       60.1398        151.6761       
80.0000        4.0000         19.3150        168.0178       80.4407        73.7932        109.6354       59.8525        151.9238       
80.0000        5.0000         19.1492        171.0612       84.4000        73.5851        113.2896       59.4994        151.9160       
80.0000        6.0000         18.9893        174.0965       88.4648        73.1922        117.0116       59.0248        151.5966       
80.0000        7.0000         18.8208        177.3265       92.8980        72.5928        121.0439       58.4020        150.9406       
80.0000        8.0000         18.6684        180.2244       97.0854        71.9189        124.8018       57.7189        150.0337       
80.0000        9.0000         18.5303        182.8340       100.9803       71.1390        128.2686       56.9857        148.9071       
80.0000        10.0000        18.3895        185.5407       105.0816       70.1227        131.9053       56.1085        147.4185       
90.0000        0.0000         20.0833        153.2889       63.4633        73.3100        93.4070        60.2286        148.7124       
90.0000        1.0000         19.8760        157.2042       67.7081        73.6144        97.5422        60.2887        149.9689       
90.0000        2.0000         19.6805        160.9530       71.9517        73.7973        101.6211       60.2436        150.9163       
90.0000        3.0000         19.4946        164.4934       76.1485        73.7794        105.5995       60.0557        151.4665       
90.0000        4.0000         19.3165        167.7707       80.3220        73.6968        109.4746       59.7698        151.7147       
90.0000        5.0000         19.1507        170.8006       84.2674        73.4911        113.1151       59.4180        151.7074       
90.0000        6.0000         18.9908        173.8219       88.3179        73.1007        116.8229       58.9447        151.3881       
90.0000        7.0000         18.8223        177.0372       92.7363        72.5036        120.8406       58.3230        150.7318       
90.0000        8.0000         18.6700        179.9200       96.9086        71.8320        124.5834       57.6410        149.8246       
90.0000        9.0000         18.5318        182.5140       100.7879       71.0543        128.0347       56.9088        148.6975       
90.0000        10.0000        18.3910        185.2042       104.8731       70.0403        131.6552       56.0325        147.2080       
100.0000       0.0000         20.0849        153.0837       63.3956        73.1978        93.2938        60.1358        148.4900       
100.0000       1.0000         19.8776        156.9863       67.6265        73.5052        97.4157        60.1976        149.7479       
100.0000       2.0000         19.6821        160.7221       71.8562        73.6910        101.4811       60.1542        150.6965       
100.0000       3.0000         19.4962        164.2492       76.0389        73.6759        105.4456       59.9678        151.2475       
100.0000       4.0000         19.3181        167.5127       80.1981        73.5960        109.3066       59.6834        151.4964       
100.0000       5.0000         19.1522        170.5286       84.1289        73.3931        112.9329       59.3330        151.4895       
100.0000       6.0000         18.9924        173.5353       88.1646        73.0052        116.6260       58.8610        151.1705       
100.0000       7.0000         18.8239        176.7354       92.5676        72.4105        120.6284       58.2406        150.5141       
100.0000       8.0000         18.6716        179.6026       96.7242        71.7414        124.3556       57.5597        149.6066       
100.0000       9.0000         18.5334        182.1805       100.5875       70.9661        127.7909       56.8287        148.4791       
100.0000       10.0000        18.3927        184.8538       104.6559       69.9544        131.3948       55.9535        146.9888       
110.0000       0.0000         20.0865        152.8717       63.3257        73.0819        93.1769        60.0399        148.2602       
110.0000       1.0000         19.8792        156.7612       67.5424        73.3925        97.2850        60.1036        149.5196       
110.0000       2.0000         19.6837        160.4836       71.7577        73.5814        101.3364       60.0619        150.4695       
110.0000       3.0000         19.4978        163.9969       75.9258        73.5692        105.2868       59.8771        151.0215       
110.0000       4.0000         19.3197        167.2464       80.0703        73.4921        109.1333       59.5942        151.2710       
110.0000       5.0000         19.1539        170.2478       83.9861        73.2919        112.7448       59.2453        151.2647       
110.0000       6.0000         18.9940        173.2397       88.0064        72.9067        116.4228       58.7747        150.9460       
110.0000       7.0000         18.8255        176.4242       92.3937        72.3146        120.4096       58.1555        150.2895       
110.0000       8.0000         18.6732        179.2753       96.5342        71.6479        124.1208       57.4759        149.3818       
110.0000       9.0000         18.5351        181.8368       100.3809       70.8752        127.5397       56.7461        148.2540       
110.0000       10.0000        18.3943        184.4928       104.4323       69.8660        131.1265       55.8720        146.7630       
120.0000       0.0000         20.0882        152.6545       63.2540        72.9631        93.0572        59.9416        148.0248       
120.0000       1.0000         19.8808        156.5306       67.4561        73.2770        97.1511        60.0072        149.2858       
120.0000       2.0000         19.6853        160.2393       71.6567        73.4690        101.1882       59.9673        150.2369       
120.0000       3.0000         19.4994        163.7386       75.8100        73.4598        105.1240       59.7842        150.7899       
120.0000       4.0000         19.3214        166.9736       79.9393        73.3856        108.9557       59.5029        151.0402       
120.0000       5.0000         19.1555        169.9603       83.8398        73.1883        112.5522       59.1555        151.0345       
120.0000       6.0000         18.9957        172.9369       87.8445        72.8058        116.2148       58.6864        150.7161       
120.0000       7.0000         18.8272        176.1056       92.2156        72.2164        120.1856       58.0685        150.0596       
120.0000       8.0000         18.6749        178.9404       96.3397        71.5523        123.8806       57.3902        149.1517       
120.0000       9.0000         18.5368        181.4852       100.1696       70.7822        127.2828       56.6617        148.0237       
120.0000       10.0000        18.3960        184.1237       104.2035       69.7755        130.8521       55.7887        146.5321       
130.0000       0.0000         20.0898        152.4333       63.1810        72.8421        92.9352        59.8415        147.7850       
130.0000       1.0000         19.8825        156.2957       67.3682        73.1593        97.0147        59.9091        149.0475       
130.0000       2.0000         19.6870        159.9904       71.5538        73.3545        101.0373       59.8709        150.0000       
130.0000       3.0000         19.5011        163.4753       75.6919        73.3483        104.9582       59.6896        150.5539       
130.0000       4.0000         19.3231        166.6957       79.8058        73.2771        108.7749       59.4099        150.8050       
130.0000       5.0000         19.1572        169.6674       83.6907        73.0827        112.3560       59.0641        150.8000       
130.0000       6.0000         18.9974        172.6287       87.6795        72.7031        116.0029       58.5964        150.4820       
130.0000       7.0000         18.8289        175.7812       92.0343        72.1163        119.9576       57.9799        149.8255       
130.0000       8.0000         18.6766        178.5996       96.1417        71.4550        123.6360       57.3029        148.9176       
130.0000       9.0000         18.5385        181.1274       99.9546        70.6876        127.0212       56.5757        147.7893       
130.0000       10.0000        18.3978        183.7481       103.9708       69.6834        130.5730       55.7040        146.2972       
140.0000       0.0000         20.0916        152.2087       63.1069        72.7193        92.8114        59.7400        147.5416       
140.0000       1.0000         19.8842        156.0572       67.2790        73.0399        96.8762        59.8094        148.8057       
140.0000       2.0000         19.6887        159.7378       71.4494        73.2383        100.8840       59.7732        149.7595       
140.0000       3.0000         19.5028        163.2082       75.5721        73.2352        104.7900       59.5935        150.3145       
140.0000       4.0000         19.3248        166.4137       79.6704        73.1670        108.5913       59.3155        150.5664       
140.0000       5.0000         19.1589        169.3703       83.5395        72.9756        112.1570       58.9713        150.5621       
140.0000       6.0000         18.9991        172.3159       87.5122        72.5989        115.7880       58.5051        150.2445       
140.0000       7.0000         18.8306        175.4522       91.8504        72.0149        119.7263       57.8900        149.5881       
140.0000       8.0000         18.6783        178.2539       95.9409        71.3563        123.3879       57.2144        148.6801       
140.0000       9.0000         18.5403        180.7646       99.7365        70.5916        126.7560       56.4885        147.5517       
140.0000       10.0000        18.3995        183.3673       103.7349       69.5901        130.2900       55.6180        146.0590       
150.0000       0.0000         20.0933        151.9814       63.0319        72.5951        92.6860        59.6372        147.2953       
150.0000       1.0000         19.8860        155.8159       67.1888        72.9190        96.7361        59.7086        148.5609       
150.0000       2.0000         19.6905        159.4822       71.3438        73.1207        100.7290       59.6742        149.5162       
150.0000       3.0000         19.5046        162.9379       75.4509        73.1208        104.6197       59.4963        150.0722       
150.0000       4.0000         19.3265        166.1284       79.5334        73.0557        108.4056       59.2199        150.3250       
150.0000       5.0000         19.1607        169.0697       83.3865        72.8673        111.9556       58.8774        150.3214       
150.0000       6.0000         19.0009        171.9995       87.3429        72.4935        115.5706       58.4128        150.0042       
150.0000       7.0000         18.8324        175.1194       91.6644        71.9123        119.4923       57.7991        149.3479       
150.0000       8.0000         18.6801        177.9042       95.7378        71.2565        123.1370       57.1249        148.4399       
150.0000       9.0000         18.5421        180.3978       99.5161        70.4946        126.4879       56.4004        147.3114       
150.0000       10.0000        18.4013        182.9824       103.4963       69.4958        130.0039       55.5312        145.8183       
160.0000       0.0000         20.0950        151.7520       62.9562        72.4696        92.5595        59.5334        147.0466       
160.0000       1.0000         19.8877        155.5722       67.0976        72.7970        96.5947        59.6068        148.3139       
160.0000       2.0000         19.6922        159.2242       71.2371        73.0020        100.5725       59.5743        149.2705       
160.0000       3.0000         19.5063        162.6651       75.3285        73.0053        104.4478       59.3982        149.8276       
160.0000       4.0000         19.3283        165.8404       79.3951        72.9432        108.2182       59.1235        150.0813       
160.0000       5.0000         19.1624        168.7663       83.2321        72.7579        111.7523       58.7826        150.0784       
160.0000       6.0000         19.0026        171.6802       87.1721        72.3871        115.3511       58.3195        149.7617       
160.0000       7.0000         18.8341        174.7835       91.4767        71.8087        119.2562       57.7073        149.1056       
160.0000       8.0000         18.6819        177.5514       95.5329        71.1557        122.8839       57.0345        148.1976       
160.0000       9.0000         18.5438        180.0276       99.2936        70.3967        126.2173       56.3115        147.0689       
160.0000       10.0000        18.4031        182.5940       103.2557       69.4006        129.7152       55.4435        145.5754       
170.0000       0.0000         20.0968        151.5207       62.8799        72.3431        92.4320        59.4287        146.7959       
170.0000       1.0000         19.8895        155.3267       67.0058        72.6739        96.4521        59.5041        148.0648       
170.0000       2.0000         19.6940        158.9640       71.1296        72.8823        100.4147       59.4736        149.0228       
170.0000       3.0000         19.5081        162.3900       75.2051        72.8888        104.2746       59.2993        149.5811       
170.0000       4.0000         19.3300        165.5500       79.2557        72.8299        108.0292       59.0263        149.8356       
170.0000       5.0000         19.1642        168.4604       83.0765        72.6477        111.5474       58.6871        149.8335       
170.0000       6.0000         19.0044        171.3584       86.9999        72.2798        115.1299       58.2256        149.5173       
170.0000       7.0000         18.8359        174.4451       91.2875        71.7044        119.0182       57.6149        148.8613       
170.0000       8.0000         18.6837        177.1959       95.3264        71.0542        122.6288       56.9435        147.9533       
170.0000       9.0000         18.5456        179.6546       99.0694        70.2981        125.9447       56.2218        146.8247       
170.0000       10.0000        18.4049        182.2028       103.0133       69.3048        129.4244       55.3553        145.3306       
180.0000       0.0000         20.0986        151.2878       62.8031        72.2158        92.3036        59.3234        146.5435       
180.0000       1.0000         19.8913        155.0794       66.9133        72.5501        96.3086        59.4008        147.8141       
180.0000       2.0000         19.6957        158.7022       71.0214        72.7619        100.2558       59.3722        148.7735       
180.0000       3.0000         19.5099        162.1131       75.0810        72.7716        104.1002       59.1997        149.3329       
180.0000       4.0000         19.3318        165.2578       79.1154        72.7159        107.8390       58.9285        149.5884       
180.0000       5.0000         19.1660        168.1526       82.9198        72.5367        111.3412       58.5909        149.5870       
180.0000       6.0000         19.0062        171.0344       86.8266        72.1719        114.9073       58.1311        149.2713       
180.0000       7.0000         18.8377        174.1044       91.0971        71.5993        118.7788       57.5218        148.6155       
180.0000       8.0000         18.6855        176.8381       95.1186        70.9521        122.3721       56.8519        147.7076       
180.0000       9.0000         18.5475        179.2793       98.8439        70.1988        125.6704       56.1317        146.5788       
180.0000       10.0000        18.4068        181.8092       102.7693       69.2083        129.1319       55.2664        145.0844       
190.0000       0.0000         20.1004        151.0537       62.7258        72.0878        92.1745        59.2175        146.2898       
190.0000       1.0000         19.8930        154.8308       66.8203        72.4256        96.1642        59.2969        147.5620       
190.0000       2.0000         19.6975        158.4388       70.9125        72.6407        100.0961       59.2703        148.5229       
190.0000       3.0000         19.5117        161.8347       74.9561        72.6537        103.9248       59.0996        149.0833       
190.0000       4.0000         19.3336        164.9640       78.9743        72.6012        107.6478       58.8301        149.3397       
190.0000       5.0000         19.1678        167.8430       82.7623        72.4251        111.1339       58.4942        149.3391       
190.0000       6.0000         19.0080        170.7087       86.6523        72.0634        114.6835       58.0360        149.0240       
190.0000       7.0000         18.8395        173.7619       90.9057        71.4937        118.5380       57.4282        148.3684       
190.0000       8.0000         18.6873        176.4784       94.9097        70.8494        122.1140       56.7598        147.4605       
190.0000       9.0000         18.5493        178.9020       98.6171        70.0990        125.3947       56.0410        146.3317       
190.0000       10.0000        18.4086        181.4135       102.5242       69.1113        128.8378       55.1771        144.8369       
200.0000       0.0000         20.1022        150.8184       62.6482        71.9591        92.0448        59.1111        146.0348       
200.0000       1.0000         19.8948        154.5810       66.7268        72.3005        96.0192        59.1926        147.3086       
200.0000       2.0000         19.6993        158.1742       70.8032        72.5190        99.9356        59.1678        148.2710       
200.0000       3.0000         19.5134        161.5550       74.8306        72.5353        103.7486       58.9990        148.8326       
200.0000       4.0000         19.3354        164.6688       78.8326        72.4859        107.4556       58.7312        149.0899       
200.0000       5.0000         19.1696        167.5321       82.6040        72.3131        110.9255       58.3971        149.0901       
200.0000       6.0000         19.0098        170.3815       86.4772        71.9543        114.4587       57.9405        148.7755       
200.0000       7.0000         18.8413        173.4179       90.7134        71.3876        118.2961       57.3342        148.1201       
200.0000       8.0000         18.6891        176.1171       94.6998        70.7463        121.8547       56.6673        147.2123       
200.0000       9.0000         18.5511        178.5231       98.3894        69.9988        125.1177       55.9500        146.0835       
200.0000       10.0000        18.4104        181.0161       102.2779       69.0139        128.5424       55.0875        144.5884       
210.0000       0.0000         20.1040        150.5822       62.5702        71.8300        91.9145        59.0042        145.7787       
210.0000       1.0000         19.8966        154.3302       66.6330        72.1748        95.8736        59.0878        147.0543       
210.0000       2.0000         19.7011        157.9086       70.6934        72.3968        99.7745        59.0650        148.0180       
210.0000       3.0000         19.5152        161.2741       74.7047        72.4164        103.5717       58.8980        148.5808       
210.0000       4.0000         19.3372        164.3723       78.6902        72.3702        107.2627       58.6320        148.8391       
210.0000       5.0000         19.1714        167.2198       82.4452        72.2005        110.7164       58.2996        148.8401       
210.0000       6.0000         19.0116        170.0530       86.3015        71.8449        114.2329       57.8446        148.5260       
210.0000       7.0000         18.8432        173.0725       90.5203        71.2811        118.0533       57.2399        147.8709       
210.0000       8.0000         18.6909        175.7544       94.4891        70.6427        121.5945       56.5744        146.9632       
210.0000       9.0000         18.5529        178.1427       98.1607        69.8982        124.8397       55.8586        145.8344       
210.0000       10.0000        18.4123        180.6172       102.0307       68.9162        128.2459       54.9974        144.3388       
220.0000       0.0000         20.1058        150.3452       62.4920        71.7003        91.7838        58.8970        145.5218       
220.0000       1.0000         19.8984        154.0785       66.5389        72.0487        95.7274        58.9826        146.7990       
220.0000       2.0000         19.7029        157.6420       70.5832        72.2742        99.6127        58.9618        147.7642       
220.0000       3.0000         19.5171        160.9922       74.5783        72.2970        103.3941       58.7966        148.3282       
220.0000       4.0000         19.3390        164.0749       78.5474        72.2541        107.0691       58.5324        148.5874       
220.0000       5.0000         19.1732        166.9065       82.2857        72.0876        110.5065       58.2017        148.5892       
220.0000       6.0000         19.0134        169.7234       86.1251        71.7350        114.0064       57.7484        148.2757       
220.0000       7.0000         18.8450        172.7259       90.3266        71.1743        117.8096       57.1452        147.6208       
220.0000       8.0000         18.6928        175.3905       94.2777        70.5388        121.3333       56.4812        146.7132       
220.0000       9.0000         18.5548        177.7610       97.9313        69.7973        124.5607       55.7669        145.5844       
220.0000       10.0000        18.4141        180.2170       101.7827       68.8181        127.9485       54.9071        144.0885       
230.0000       0.0000         20.1076        150.1074       62.4135        71.5703        91.6527        58.7894        145.2640       
230.0000       1.0000         19.9003        153.8260       66.4444        71.9223        95.5808        58.8771        146.5429       
230.0000       2.0000         19.7047        157.3745       70.4727        72.1512        99.4505        58.8582        147.5096       
230.0000       3.0000         19.5189        160.7095       74.4515        72.1773        103.2160       58.6949        148.0747       
230.0000       4.0000         19.3408        163.7765       78.4041        72.1376        106.8749       58.4325        148.3349       
230.0000       5.0000         19.1750        166.5922       82.1258        71.9743        110.2960       58.1036        148.3375       
230.0000       6.0000         19.0152        169.3928       85.9482        71.6249        113.7792       57.6519        148.0246       
230.0000       7.0000         18.8468        172.3783       90.1323        71.0671        117.5652       57.0502        147.3699       
230.0000       8.0000         18.6946        175.0255       94.0657        70.4346        121.0714       56.3878        146.4625       
230.0000       9.0000         18.5566        177.3782       97.7013        69.6960        124.2809       55.6750        145.3337       
230.0000       10.0000        18.4160        179.8156       101.5340       68.7198        127.6502       54.8166        143.8375       
240.0000       0.0000         20.1094        149.8689       62.3348        71.4399        91.5212        58.6815        145.0056       
240.0000       1.0000         19.9021        153.5728       66.3497        71.7954        95.4338        58.7713        146.2862       
240.0000       2.0000         19.7066        157.1064       70.3618        72.0278        99.2879        58.7544        147.2544       
240.0000       3.0000         19.5207        160.4260       74.3243        72.0573        103.0375       58.5930        147.8206       
240.0000       4.0000         19.3426        163.4774       78.2605        72.0209        106.6802       58.3323        148.0817       
240.0000       5.0000         19.1768        166.2771       81.9654        71.8607        110.0849       58.0051        148.0852       
240.0000       6.0000         19.0171        169.0613       85.7709        71.5144        113.5514       57.5551        147.7729       
240.0000       7.0000         18.8486        172.0298       89.9375        70.9596        117.3202       56.9550        147.1184       
240.0000       8.0000         18.6965        174.6596       93.8532        70.3301        120.8089       56.2941        146.2111       
240.0000       9.0000         18.5585        176.9945       97.4707        69.5945        124.0005       55.5828        145.0823       
240.0000       10.0000        18.4179        179.4133       101.2847       68.6212        127.3511       54.7258        143.5858       
250.0000       0.0000         20.1113        149.6299       62.2560        71.3092        91.3895        58.5734        144.7466       
250.0000       1.0000         19.9039        153.3190       66.2548        71.6683        95.2865        58.6652        146.0288       
