Output data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
0.0000         20.0763        0.0000         2.3229         154.2055       63.7658        73.8112        93.9124        93.9124        93.9124        62.3747        58.9118        60.6432        153.2054       146.1708       149.7059       0.2343         0.6457         10.2351        0.0286         0.2939         8.6739         6.3583         196.1389       
0.0000         19.8690        1.0000         2.3472         158.1777       68.0722        74.1020        98.1074        98.1074        98.1074        62.4823        58.9087        60.6955        154.6219       147.2532       150.9561       0.2436         0.6187         9.5944         0.0294         0.3033         8.7336         6.4651         196.0922       
0.0000         19.6735        2.0000         2.3705         161.9850       72.3782        74.2720        102.2471       102.2471       102.2471       62.4846        58.8017        60.6431        155.7307       148.0284       151.8988       0.2524         0.5931         8.9817         0.0304         0.3132         8.7888         6.5676         195.8869       
0.0000         19.4876        3.0000         2.3931         165.5867       76.6388        74.2422        106.2881       106.2881       106.2881       62.3349        58.5628        60.4489        156.4251       148.4280       152.4464       0.2610         0.5687         8.3862         0.0312         0.3221         8.8370         6.6644         195.4614       
0.0000         19.3095        4.0000         2.4152         168.9275       80.8775        74.1483        110.2275       110.2275       110.2275       62.0990        58.2152        60.1571        156.8433       148.5024       152.6936       0.2691         0.5458         7.8193         0.0323         0.3336         8.8797         6.7557         194.8820       
0.0000         19.1436        5.0000         2.4361         172.0229       84.8894        73.9317        113.9339       113.9339       113.9339       61.7857        57.8138        59.7998        156.9806       148.3490       152.6861       0.2766         0.5249         7.3004         0.0332         0.3435         8.9162         6.8387         194.2005       
0.0000         18.9837        6.0000         2.4566         175.1130       89.0087        73.5309        117.7101       117.7101       117.7101       61.3394        57.3037        59.3215        156.7845       147.9092       152.3686       0.2843         0.5040         6.7761         0.0340         0.3521         8.9505         6.9221         193.3332       
0.0000         18.8151        7.0000         2.4787         178.4017       93.4989        72.9243        121.7998       121.7998       121.7998       60.7351        56.6564        58.6958        156.2365       147.1527       151.7164       0.2924         0.4819         6.2199         0.0347         0.3600         8.9841         7.0099         192.2197       
0.0000         18.6627        8.0000         2.4989         181.3607       97.7454        72.2433        125.6172       125.6172       125.6172       60.0690        55.9506        58.0098        155.4317       146.1528       150.8143       0.2999         0.4618         5.7114         0.0355         0.3680         9.0123         7.0901         191.0149       
0.0000         18.5245        9.0000         2.5175         184.0339       101.7014       71.4563        129.1456       129.1456       129.1456       59.3403        55.2076        57.2740        154.3764       144.9660       149.6931       0.3068         0.4435         5.2467         0.0361         0.3743         9.0350         7.1623         189.7314       
0.0000         18.3836        10.0000        2.5368         186.8092       105.8676       70.4336        132.8481       132.8481       132.8481       58.4485        54.3409        56.3947        152.9191       143.4620       148.2119       0.3141         0.4245         4.7647         0.0364         0.3779         9.0558         7.2365         188.2052       
10.0000        20.0763        0.0000         2.3229         154.2055       63.7658        73.8112        93.9124        93.9124        93.9124        62.3747        58.9118        60.6432        153.2054       146.1708       149.7059       0.2343         0.6457         10.2351        0.0286         0.2939         8.6739         6.3583         196.1389       
10.0000        19.8690        1.0000         2.3472         158.1777       68.0722        74.1020        98.1074        98.1074        98.1074        62.4823        58.9087        60.6955        154.6219       147.2532       150.9561       0.2436         0.6187         9.5944         0.0294         0.3033         8.7336         6.4651         196.0922       
10.0000        19.6735        2.0000         2.3705         161.9850       72.3782        74.2720        102.2471       102.2471       102.2471       62.4846        58.8017        60.6431        155.7307       148.0284       151.8988       0.2524         0.5931         8.9817         0.0304         0.3132         8.7888         6.5676         195.8869       
10.0000        19.4876        3.0000         2.3931         165.5867       76.6388        74.2422        106.2881       106.2881       106.2881       62.3349        58.5628        60.4488        156.4251       148.4280       152.4464       0.2610         0.5687         8.3862         0.0312         0.3221         8.8370         6.6644         195.4614       
10.0000        19.3095        4.0000         2.4152         168.9275       80.8775        74.1483        110.2275       110.2275       110.2275       62.0990        58.2152        60.1571        156.8433       148.5024       152.6936       0.2691         0.5458         7.8193         0.0323         0.3336         8.8797         6.7557         194.8819       
10.0000        19.1436        5.0000         2.4361         172.0229       84.8894        73.9317        113.9339       113.9339       113.9339       61.7857        57.8138        59.7998        156.9806       148.3490       152.6861       0.2766         0.5249         7.3004         0.0332         0.3435         8.9162         6.8387         194.2005       
10.0000        18.9837        6.0000         2.4566         175.1130       89.0087        73.5309        117.7101       117.7101       117.7101       61.3394        57.3037        59.3215        156.7844       147.9092       152.3686       0.2843         0.5040         6.7761         0.0340         0.3521         8.9505         6.9221         193.3332       
10.0000        18.8151        7.0000         2.4787         178.4017       93.4989        72.9243        121.7998       121.7998       121.7998       60.7351        56.6564        58.6958        156.2365       147.1527       151.7164       0.2924         0.4819         6.2199         0.0347         0.3600         8.9841         7.0099         192.2197       
10.0000        18.6627        8.0000         2.4989         181.3607       97.7454        72.2433        125.6172       125.6172       125.6172       60.0690        55.9506        58.0098        155.4317       146.1528       150.8142       0.2999         0.4618         5.7114         0.0355         0.3680         9.0123         7.0901         191.0149       
10.0000        18.5245        9.0000         2.5175         184.0339       101.7014       71.4563        129.1456       129.1456       129.1456       59.3403        55.2076        57.2740        154.3764       144.9660       149.6931       0.3068         0.4435         5.2467         0.0361         0.3743         9.0350         7.1623         189.7314       
10.0000        18.3836        10.0000        2.5368         186.8092       105.8676       70.4336        132.8481       132.8481       132.8481       58.4485        54.3409        56.3947        152.9191       143.4620       148.2119       0.3141         0.4245         4.7647         0.0364         0.3779         9.0558         7.2365         188.2052       
20.0000        20.0763        0.0000         2.3229         154.2024       63.7648        73.8095        93.9107        93.9107        93.9107        62.3732        58.9105        60.6419        153.2020       146.1676       149.7026       0.2343         0.6457         10.2349        0.0286         0.2939         8.6738         6.3583         196.1368       
20.0000        19.8690        1.0000         2.3472         158.1744       68.0710        74.1004        98.1055        98.1055        98.1055        62.4809        58.9074        60.6941        154.6185       147.2500       150.9528       0.2436         0.6187         9.5942         0.0294         0.3033         8.7335         6.4651         196.0901       
20.0000        19.6735        2.0000         2.3705         161.9815       72.3768        74.2704        102.2450       102.2450       102.2450       62.4832        58.8004        60.6418        155.7273       148.0251       151.8955       0.2524         0.5931         8.9816         0.0304         0.3132         8.7887         6.5675         195.8847       
20.0000        19.4876        3.0000         2.3931         165.5830       76.6371        74.2406        106.2857       106.2857       106.2857       62.3335        58.5615        60.4475        156.4217       148.4247       152.4431       0.2610         0.5687         8.3861         0.0312         0.3221         8.8369         6.6643         195.4593       
20.0000        19.3095        4.0000         2.4152         168.9235       80.8756        74.1467        110.2249       110.2249       110.2249       62.0976        58.2139        60.1558        156.8398       148.4991       152.6902       0.2691         0.5458         7.8192         0.0323         0.3336         8.8796         6.7556         194.8798       
20.0000        19.1436        5.0000         2.4361         172.0186       84.8872        73.9302        113.9310       113.9310       113.9310       61.7844        57.8125        59.7984        156.9771       148.3456       152.6827       0.2766         0.5249         7.3003         0.0332         0.3435         8.9161         6.8387         194.1983       
20.0000        18.9837        6.0000         2.4566         175.1084       89.0062        73.5294        117.7069       117.7069       117.7069       61.3380        57.3023        59.3202        156.7809       147.9057       152.3650       0.2843         0.5040         6.7760         0.0340         0.3521         8.9504         6.9220         193.3310       
20.0000        18.8151        7.0000         2.4787         178.3966       93.4961        72.9227        121.7963       121.7963       121.7963       60.7338        56.6551        58.6944        156.2328       147.1491       151.7128       0.2924         0.4819         6.2199         0.0347         0.3600         8.9839         7.0099         192.2175       
20.0000        18.6627        8.0000         2.4989         181.3552       97.7422        72.2417        125.6132       125.6132       125.6132       60.0676        55.9493        58.0084        155.4279       146.1491       150.8105       0.2999         0.4618         5.7114         0.0355         0.3680         9.0122         7.0900         191.0126       
20.0000        18.5245        9.0000         2.5175         184.0279       101.6978       71.4547        129.1412       129.1412       129.1412       59.3388        55.2062        57.2725        154.3724       144.9621       149.6891       0.3068         0.4435         5.2467         0.0361         0.3743         9.0349         7.1622         189.7290       
20.0000        18.3836        10.0000        2.5368         186.8026       105.8635       70.4320        132.8432       132.8432       132.8432       58.4470        54.3395        56.3932        152.9150       143.4579       148.2078       0.3141         0.4245         4.7647         0.0364         0.3780         9.0557         7.2364         188.2027       
30.0000        20.0765        0.0000         2.3229         154.1733       63.7552        73.7936        93.8946        93.8946        93.8946        62.3598        58.8978        60.6288        153.1702       146.1372       149.6715       0.2343         0.6457         10.2325        0.0286         0.2939         8.6730         6.3577         196.1162       
30.0000        19.8692        1.0000         2.3472         158.1435       68.0594        74.0849        98.0874        98.0874        98.0874        62.4677        58.8949        60.6813        154.5867       147.2195       150.9216       0.2436         0.6186         9.5923         0.0294         0.3033         8.7327         6.4645         196.0698       
30.0000        19.6737        2.0000         2.3705         161.9486       72.3632        74.2553        102.2250       102.2250       102.2250       62.4703        58.7881        60.6292        155.6953       147.9944       151.8642       0.2524         0.5931         8.9799         0.0304         0.3132         8.7879         6.5669         195.8648       
30.0000        19.4878        3.0000         2.3931         165.5480       76.6214        74.2258        106.2636       106.2636       106.2636       62.3208        58.5493        60.4350        156.3896       148.3937       152.4115       0.2610         0.5687         8.3847         0.0312         0.3221         8.8361         6.6637         195.4395       
30.0000        19.3098        4.0000         2.4152         168.8862       80.8577        74.1322        110.2005       110.2005       110.2005       62.0850        58.2017        60.1434        156.8075       148.4678       152.6583       0.2691         0.5458         7.8181         0.0323         0.3336         8.8787         6.7549         194.8601       
30.0000        19.1439        5.0000         2.4361         171.9788       84.8670        73.9158        113.9042       113.9042       113.9042       61.7719        57.8003        59.7861        156.9445       148.3139       152.6505       0.2766         0.5249         7.2994         0.0332         0.3436         8.9151         6.8379         194.1786       
30.0000        18.9840        6.0000         2.4566         175.0659       88.9835        73.5152        117.6776       117.6776       117.6776       61.3256        57.2902        59.3079        156.7480       147.8736       152.3325       0.2843         0.5040         6.7753         0.0340         0.3522         8.9494         6.9212         193.3112       
30.0000        18.8154        7.0000         2.4786         178.3511       93.4706        72.9087        121.7641       121.7641       121.7641       60.7213        56.6428        58.6821        156.1994       147.1164       151.6797       0.2924         0.4819         6.2193         0.0348         0.3600         8.9829         7.0090         192.1974       
30.0000        18.6630        8.0000         2.4989         181.3064       97.7138        72.2278        125.5780       125.5780       125.5780       60.0552        55.9369        57.9960        155.3941       146.1157       150.7769       0.2999         0.4618         5.7109         0.0355         0.3681         9.0111         7.0890         190.9923       
30.0000        18.5248        9.0000         2.5175         183.9755       101.6663       71.4409        129.1027       129.1027       129.1027       59.3264        55.1937        57.2600        154.3382       144.9281       149.6550       0.3068         0.4435         5.2464         0.0361         0.3744         9.0337         7.1611         189.7085       
30.0000        18.3839        10.0000        2.5368         186.7462       105.8286       70.4182        132.8011       132.8011       132.8011       58.4344        54.3268        56.3806        152.8801       143.4230       148.1729       0.3140         0.4245         4.7646         0.0364         0.3780         9.0545         7.2353         188.1817       
40.0000        20.0771        0.0000         2.3229         154.0995       63.7308        73.7532        93.8537        93.8537        93.8537        62.3257        58.8656        60.5956        153.0895       146.0601       149.5926       0.2344         0.6456         10.2265        0.0286         0.2939         8.6710         6.3564         196.0640       
40.0000        19.8698        1.0000         2.3471         158.0651       68.0301        74.0456        98.0417        98.0417        98.0417        62.4344        58.8632        60.6488        154.5059       147.1420       150.8425       0.2436         0.6186         9.5873         0.0294         0.3033         8.7307         6.4631         196.0185       
40.0000        19.6743        2.0000         2.3704         161.8654       72.3288        74.2170        102.1743       102.1743       102.1743       62.4375        58.7568        60.5972        155.6145       147.9166       151.7849       0.2524         0.5931         8.9758         0.0304         0.3132         8.7857         6.5654         195.8142       
40.0000        19.4884        3.0000         2.3930         165.4595       76.5818        74.1884        106.2077       106.2077       106.2077       62.2886        58.5184        60.4035        156.3085       148.3155       152.3319       0.2610         0.5687         8.3813         0.0312         0.3221         8.8339         6.6620         195.3894       
40.0000        19.3103        4.0000         2.4151         168.7923       80.8126        74.0955        110.1392       110.1392       110.1392       62.0533        58.1711        60.1122        156.7262       148.3890       152.5783       0.2691         0.5458         7.8153         0.0323         0.3337         8.8765         6.7531         194.8103       
40.0000        19.1444        5.0000         2.4360         171.8792       84.8163        73.8799        113.8373       113.8373       113.8373       61.7405        57.7699        59.7552        156.8630       148.2345       152.5701       0.2766         0.5249         7.2971         0.0332         0.3437         8.9128         6.8360         194.1291       
40.0000        18.9845        6.0000         2.4565         174.9601       88.9269        73.4800        117.6047       117.6047       117.6047       61.2946        57.2599        59.2773        156.6661       147.7936       152.2516       0.2842         0.5040         6.7735         0.0340         0.3523         8.9470         6.9191         193.2618       
40.0000        18.8160        7.0000         2.4785         178.2386       93.4078        72.8740        121.6847       121.6847       121.6847       60.6906        56.6126        58.6516        156.1171       147.0355       151.5982       0.2924         0.4820         6.2180         0.0348         0.3602         8.9804         7.0068         192.1479       
40.0000        18.6636        8.0000         2.4988         181.1868       97.6444        72.1936        125.4919       125.4919       125.4919       60.0247        55.9067        57.9657        155.3114       146.0339       150.6946       0.2999         0.4619         5.7099         0.0355         0.3683         9.0084         7.0867         190.9426       
40.0000        18.5254        9.0000         2.5174         183.8485       101.5899       71.4073        129.0095       129.0095       129.0095       59.2961        55.1634        57.2298        154.2550       144.8454       149.5721       0.3068         0.4436         5.2457         0.0361         0.3746         9.0309         7.1587         189.6585       
40.0000        18.3845        10.0000        2.5367         186.6109       105.7447       70.3850        132.7001       132.7001       132.7001       58.4042        54.2964        56.3503        152.7964       143.3393       148.0892       0.3140         0.4246         4.7641         0.0364         0.3783         9.0515         7.2327         188.1313       
50.0000        20.0780        0.0000         2.3228         153.9845       63.6929        73.6904        93.7901        93.7901        93.7901        62.2726        58.8154        60.5440        152.9639       145.9400       149.4697       0.2344         0.6455         10.2172        0.0286         0.2939         8.6679         6.3544         195.9827       
50.0000        19.8707        1.0000         2.3470         157.9430       67.9844        73.9844        97.9706        97.9706        97.9706        62.3824        58.8139        60.5981        154.3801       147.0215       150.7193       0.2436         0.6185         9.5795         0.0294         0.3034         8.7275         6.4609         195.9386       
50.0000        19.6752        2.0000         2.3703         161.7359       72.2752        74.1574        102.0955       102.0955       102.0955       62.3866        58.7083        60.5474        155.4887       147.7957       151.6615       0.2524         0.5930         8.9693         0.0304         0.3133         8.7825         6.5630         195.7355       
50.0000        19.4893        3.0000         2.3929         165.3222       76.5202        74.1302        106.1209       106.1209       106.1209       62.2385        58.4704        60.3545        156.1826       148.1940       152.2082       0.2610         0.5687         8.3760         0.0312         0.3222         8.8305         6.6594         195.3115       
50.0000        19.3112        4.0000         2.4150         168.6468       80.7427        74.0387        110.0441       110.0441       110.0441       62.0041        58.1237        60.0639        156.6002       148.2669       152.4543       0.2691         0.5458         7.8109         0.0323         0.3338         8.8729         6.7504         194.7332       
50.0000        19.1453        5.0000         2.4359         171.7253       84.7379        73.8244        113.7337       113.7337       113.7337       61.6921        57.7229        59.7075        156.7370       148.1119       152.4458       0.2766         0.5250         7.2937         0.0332         0.3438         8.9091         6.8330         194.0526       
50.0000        18.9854        6.0000         2.4564         174.7972       88.8397        73.4257        117.4922       117.4922       117.4922       61.2469        57.2133        59.2301        156.5401       147.6703       152.1269       0.2842         0.5041         6.7708         0.0341         0.3525         8.9432         6.9160         193.1857       
50.0000        18.8169        7.0000         2.4784         178.0660       93.3113        72.8208        121.5629       121.5629       121.5629       60.6434        56.5662        58.6048        155.9909       146.9114       151.4730       0.2923         0.4821         6.2159         0.0348         0.3604         8.9764         7.0035         192.0720       
50.0000        18.6645        8.0000         2.4987         181.0041       97.5383        72.1415        125.3602       125.3602       125.3602       59.9781        55.8605        57.9193        155.1850       145.9090       150.5690       0.2998         0.4620         5.7084         0.0355         0.3686         9.0043         7.0831         190.8667       
50.0000        18.5263        9.0000         2.5173         183.6552       101.4738       71.3561        128.8676       128.8676       128.8676       59.2500        55.1174        57.1837        154.1285       144.7197       149.4460       0.3067         0.4437         5.2447         0.0361         0.3749         9.0267         7.1549         189.5826       
50.0000        18.3855        10.0000        2.5366         186.4062       105.6179       70.3348        132.5473       132.5473       132.5473       58.3586        54.2504        56.3045        152.6696       143.2126       147.9625       0.3140         0.4248         4.7635         0.0365         0.3786         9.0471         7.2287         188.0551       
60.0000        20.0791        0.0000         2.3226         153.8385       63.6447        73.6105        93.7093        93.7093        93.7093        62.2051        58.7516        60.4783        152.8042       145.7875       149.3136       0.2344         0.6454         10.2054        0.0286         0.2939         8.6640         6.3519         195.8794       
60.0000        19.8718        1.0000         2.3469         157.7878       67.9264        73.9067        97.8802        97.8802        97.8802        62.3163        58.7512        60.5338        154.2204       146.8683       150.5629       0.2436         0.6184         9.5696         0.0294         0.3034         8.7234         6.4581         195.8370       
60.0000        19.6763        2.0000         2.3702         161.5714       72.2073        74.0818        101.9953       101.9953       101.9953       62.3219        58.6466        60.4842        155.3289       147.6420       151.5047       0.2524         0.5930         8.9612         0.0304         0.3133         8.7783         6.5599         195.6354       
60.0000        19.4904        3.0000         2.3928         165.1480       76.4421        74.0565        106.0107       106.0107       106.0107       62.1751        58.4096        60.2923        156.0228       148.0398       152.0512       0.2609         0.5687         8.3692         0.0312         0.3223         8.8262         6.6562         195.2128       
60.0000        19.3123        4.0000         2.4148         168.4625       80.6542        73.9668        109.9236       109.9236       109.9236       61.9417        58.0635        60.0026        156.4405       148.1122       152.2971       0.2691         0.5459         7.8054         0.0323         0.3340         8.8685         6.7469         194.6355       
60.0000        19.1464        5.0000         2.4358         171.5305       84.6388        73.7542        113.6027       113.6027       113.6027       61.6309        57.6635        59.6472        156.5775       147.9567       152.2885       0.2766         0.5251         7.2893         0.0333         0.3440         8.9045         6.8293         193.9558       
60.0000        18.9866        6.0000         2.4563         174.5914       88.7296        73.3571        117.3502       117.3502       117.3502       61.1866        57.1544        59.1705        156.3808       147.5146       151.9694       0.2842         0.5042         6.7674         0.0341         0.3527         8.9384         6.9120         193.0895       
60.0000        18.8180        7.0000         2.4783         177.8486       93.1898        72.7538        121.4094       121.4094       121.4094       60.5840        56.5077        58.5459        155.8317       146.7551       151.3153       0.2923         0.4822         6.2132         0.0348         0.3607         8.9715         6.9992         191.9762       
60.0000        18.6657        8.0000         2.4985         180.7745       97.4049        72.0759        125.1948       125.1948       125.1948       59.9195        55.8024        57.8609        155.0261       145.7521       150.4111       0.2998         0.4622         5.7064         0.0356         0.3689         8.9992         7.0787         190.7712       
60.0000        18.5275        9.0000         2.5171         183.4130       101.3282       71.2921        128.6898       128.6898       128.6898       59.1922        55.0597        57.1259        153.9699       144.5622       149.2880       0.3067         0.4439         5.2434         0.0362         0.3753         9.0214         7.1502         189.4873       
60.0000        18.3867        10.0000        2.5364         186.1504       105.4594       70.2722        132.3564       132.3564       132.3564       58.3015        54.1929        56.2472        152.5113       143.0544       147.8043       0.3139         0.4250         4.7628         0.0365         0.3791         9.0416         7.2237         187.9598       
70.0000        20.0804        0.0000         2.3225         153.6700       63.5891        73.5184        93.6161        93.6161        93.6161        62.1272        58.6781        60.4027        152.6201       145.6115       149.1335       0.2345         0.6452         10.1918        0.0286         0.2939         8.6594         6.3489         195.7601       
70.0000        19.8731        1.0000         2.3467         157.6089       67.8594        73.8171        97.7759        97.7759        97.7759        62.2402        58.6789        60.4595        154.0361       146.6917       150.3824       0.2437         0.6183         9.5583         0.0295         0.3035         8.7188         6.4549         195.7198       
70.0000        19.6776        2.0000         2.3700         161.3818       72.1289        73.9945        101.8798       101.8798       101.8798       62.2473        58.5754        60.4114        155.1447       147.4648       151.3240       0.2524         0.5930         8.9517         0.0304         0.3134         8.7734         6.5564         195.5200       
70.0000        19.4917        3.0000         2.3926         164.9472       76.3520        73.9715        105.8837       105.8837       105.8837       62.1019        58.3394        60.2207        155.8387       147.8621       151.8703       0.2609         0.5687         8.3614         0.0312         0.3225         8.8212         6.6524         195.0988       
70.0000        19.3136        4.0000         2.4147         168.2502       80.5523        73.8839        109.7849       109.7849       109.7849       61.8699        57.9943        59.9321        156.2566       147.9340       152.1160       0.2691         0.5459         7.7991         0.0323         0.3341         8.8633         6.7428         194.5228       
70.0000        19.1477        5.0000         2.4356         171.3063       84.5247        73.6734        113.4519       113.4519       113.4519       61.5604        57.5951        59.5777        156.3940       147.7782       152.1075       0.2765         0.5251         7.2842         0.0333         0.3442         8.8992         6.8250         193.8443       
70.0000        18.9879        6.0000         2.4561         174.3550       88.6031        73.2783        117.1871       117.1871       117.1871       61.1174        57.0867        59.1020        156.1978       147.3357       151.7885       0.2841         0.5043         6.7634         0.0341         0.3530         8.9329         6.9074         192.9790       
70.0000        18.8193        7.0000         2.4781         177.5990       93.0503        72.6768        121.2332       121.2332       121.2332       60.5158        56.4407        58.4782        155.6491       146.5757       151.1343       0.2922         0.4824         6.2102         0.0348         0.3610         8.9658         6.9944         191.8663       
70.0000        18.6670        8.0000         2.4983         180.5114       97.2521        72.0008        125.0052       125.0052       125.0052       59.8524        55.7358        57.7941        154.8440       145.5722       150.2302       0.2997         0.4623         5.7042         0.0356         0.3693         8.9933         7.0736         190.6618       
70.0000        18.5288        9.0000         2.5170         183.1359       101.1617       71.2188        128.4865       128.4865       128.4865       59.1261        54.9937        57.0599        153.7885       144.3820       149.1072       0.3066         0.4441         5.2419         0.0362         0.3757         9.0153         7.1448         189.3783       
70.0000        18.3880        10.0000        2.5362         185.8585       105.2785       70.2006        132.1385       132.1385       132.1385       58.2364        54.1273        56.1818        152.3306       142.8737       147.6236       0.3138         0.4252         4.7619         0.0366         0.3796         9.0353         7.2181         187.8509       
80.0000        20.0818        0.0000         2.3223         153.4854       63.5282        73.4174        93.5139        93.5139        93.5139        62.0419        58.5975        60.3197        152.4183       145.4186       148.9361       0.2346         0.6450         10.1768        0.0286         0.2939         8.6545         6.3457         195.6293       
80.0000        19.8745        1.0000         2.3465         157.4128       67.7861        73.7189        97.6617        97.6617        97.6617        62.1567        58.5997        60.3782        153.8342       146.4981       150.1846       0.2437         0.6182         9.5458         0.0295         0.3035         8.7136         6.4513         195.5913       
80.0000        19.6790        2.0000         2.3698         161.1740       72.0430        73.8989        101.7533       101.7533       101.7533       62.1656        58.4975        60.3315        154.9429       147.2707       151.1261       0.2525         0.5929         8.9413         0.0304         0.3135         8.7682         6.5526         195.3935       
80.0000        19.4931        3.0000         2.3924         164.7273       76.2534        73.8784        105.7447       105.7447       105.7447       62.0218        58.2626        60.1422        155.6371       147.6675       151.6721       0.2609         0.5687         8.3529         0.0313         0.3226         8.8157         6.6483         194.9740       
80.0000        19.3150        4.0000         2.4145         168.0178       80.4407        73.7932        109.6330       109.6330       109.6330       61.7913        57.9185        59.8549        156.0554       147.7390       151.9179       0.2691         0.5460         7.7922         0.0324         0.3343         8.8577         6.7384         194.3994       
80.0000        19.1492        5.0000         2.4354         171.0612       84.4000        73.5851        113.2870       113.2870       113.2870       61.4833        57.5202        59.5018        156.1933       147.5829       151.9095       0.2765         0.5252         7.2787         0.0333         0.3445         8.8934         6.8203         193.7222       
80.0000        18.9893        6.0000         2.4559         174.0965       88.4648        73.1922        117.0087       117.0087       117.0087       61.0416        57.0127        59.0272        155.9977       147.1401       151.5907       0.2841         0.5045         6.7591         0.0341         0.3533         8.9269         6.9024         192.8580       
80.0000        18.8208        7.0000         2.4779         177.3265       92.8980        72.5928        121.0408       121.0408       121.0408       60.4414        56.3674        58.4044        155.4497       146.3797       150.9366       0.2922         0.4825         6.2069         0.0349         0.3614         8.9596         6.9891         191.7461       
80.0000        18.6684        8.0000         2.4981         180.2244       97.0854        71.9189        124.7984       124.7984       124.7984       59.7791        55.6633        57.7212        154.6454       145.3760       150.0328       0.2996         0.4625         5.7018         0.0357         0.3697         8.9869         7.0680         190.5423       
80.0000        18.5303        9.0000         2.5168         182.8340       100.9803       71.1390        128.2648       128.2648       128.2648       59.0541        54.9217        56.9879        153.5909       144.1856       148.9102       0.3065         0.4443         5.2403         0.0363         0.3762         9.0086         7.1389         189.2594       
80.0000        18.3895        10.0000        2.5360         185.5407       105.0816       70.1227        131.9013       131.9013       131.9013       58.1655        54.0559        56.1107        152.1339       142.6771       147.4270       0.3137         0.4254         4.7609         0.0366         0.3801         9.0284         7.2119         187.7323       
90.0000        20.0833        0.0000         2.3221         153.2889       63.4633        73.3100        93.4052        93.4052        93.4052        61.9511        58.5118        60.2315        152.2036       145.2134       148.7261       0.2346         0.6448         10.1609        0.0286         0.2939         8.6491         6.3422         195.4901       
90.0000        19.8760        1.0000         2.3464         157.2042       67.7081        73.6144        97.5401        97.5401        97.5401        62.0679        58.5154        60.2917        153.6193       146.2922       149.9742       0.2437         0.6181         9.5325         0.0295         0.3035         8.7082         6.4475         195.4544       
90.0000        19.6805        2.0000         2.3697         160.9530       71.9517        73.7973        101.6188       101.6188       101.6188       62.0786        58.4146        60.2466        154.7282       147.0642       150.9154       0.2525         0.5929         8.9303         0.0304         0.3136         8.7625         6.5485         195.2588       
90.0000        19.4946        3.0000         2.3923         164.4934       76.1485        73.7794        105.5968       105.5968       105.5968       61.9366        58.1809        60.0588        155.4227       147.4605       151.4614       0.2609         0.5688         8.3438         0.0313         0.3228         8.8099         6.6439         194.8411       
90.0000        19.3165        4.0000         2.4143         167.7707       80.3220        73.6968        109.4716       109.4716       109.4716       61.7078        57.8379        59.7729        155.8414       147.5316       151.7072       0.2690         0.5460         7.7848         0.0324         0.3345         8.8517         6.7337         194.2682       
90.0000        19.1507        5.0000         2.4352         170.8006       84.2674        73.4911        113.1118       113.1118       113.1118       61.4013        57.4407        59.4210        155.9800       147.3753       151.6990       0.2765         0.5253         7.2728         0.0333         0.3448         8.8872         6.8153         193.5924       
90.0000        18.9908        6.0000         2.4557         173.8219       88.3179        73.1007        116.8192       116.8192       116.8192       60.9612        56.9342        58.9477        155.7852       146.9323       151.3805       0.2840         0.5046         6.7546         0.0342         0.3537         8.9205         6.8971         192.7294       
90.0000        18.8223        7.0000         2.4777         177.0372       92.7363        72.5036        120.8366       120.8366       120.8366       60.3623        56.2896        58.3260        155.2380       146.1717       150.7268       0.2921         0.4827         6.2033         0.0349         0.3618         8.9530         6.9835         191.6185       
90.0000        18.6700        8.0000         2.4979         179.9200       96.9086        71.8320        124.5790       124.5790       124.5790       59.7015        55.5863        57.6439        154.4347       145.1678       149.8234       0.2996         0.4627         5.6992         0.0357         0.3702         8.9801         7.0621         190.4155       
90.0000        18.5318        9.0000         2.5165         182.5140       100.7879       71.0543        128.0299       128.0299       128.0299       58.9778        54.8455        56.9116        153.3814       143.9774       148.7014       0.3064         0.4445         5.2386         0.0363         0.3767         9.0016         7.1327         189.1333       
90.0000        18.3910        10.0000        2.5358         185.2042       104.8731       70.0403        131.6501       131.6501       131.6501       58.0904        53.9803        56.0353        151.9256       142.4688       147.2187       0.3136         0.4256         4.7599         0.0367         0.3807         9.0211         7.2053         187.6067       
100.0000       20.0849        0.0000         2.3220         153.0837       63.3956        73.1978        93.2916        93.2916        93.2916        61.8563        58.4222        60.1392        151.9793       144.9990       148.5067       0.2347         0.6446         10.1443        0.0286         0.2939         8.6436         6.3386         195.3444       
100.0000       19.8776        1.0000         2.3462         156.9863       67.6265        73.5052        97.4131        97.4131        97.4131        61.9751        58.4274        60.2012        153.3949       146.0770       149.7544       0.2438         0.6180         9.5186         0.0295         0.3036         8.7024         6.4436         195.3113       
100.0000       19.6821        2.0000         2.3695         160.7221       71.8562        73.6910        101.4782       101.4782       101.4782       61.9878        58.3280        60.1579        154.5039       146.8485       150.6954       0.2525         0.5928         8.9188         0.0304         0.3137         8.7566         6.5442         195.1180       
100.0000       19.4962        3.0000         2.3921         164.2492       76.0389        73.6759        105.4423       105.4423       105.4423       61.8476        58.0956        59.9716        155.1987       147.2443       151.2413       0.2609         0.5688         8.3344         0.0313         0.3229         8.8039         6.6393         194.7022       
