The SAM model uses the reference state from Li2O.dat at T = 0.000000       K
Reference data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
0.0000         8.2711         0.0000         2.0000         206.8000       24.1000        54.2000        85.0000        66.8948        158.9791       296.8984       
0.0000         7.4929         10.0000        2.2200         249.2000       50.4000        76.6000        116.6667       85.0290        205.2288       329.9163       
0.0000         6.9545         20.0000        2.3900         292.5000       82.9000        92.5000        152.7667       97.2382        240.6546       349.6428       
0.0000         6.5336         30.0000        2.5300         332.2000       115.0000       103.2000       187.4000       105.3271       266.1236       361.2212       
The SAM model parameters are as follows:
V: b0 is 0.00389441 (ang$^3/atom)     b1 is -0.14695681 (ang^3/atom/GPa)     RMSE is 0.0389078 (ang^3/atom)
C11: b0 is -0.164028 (GPa)     b1 is 14.522760     RMSE is 1.169409 (GPa)
C12: b0 is 0.009619 (GPa)     b1 is 2.102904     RMSE is 1.200393 (GPa)
C44: b0 is 0.045614 (GPa)     b1 is 3.864329     RMSE is 1.348691 (GPa)
B: b0 is -0.037354 (GPa)     b1 is 5.684470     RMSE is 0.680459 (GPa)
G: b0 is -0.004084 (GPa)     b1 is 4.751164     RMSE is 0.927858 (GPa)
E: b0 is -0.008292 (GPa)     b1 is 11.084042     RMSE is 1.834261 (GPa)
The modeled elastic constants and moduli are as follows:
T(K)           P(GPa)         V(ang^3/atom)  C11(GPa)       C12(GPa)       C44(GPa)       B(GPa)         G(GPa)         E(GPa)         
1600.0000      8.0000         8.3658         156.0551       30.4980        45.6460        75.3620        51.7708        126.4414       
1600.0000      9.0000         8.2669         162.1997       33.5125        47.5940        79.3234        53.6477        131.3640       
1600.0000      10.0000        8.1713         168.2899       36.5883        49.4647        83.3107        55.4452        136.1348       
1600.0000      11.0000        8.0790         174.3264       39.7194        51.2599        87.3196        57.1664        140.7576       
1600.0000      12.0000        7.9897         180.3096       42.8996        52.9814        91.3459        58.8143        145.2361       
1600.0000      13.0000        7.9031         186.2392       46.1226        54.6312        95.3853        60.3917        149.5736       
1600.0000      14.0000        7.8192         192.1149       49.3823        56.2110        99.4333        61.9015        153.7734       
1600.0000      15.0000        7.7378         197.9359       52.6724        57.7227        103.4852       63.3465        157.8385       
1600.0000      16.0000        7.6587         203.7012       55.9866        59.1680        107.5365       64.7293        161.7719       
1600.0000      17.0000        7.5817         209.4095       59.3187        60.5487        111.5823       66.0525        165.5764       
1600.0000      18.0000        7.5067         215.0593       62.6623        61.8665        115.6179       67.3188        169.2546       
1600.0000      19.0000        7.4335         220.6490       66.0112        63.1231        119.6383       68.5306        172.8092       
1600.0000      20.0000        7.3619         226.1766       69.3590        64.3203        123.6385       69.6906        176.2426       
1600.0000      21.0000        7.2919         231.6400       72.6994        65.4598        127.6137       70.8012        179.5573       
1600.0000      22.0000        7.2232         237.0371       76.0260        66.5432        131.5586       71.8647        182.7556       
1600.0000      23.0000        7.1557         242.3655       79.3325        67.5724        135.4681       72.8837        185.8398       
1600.0000      24.0000        7.0893         247.6227       82.6126        68.5489        139.3372       73.8605        188.8121       
1600.0000      25.0000        7.0238         252.8060       85.8598        69.4745        143.1606       74.7974        191.6747       
1600.0000      26.0000        6.9590         257.9127       89.0678        70.3509        146.9331       75.6969        194.4296       
1600.0000      27.0000        6.8950         262.9399       92.2302        71.1797        150.6493       76.5612        197.0790       
1600.0000      28.0000        6.8314         267.8848       95.3406        71.9627        154.3041       77.3926        199.6249       
1600.0000      29.0000        6.7681         272.7441       98.3927        72.7017        157.8921       78.1934        202.0693       
1600.0000      30.0000        6.7051         277.5148       101.3801       73.3982        161.4079       78.9660        204.4142       
1700.0000      0.0000         9.3735         97.8573        8.3250         25.2117        42.3579        31.2539        75.8320        
1700.0000      1.0000         9.2368         104.6998       10.6425        27.8586        46.0431        33.9254        82.2194        
1700.0000      2.0000         9.1056         111.4513       13.0676        30.4093        49.7761        36.4854        88.4069        
1700.0000      3.0000         8.9794         118.1191       15.5949        32.8663        53.5550        38.9384        94.4020        
1700.0000      4.0000         8.8580         124.7093       18.2187        35.2322        57.3778        41.2889        100.2115       
1700.0000      5.0000         8.7411         131.2270       20.9332        37.5093        61.2416        43.5410        105.8416       
1700.0000      6.0000         8.6286         137.6765       23.7325        39.6999        65.1437        45.6986        111.2982       
1700.0000      7.0000         8.5201         144.0612       26.6108        41.8062        69.0810        47.7655        116.5864       
1700.0000      8.0000         8.4155         150.3836       29.5622        43.8303        73.0498        49.7451        121.7113       
1700.0000      9.0000         8.3145         156.6459       32.5804        45.7743        77.0468        51.6409        126.6774       
1700.0000      10.0000        8.2170         162.8497       35.6597        47.6402        81.0679        53.4561        131.4891       
1700.0000      11.0000        8.1226         168.9958       38.7937        49.4299        85.1093        55.1939        136.1502       
1700.0000      12.0000        8.0314         175.0849       41.9764        51.1454        89.1668        56.8574        140.6647       
1700.0000      13.0000        7.9430         181.1171       45.2016        52.7886        93.2361        58.4496        145.0361       
1700.0000      14.0000        7.8572         187.0923       48.4631        54.3612        97.3129        59.9732        149.2677       
1700.0000      15.0000        7.7740         193.0099       51.7547        55.8652        101.3926       61.4312        153.3628       
1700.0000      16.0000        7.6931         198.8692       55.0701        57.3023        105.4707       62.8263        157.3245       
1700.0000      17.0000        7.6143         204.6690       58.4031        58.6743        109.5424       64.1611        161.1555       
1700.0000      18.0000        7.5376         210.4081       61.7473        59.9830        113.6030       65.4384        164.8589       
1700.0000      19.0000        7.4627         216.0850       65.0966        61.2301        117.6477       66.6606        168.4371       
1700.0000      20.0000        7.3894         221.6978       68.4446        62.4174        121.6716       67.8304        171.8930       
1700.0000      21.0000        7.3177         227.2448       71.7849        63.5466        125.6696       68.9502        175.2289       
1700.0000      22.0000        7.2474         232.7238       75.1113        64.6194        129.6368       70.0225        178.4472       
1700.0000      23.0000        7.1783         238.1326       78.4174        65.6377        133.5681       71.0499        181.5505       
1700.0000      24.0000        7.1103         243.4688       81.6968        66.6030        137.4584       72.0346        184.5409       
1700.0000      25.0000        7.0432         248.7299       84.9433        67.5171        141.3026       72.9792        187.4207       
1700.0000      26.0000        6.9769         253.9133       88.1504        68.3818        145.0954       73.8859        190.1922       
1700.0000      27.0000        6.9112         259.0161       91.3118        69.1988        148.8317       74.7571        192.8574       
1700.0000      28.0000        6.8461         264.0356       94.4211        69.9697        152.5061       75.5952        195.4184       
1700.0000      29.0000        6.7813         268.9688       97.4720        70.6965        156.1134       76.4025        197.8775       
1700.0000      30.0000        6.7167         273.8126       100.4580       71.3806        159.6482       77.1813        200.2365       
