Output data for Cubic structure, Space-Group Number between 195 and 230: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C44(GPa)       BV(GPa)        BR(GPa)        BH(GPa)        GV(GPa)        GR(GPa)        GH(GPa)        EV(GPa)        ER(GPa)        EH(GPa)        nuH            kH             HH(GPa)        AVR            AU             vl(km/s)       vb(km/s)       Debye(K)       
400.0000       7.4920         12.0000        2.2075         242.6499       53.9149        74.8882        116.8265       116.8265       116.8265       82.6799        81.6280        82.1540        200.6948       198.6238       199.6606       0.2152         0.7032         14.4654        0.0064         0.0644         10.1264        7.2748         324.5798       
400.0000       7.4280         13.0000        2.2265         247.3508       57.1112        76.6154        120.5244       120.5244       120.5244       84.0172        83.0803        83.5487        204.5266       202.6721       203.6003       0.2185         0.6932         14.3451        0.0056         0.0564         10.2061        7.3574         326.9750       
400.0000       7.3662         14.0000        2.2452         252.0351       60.3484        78.2794        124.2439       124.2439       124.2439       85.3050        84.4714        84.8882        208.2533       206.5943       207.4245       0.2218         0.6832         14.2129        0.0049         0.0493         10.2835        7.4390         329.2479       
400.0000       7.3065         15.0000        2.2635         256.6994       63.6198        79.8816        127.9797       127.9797       127.9797       86.5449        85.8039        86.1744        211.8752       210.3924       211.1344       0.2250         0.6733         14.0712        0.0043         0.0432         10.3586        7.5193         331.4047       
400.0000       7.2486         16.0000        2.2816         261.3398       66.9191        81.4233        131.7260       131.7260       131.7260       87.7381        87.0801        87.4091        215.3926       214.0688       214.7311       0.2283         0.6636         13.9218        0.0038         0.0378         10.4315        7.5983         333.4512       
400.0000       7.1926         17.0000        2.2994         265.9527       70.2397        82.9061        135.4774       135.4774       135.4774       88.8862        88.3024        88.5943        218.8061       217.6253       218.2160       0.2315         0.6539         13.7665        0.0033         0.0331         10.5020        7.6759         335.3929       
400.0000       7.1382         18.0000        2.3169         270.5344       73.5751        84.3312        139.2282       139.2282       139.2282       89.9906        89.4730        89.7318        222.1165       221.0643       221.5907       0.2347         0.6445         13.6070        0.0029         0.0289         10.5703        7.7519         337.2346       
400.0000       7.0853         19.0000        2.3342         275.0810       76.9187        85.7001        142.9728       142.9728       142.9728       91.0525        90.5940        90.8233        225.3247       224.3880       224.8565       0.2379         0.6352         13.4445        0.0025         0.0253         10.6363        7.8263         338.9809       
400.0000       7.0338         20.0000        2.3513         279.5887       80.2639        87.0142        146.7055       146.7055       146.7055       92.0735        91.6676        91.8705        228.4319       227.5985       228.0154       0.2410         0.6262         13.2803        0.0022         0.0221         10.7000        7.8990         340.6359       
400.0000       6.9835         21.0000        2.3682         284.0535       83.6044        88.2749        150.4208       150.4208       150.4208       93.0548        92.6957        92.8752        231.4392       230.6984       231.0689       0.2440         0.6174         13.1155        0.0019         0.0194         10.7614        7.9697         342.2036       
400.0000       6.9344         22.0000        2.3850         288.4715       86.9335        89.4836        154.1128       154.1128       154.1128       93.9978        93.6802        93.8390        234.3482       233.6898       234.0191       0.2469         0.6089         12.9511        0.0017         0.0169         10.8203        8.0385         343.6875       
400.0000       6.8863         23.0000        2.4017         292.8388       90.2447        90.6418        157.7760       157.7760       157.7760       94.9039        94.6231        94.7635        237.1602       236.5754       236.8679       0.2498         0.6006         12.7880        0.0015         0.0148         10.8768        8.1052         345.0911       
400.0000       6.8390         24.0000        2.4182         297.1513       93.5314        91.7507        161.4047       161.4047       161.4047       95.7744        95.5260        95.6502        239.8770       239.3575       239.6173       0.2526         0.5926         12.6269        0.0013         0.0130         10.9308        8.1697         346.4174       
400.0000       6.7925         25.0000        2.4348         301.4050       96.7871        92.8118        164.9931       164.9931       164.9931       96.6106        96.3909        96.5008        242.5004       242.0387       242.2696       0.2553         0.5849         12.4684        0.0011         0.0114         10.9822        8.2319         347.6693       
400.0000       6.7466         26.0000        2.4514         305.5958       100.0053       93.8265        168.5355       168.5355       168.5355       97.4140        97.2194        97.3167        245.0322       244.6217       244.8270       0.2579         0.5774         12.3133        0.0010         0.0100         11.0310        8.2917         348.8496       
400.0000       6.7012         27.0000        2.4680         309.7196       103.1794       94.7962        172.0261       172.0261       172.0261       98.1857        98.0132        98.0995        247.4744       247.1089       247.2917       0.2604         0.5703         12.1621        0.0009         0.0088         11.0771        8.3488         349.9609       
400.0000       6.6562         28.0000        2.4847         313.7722       106.3029       95.7223        175.4594       175.4594       175.4594       98.9272        98.7740        98.8506        249.8290       249.5031       249.6661       0.2628         0.5634         12.0152        0.0008         0.0078         11.1203        8.4034         351.0053       
400.0000       6.6114         29.0000        2.5015         317.7496       109.3692       96.6062        178.8294       178.8294       178.8294       99.6398        99.5033        99.5716        252.0982       251.8069       251.9526       0.2652         0.5568         11.8732        0.0007         0.0069         11.1607        8.4551         351.9853       
400.0000       6.5667         30.0000        2.5185         321.6476       112.3718       97.4493        182.1304       182.1304       182.1304       100.3247       100.2028       100.2638       254.2842       254.0231       254.1537       0.2674         0.5505         11.7364        0.0006         0.0061         11.1980        8.5039         352.9028       
500.0000       8.5482         0.0000         1.9347         179.4149       20.1346        46.9132        73.2280        73.2280        73.2280        60.0039        56.1413        58.0726        141.3923       134.1431       137.7929       0.1864         0.7930         13.4107        0.0333         0.3440         8.8244         6.1522         278.0971       
500.0000       8.4443         1.0000         1.9585         184.2423       22.3451        49.5184        76.3109        76.3109        76.3109        62.0905        58.6231        60.3568        146.5299       140.0154       143.2922       0.1870         0.7909         13.7332        0.0287         0.2957         8.9473         6.2421         282.9559       
500.0000       8.3445         2.0000         1.9820         189.0784       24.6730        52.0412        79.4748        79.4748        79.4748        64.1058        60.9929        62.5493        151.5655       145.7050       148.6504       0.1883         0.7870         13.9876        0.0249         0.2552         9.0652         6.3324         287.5160       
500.0000       8.2485         3.0000         2.0050         193.9219       27.1121        54.4833        82.7154        82.7154        82.7154        66.0519        63.2574        64.6547        156.4987       151.2225       153.8724       0.1900         0.7817         14.1813        0.0216         0.2209         9.1788         6.4229         291.8036       
500.0000       8.1563         4.0000         2.0277         198.7717       29.6559        56.8463        86.0278        86.0278        86.0278        67.9309        65.4225        66.6767        161.3289       156.5764       158.9618       0.1920         0.7751         14.3212        0.0188         0.1917         9.2882         6.5136         295.8413       
500.0000       8.0675         5.0000         2.0500         203.6259       32.2981        59.1318        89.4074        89.4074        89.4074        69.7447        67.4935        68.6191        166.0553       161.7732       163.9214       0.1944         0.7675         14.4134        0.0164         0.1668         9.3938         6.6040         299.6490       
500.0000       7.9822         6.0000         2.0719         208.4827       35.0324        61.3415        92.8492        92.8492        92.8492        71.4949        69.4754        70.4852        170.6771       166.8183       168.7533       0.1971         0.7591         14.4639        0.0143         0.1453         9.4959         6.6943         303.2440       
500.0000       7.9001         7.0000         2.0934         213.3397       37.8524        63.4769        96.3482        96.3482        96.3482        73.1836        71.3725        72.2780        175.1933       171.7163       173.4592       0.1999         0.7502         14.4779        0.0125         0.1269         9.5947         6.7841         306.6416       
500.0000       7.8211         8.0000         2.1146         218.1947       40.7516        65.5394        99.8993        99.8993        99.8993        74.8123        73.1889        74.0006        179.6033       176.4709       178.0405       0.2030         0.7408         14.4602        0.0110         0.1109         9.6903         6.8733         309.8553       
500.0000       7.7450         9.0000         2.1354         223.0449       43.7236        67.5308        103.4974       103.4974       103.4974       76.3828        74.9283        75.6555        183.9063       181.0851       182.4984       0.2061         0.7310         14.4152        0.0096         0.0971         9.7830         6.9619         312.8972       
500.0000       7.6716         10.0000        2.1558         227.8878       46.7619        69.4524        107.1372       107.1372       107.1372       77.8966        76.5942        77.2454        188.1019       185.5620       186.8340       0.2094         0.7210         14.3467        0.0084         0.0850         9.8728         7.0496         315.7783       
500.0000       7.6010         11.0000        2.1758         232.7204       49.8602        71.3058        110.8136       110.8136       110.8136       79.3555        78.1898        78.7726        192.1897       189.9041       191.0485       0.2127         0.7109         14.2582        0.0074         0.0745         9.9599         7.1365         318.5083       
500.0000       7.5328         12.0000        2.1955         237.5396       53.0119        73.0924        114.5211       114.5211       114.5211       80.7610        79.7182        80.2396        196.1696       194.1138       195.1429       0.2160         0.7007         14.1528        0.0065         0.0654         10.0444        7.2223         321.0961       
500.0000       7.4670         13.0000        2.2149         242.3423       56.2106        74.8137        118.2545       118.2545       118.2545       82.1146        81.1823        81.6484        200.0415       198.1934       199.1184       0.2194         0.6904         14.0334        0.0057         0.0574         10.1263        7.3069         323.5497       
500.0000       7.4033         14.0000        2.2339         247.1254       59.4498        76.4712        122.0083       122.0083       122.0083       83.4178        82.5848        83.0013        203.8057       202.1451       202.9762       0.2227         0.6803         13.9024        0.0050         0.0504         10.2057        7.3903         325.8764       
500.0000       7.3418         15.0000        2.2526         251.8853       62.7230        78.0663        125.7771       125.7771       125.7771       84.6722        83.9282        84.3002        207.4626       205.9713       206.7175       0.2261         0.6702         13.7620        0.0044         0.0443         10.2827        7.4723         328.0830       
500.0000       7.2822         16.0000        2.2711         256.6188       66.0237        79.6005        129.5554       129.5554       129.5554       85.8793        85.2150        85.5472        211.0127       209.6740       210.3438       0.2294         0.6603         13.6141        0.0039         0.0390         10.3572        7.5529         330.1756       
500.0000       7.2245         17.0000        2.2892         261.3223       69.3454        81.0752        133.3377       133.3377       133.3377       87.0405        86.4476        86.7440        214.4569       213.2556       213.8566       0.2327         0.6506         13.4606        0.0034         0.0343         10.4292        7.6319         332.1597       
500.0000       7.1684         18.0000        2.3071         265.9922       72.6816        82.4918        137.1184       137.1184       137.1184       88.1572        87.6281        87.8927        217.7960       216.7183       217.2574       0.2359         0.6410         13.3029        0.0030         0.0302         10.4989        7.7092         334.0407       
500.0000       7.1138         19.0000        2.3248         270.6250       76.0257        83.8518        140.8921       140.8921       140.8921       89.2309        88.7588        88.9949        221.0311       220.0645       220.5480       0.2391         0.6317         13.1424        0.0027         0.0266         10.5661        7.7848         335.8233       
500.0000       7.0606         20.0000        2.3423         275.2168       79.3714        85.1567        144.6532       144.6532       144.6532       90.2631        89.8417        90.0524        224.1635       223.2965       223.7302       0.2422         0.6225         12.9803        0.0023         0.0235         10.6309        7.8585         337.5118       
500.0000       7.0088         21.0000        2.3597         279.7640       82.7119        86.4077        148.3960       148.3960       148.3960       91.2551        90.8788        91.0669        227.1946       226.4167       226.8058       0.2453         0.6137         12.8177        0.0021         0.0207         10.6932        7.9302         339.1105       
500.0000       6.9580         22.0000        2.3769         284.2628       86.0410        87.6065        152.1149       152.1149       152.1149       92.2082        91.8721        92.0402        230.1259       229.4276       229.7769       0.2482         0.6051         12.6556        0.0018         0.0183         10.7531        7.9999         340.6231       
500.0000       6.9083         23.0000        2.3940         288.7092       89.3519        88.7543        155.8043       155.8043       155.8043       93.1240        92.8235        92.9738        232.9590       232.3318       232.6455       0.2511         0.5967         12.4948        0.0016         0.0162         10.8103        8.0673         342.0531       
500.0000       6.8595         24.0000        2.4110         293.0995       92.6382        89.8526        159.4586       159.4586       159.4586       94.0038        93.7348        93.8693        235.6958       235.1318       235.4139       0.2539         0.5887         12.3360        0.0014         0.0144         10.8650        8.1325         343.4038       
500.0000       6.8114         25.0000        2.4280         297.4297       95.8933        90.9029        163.0721       163.0721       163.0721       94.8490        94.6078        94.7284        238.3382       237.8302       238.0842       0.2567         0.5809         12.1799        0.0013         0.0127         10.9170        8.1952         344.6783       
500.0000       6.7640         26.0000        2.4451         301.6959       99.1108        91.9065        166.6392       166.6392       166.6392       95.6609        95.4442        95.5525        240.8880       240.4297       240.6589       0.2593         0.5734         12.0271        0.0011         0.0114         10.9663        8.2555         345.8795       
500.0000       6.7170         27.0000        2.4622         305.8940       102.2840       92.8649        170.1540       170.1540       170.1540       96.4409        96.2457        96.3433        243.3475       242.9329       243.1402       0.2618         0.5662         11.8782        0.0010         0.0101         11.0127        8.3131         347.0099       
500.0000       6.6705         28.0000        2.4793         310.0200       105.4065       93.7795        173.6110       173.6110       173.6110       97.1904        97.0139        97.1022        245.7187       245.3426       245.5307       0.2643         0.5593         11.7337        0.0009         0.0091         11.0563        8.3680         348.0721       
500.0000       6.6242         29.0000        2.4967         314.0699       108.4718       94.6517        177.0045       177.0045       177.0045       97.9107        97.7506        97.8306        248.0039       247.6616       247.8328       0.2666         0.5527         11.5939        0.0008         0.0082         11.0969        8.4200         349.0685       
500.0000       6.5780         30.0000        2.5142         318.0396       111.4732       95.4830        180.3287       180.3287       180.3287       98.6031        98.4573        98.5302        250.2054       249.8925       250.0490       0.2689         0.5464         11.4593        0.0007         0.0074         11.1345        8.4690         350.0011       
600.0000       8.6164         0.0000         1.9194         172.6734       19.1585        45.1193        70.3301        70.3301        70.3301        57.7746        54.0269        55.9008        136.0655       129.0387       132.5768       0.1858         0.7948         13.0914        0.0335         0.3468         8.6875         6.0532         273.1929       
600.0000       8.5098         1.0000         1.9435         177.6689       21.3780        47.7284        73.4750        73.4750        73.4750        59.8952        56.5298        58.2125        141.2927       134.9741       138.1525       0.1866         0.7923         13.4154        0.0289         0.2977         8.8172         6.1487         278.2300       
600.0000       8.4074         2.0000         1.9671         182.6646       23.7142        50.2539        76.6977        76.6977        76.6977        61.9424        58.9192        60.4308        146.4122       140.7231       143.5825       0.1880         0.7879         13.6703        0.0250         0.2566         8.9415         6.2442         282.9507       
600.0000       8.3089         3.0000         1.9904         187.6602       26.1607        52.6976        79.9939        79.9939        79.9939        63.9185        61.2022        62.5603        151.4240       146.2967       148.8718       0.1898         0.7821         13.8639        0.0217         0.2219         9.0607         6.3395         287.3836       
600.0000       8.2142         4.0000         2.0134         192.6550       28.7113        55.0612        83.3592        83.3592        83.3592        65.8255        63.3847        64.6051        156.3278       151.7033       154.0245       0.1920         0.7750         14.0033        0.0189         0.1925         9.1753         6.4345         291.5534       
600.0000       8.1232         5.0000         2.0360         197.6477       31.3597        57.3464        86.7891        86.7891        86.7891        67.6654        65.4722        66.5688        161.1229       156.9498       159.0434       0.1946         0.7670         14.0949        0.0165         0.1675         9.2857         6.5290         295.4813       
600.0000       8.0356         6.0000         2.0582         202.6371       34.0995        59.5548        90.2787        90.2787        90.2787        69.4404        67.4697        68.4551        165.8090       162.0418       163.9309       0.1974         0.7583         14.1448        0.0144         0.1460         9.3921         6.6230         299.1860       
600.0000       7.9513         7.0000         2.0800         207.6213       36.9245        61.6881        93.8234        93.8234        93.8234        71.1522        69.3817        70.2670        170.3853       166.9840       168.6889       0.2003         0.7489         14.1583        0.0126         0.1276         9.4948         6.7162         302.6840       
600.0000       7.8701         8.0000         2.1014         212.5983       39.8281        63.7478        97.4182        97.4182        97.4182        72.8027        71.2123        72.0075        174.8514       171.7801       173.3191       0.2035         0.7392         14.1403        0.0110         0.1117         9.5941         6.8087         305.9898       
600.0000       7.7920         9.0000         2.1225         217.5661       42.8041        65.7356        101.0581       101.0581       101.0581       74.3937        72.9654        73.6795        179.2069       176.4336       177.8229       0.2067         0.7291         14.0953        0.0097         0.0979         9.6901         6.9002         309.1163       
600.0000       7.7166         10.0000        2.1432         222.5221       45.8460        67.6529        104.7380       104.7380       104.7380       75.9269        74.6443        75.2856        183.4514       180.9473       182.2015       0.2101         0.7188         14.0270        0.0085         0.0859         9.7829         6.9907         312.0751       
600.0000       7.6440         11.0000        2.1636         227.4638       48.9473        69.5013        108.4528       108.4528       108.4528       77.4040        76.2525        76.8283        187.5849       185.3242       186.4562       0.2135         0.7084         13.9390        0.0075         0.0755         9.8728         7.0800         314.8767       
600.0000       7.5739         12.0000        2.1836         232.3885       52.1017        71.2823        112.1973       112.1973       112.1973       78.8267        77.7931        78.3099        191.6074       189.5666       190.5883       0.2169         0.6980         13.8344        0.0066         0.0664         9.9598         7.1681         317.5305       
600.0000       7.5062         13.0000        2.2033         237.2934       55.3028        72.9974        115.9663       115.9663       115.9663       80.1965        79.2688        79.7327        195.5192       193.6770       194.5991       0.2203         0.6876         13.7160        0.0058         0.0585         10.0441        7.2549         320.0449       
600.0000       7.4408         14.0000        2.2227         242.1753       58.5439        74.6481        119.7544       119.7544       119.7544       81.5152        80.6825        81.0988        199.3205       197.6579       198.4900       0.2238         0.6772         13.5863        0.0051         0.0516         10.1256        7.3402         322.4278       
600.0000       7.3774         15.0000        2.2418         247.0314       61.8187        76.2359        123.5563       123.5563       123.5563       82.7841        82.0367        82.4104        203.0121       201.5115       202.2624       0.2272         0.6670         13.4474        0.0045         0.0456         10.2045        7.4240         324.6862       
600.0000       7.3161         16.0000        2.2606         251.8582       65.1207        77.7623        127.3666       127.3666       127.3666       84.0049        83.3340        83.6694        206.5947       205.2401       205.9179       0.2305         0.6569         13.3012        0.0040         0.0403         10.2807        7.5062         326.8267       
600.0000       7.2566         17.0000        2.2791         256.6526       68.4434        79.2288        131.1798       131.1798       131.1798       85.1791        84.5766        84.8779        210.0692       208.8462       209.4581       0.2339         0.6470         13.1495        0.0035         0.0356         10.3544        7.5867         328.8551       
600.0000       7.1988         18.0000        2.2974         261.4112       71.7804        80.6367        134.9907       134.9907       134.9907       86.3082        85.7669        86.0376        213.4366       212.3321       212.8847       0.2372         0.6374         12.9938        0.0031         0.0316         10.4255        7.6654         330.7769       
600.0000       7.1425         19.0000        2.3155         266.1304       75.1251        81.9876        138.7935       138.7935       138.7935       87.3936        86.9071        87.1504        216.6984       215.7002       216.1995       0.2404         0.6279         12.8355        0.0028         0.0280         10.4941        7.7422         332.5972       
600.0000       7.0877         20.0000        2.3334         270.8068       78.4710        83.2830        142.5829       142.5829       142.5829       88.4369        87.9991        88.2180        219.8557       218.9531       219.4046       0.2435         0.6187         12.6756        0.0025         0.0249         10.5601        7.8170         334.3207       
600.0000       7.0342         21.0000        2.3511         275.4368       81.8116        84.5242        146.3534       146.3534       146.3534       89.4395        89.0452        89.2423        222.9103       222.0931       222.5018       0.2466         0.6098         12.5153        0.0022         0.0221         10.6234        7.8897         335.9516       
600.0000       6.9819         22.0000        2.3688         280.0167       85.1405        85.7127        150.0993       150.0993       150.0993       90.4029        90.0471        90.2250        225.8636       225.1229       225.4934       0.2496         0.6011         12.3556        0.0020         0.0198         10.6842        7.9603         337.4940       
600.0000       6.9306         23.0000        2.3863         284.5428       88.4511        86.8500        153.8150       153.8150       153.8150       91.3283        91.0068        91.1676        228.7176       228.0451       228.3815       0.2525         0.5927         12.1971        0.0018         0.0177         10.7423        8.0285         338.9515       
600.0000       6.8801         24.0000        2.4038         289.0114       91.7369        87.9375        157.4951       157.4951       157.4951       92.2174        91.9262        92.0718        231.4742       230.8623       231.1683       0.2554         0.5846         12.0408        0.0016         0.0158         10.7977        8.0944         340.3277       
600.0000       6.8305         25.0000        2.4213         293.4186       94.9914        88.9767        161.1338       161.1338       161.1338       93.0715        92.8070        92.9393        234.1353       233.5772       233.8563       0.2581         0.5768         11.8871        0.0014         0.0142         10.8503        8.1578         341.6256       
600.0000       6.7815         26.0000        2.4388         297.7606       98.2081        89.9690        164.7256       164.7256       164.7256       93.8919        93.6511        93.7715        236.7030       236.1926       236.4478       0.2608         0.5693         11.7368        0.0013         0.0129         10.9001        8.2186         342.8484       
600.0000       6.7330         27.0000        2.4563         302.0335       101.3804       90.9159        168.2648       168.2648       168.2648       94.6802        94.4600        94.5701        239.1795       238.7111       238.9454       0.2633         0.5620         11.5904        0.0012         0.0117         10.9470        8.2767         343.9989       
600.0000       6.6849         28.0000        2.4740         306.2333       104.5019       91.8188        171.7457       171.7457       171.7457       95.4376        95.2356        95.3366        241.5671       241.1356       241.3514       0.2658         0.5551         11.4482        0.0011         0.0106         10.9910        8.3319         345.0796       
600.0000       6.6371         29.0000        2.4918         310.3562       107.5660       92.6792        175.1627       175.1627       175.1627       96.1655        95.9793        96.0724        243.8682       243.4689       243.6686       0.2682         0.5485         11.3108        0.0010         0.0097         11.0319        8.3842         346.0929       
600.0000       6.5894         30.0000        2.5098         314.3981       110.5662       93.4985        178.5102       178.5102       178.5102       96.8655        96.6929        96.7792        246.0851       245.7138       245.8995       0.2704         0.5421         11.1785        0.0009         0.0089         11.0696        8.4335         347.0412       
700.0000       8.6849         0.0000         1.9043         165.9078       18.1788        43.3191        67.4218        67.4218        67.4218        55.5372        51.9048        53.7210        130.7193       123.9156       127.3416       0.1852         0.7968         12.7666        0.0338         0.3499         8.5452         5.9502         268.1500       
700.0000       8.5755         1.0000         1.9286         171.0712       20.4073        45.9318        70.6286        70.6286        70.6286        57.6919        54.4287        56.0603        136.0360       129.9140       132.9937       0.1862         0.7937         13.0921        0.0291         0.2998         8.6822         6.0517         273.3756       
700.0000       8.4705         2.0000         1.9525         176.2266       22.7517        48.4599        73.9100        73.9100        73.9100        59.7709        56.8377        58.3043        141.2393       135.7223       138.4953       0.1877         0.7889         13.3475        0.0252         0.2580         8.8131         6.1526         278.2657       
700.0000       8.3695         3.0000         1.9760         181.3742       25.2056        50.9050        77.2618        77.2618        77.2618        61.7767        59.1389        60.4578        146.3296       141.3516       143.8519       0.1897         0.7825         13.5409        0.0218         0.2230         8.9383         6.2530         282.8515       
700.0000       8.2724         4.0000         1.9992         186.5140       27.7630        53.2690        80.6800        80.6800        80.6800        63.7116        61.3387        62.5252        151.3068       146.8108       149.0675       0.1921         0.7750         13.6798        0.0190         0.1934         9.0584         6.3526         287.1599       
700.0000       8.1790         5.0000         2.0221         191.6454       30.4175        55.5537        84.1601        84.1601        84.1601        65.5778        63.4426        64.5102        156.1706       152.1068       154.1455       0.1947         0.7665         13.7708        0.0165         0.1683         9.1738         6.4514         291.2139       
700.0000       8.0891         6.0000         2.0445         196.7674       33.1628        57.7608        87.6977        87.6977        87.6977        67.3774        65.4557        66.4165        160.9208       157.2455       159.0885       0.1977         0.7573         13.8201        0.0145         0.1468         9.2848         6.5494         295.0335       
700.0000       8.0027         7.0000         2.0666         201.8788       35.9927        59.8918        91.2880        91.2880        91.2880        69.1123        67.3825        68.2474        165.5570       162.2315       163.8984       0.2008         0.7476         13.8332        0.0127         0.1284         9.3917         6.6463         298.6366       
700.0000       7.9194         8.0000         2.0883         206.9780       38.9007        61.9485        94.9265        94.9265        94.9265        70.7846        69.2273        70.0059        170.0790       167.0689       168.5772       0.2040         0.7375         13.8151        0.0111         0.1125         9.4948         6.7421         302.0386       
700.0000       7.8392         9.0000         2.1097         212.0633       41.8806        63.9325        98.6082        98.6082        98.6082        72.3960        70.9938        71.6949        174.4866       171.7612       173.1265       0.2074         0.7271         13.7700        0.0098         0.0988         9.5943         6.8367         305.2534       
700.0000       7.7618         10.0000        2.1307         217.1325       44.9260        65.8453        102.3282       102.3282       102.3282       73.9485        72.6858        73.3172        178.7799       176.3115       177.5477       0.2108         0.7165         13.7021        0.0086         0.0869         9.6904         6.9300         308.2934       
700.0000       7.6872         11.0000        2.1514         222.1836       48.0304        67.6886        106.0814       106.0814       106.0814       75.4438        74.3065        74.8751        182.9588       180.7227       181.8424       0.2143         0.7058         13.6148        0.0076         0.0765         9.7832         7.0219         311.1696       
700.0000       7.6152         12.0000        2.1718         227.2139       51.1874        69.4639        109.8629       109.8629       109.8629       76.8836        75.8590        76.3713        187.0236       184.9975       186.0118       0.2178         0.6952         13.5111        0.0067         0.0675         9.8729         7.1125         313.8922       
700.0000       7.5456         13.0000        2.1918         232.2210       54.3907        71.1727        113.6675       113.6675       113.6675       78.2697        77.3463        77.8080        190.9749       189.1384       190.0576       0.2213         0.6845         13.3939        0.0059         0.0597         9.9596         7.2014         316.4700       
700.0000       7.4784         14.0000        2.2115         237.2021       57.6337        72.8165        117.4899       117.4899       117.4899       79.6036        78.7711        79.1873        194.8131       193.1479       193.9813       0.2248         0.6740         13.2656        0.0053         0.0528         10.0434        7.2888         318.9113       
700.0000       7.4132         15.0000        2.2309         242.1544       60.9101        74.3969        121.3249       121.3249       121.3249       80.8870        80.1360        80.5115        198.5391       197.0284       197.7844       0.2283         0.6636         13.1283        0.0047         0.0469         10.1243        7.3745         321.2237       
700.0000       7.3501         16.0000        2.2501         247.0749       64.2134        75.9154        125.1672       125.1672       125.1672       82.1215        81.4436        81.7826        202.1539       200.7825       201.4687       0.2317         0.6534         12.9840        0.0041         0.0416         10.2024        7.4584         323.4140       
700.0000       7.2889         17.0000        2.2690         251.9604       67.5372        77.3734        129.0116       129.0116       129.0116       83.3087        82.6962        83.0025        205.6584       204.4126       205.0359       0.2351         0.6434         12.8343        0.0037         0.0370         10.2778        7.5405         325.4885       
700.0000       7.2294         18.0000        2.2877         256.8077       70.8748        78.7725        132.8525       132.8525       132.8525       84.4501        83.8962        84.1731        209.0540       207.9212       208.4879       0.2384         0.6336         12.6808        0.0033         0.0330         10.3505        7.6206         327.4528       
700.0000       7.1714         19.0000        2.3062         261.6137       74.2200        80.1142        136.6846       136.6846       136.6846       85.5473        85.0456        85.2965        212.3421       211.3108       211.8267       0.2417         0.6240         12.5247        0.0029         0.0295         10.4204        7.6987         329.3124       
700.0000       7.1150         20.0000        2.3245         266.3749       77.5661        81.3999        140.5024       140.5024       140.5024       86.6017        86.1467        86.3742        215.5241       214.5839       215.0542       0.2449         0.6148         12.3672        0.0026         0.0264         10.4876        7.7747         331.0722       
700.0000       7.0598         21.0000        2.3426         271.0879       80.9068        82.6311        144.3005       144.3005       144.3005       87.6149        87.2014        87.4082        218.6019       217.7432       218.1727       0.2480         0.6057         12.2093        0.0024         0.0237         10.5521        7.8484         332.7366       
700.0000       7.0058         22.0000        2.3607         275.7492       84.2355        83.8093        148.0734       148.0734       148.0734       88.5883        88.2118        88.4001        221.5771       220.7913       221.1844       0.2510         0.5970         12.0521        0.0021         0.0213         10.6139        7.9199         334.3100       
700.0000       6.9529         23.0000        2.3786         280.3552       87.5458        84.9360        151.8156       151.8156       151.8156       89.5235        89.1797        89.3516        224.4518       223.7309       224.0915       0.2540         0.5886         11.8962        0.0019         0.0193         10.6729        7.9890         335.7961       
700.0000       6.9009         24.0000        2.3966         284.9023       90.8310        86.0126        155.5214       155.5214       155.5214       90.4218        90.1070        90.2644        227.2278       226.5647       226.8964       0.2568         0.5804         11.7423        0.0017         0.0175         10.7291        8.0557         337.1987       
700.0000       6.8497         25.0000        2.4145         289.3867       94.0849        87.0406        159.1855       159.1855       159.1855       91.2847        90.9955        91.1401        229.9075       229.2955       229.6016       0.2596         0.5725         11.5913        0.0016         0.0159         10.7824        8.1197         338.5211       
700.0000       6.7991         26.0000        2.4324         293.8048       97.3007        88.0215        162.8021       162.8021       162.8021       92.1137        91.8469        91.9803        232.4928       231.9261       232.2095       0.2623         0.5650         11.4435        0.0015         0.0145         10.8328        8.1811         339.7664       
700.0000       6.7491         27.0000        2.4505         298.1527       100.4721       88.9567        166.3656       166.3656       166.3656       92.9102        92.6631        92.7866        234.9863       234.4592       234.7228       0.2649         0.5577         11.2996        0.0013         0.0133         10.8802        8.2396         340.9376       
700.0000       6.6995         28.0000        2.4686         302.4267       103.5925       89.8478        169.8706       169.8706       169.8706       93.6755        93.4456        93.5606        237.3901       236.8978       237.1440       0.2673         0.5508         11.1599        0.0012         0.0123         10.9245        8.2953         342.0375       
700.0000       6.6501         29.0000        2.4869         306.6228       106.6555       90.6962        173.3113       173.3113       173.3113       94.4112        94.1962        94.3037        239.7069       239.2447       239.4758       0.2697         0.5441         11.0249        0.0011         0.0114         10.9658        8.3480         343.0685       
700.0000       6.6009         30.0000        2.5055         310.7372       109.6545       91.5034        176.6820       176.6820       176.6820       95.1186        94.9163        95.0175        241.9390       241.5027       241.7209       0.2720         0.5378         10.8950        0.0011         0.0107         11.0038        8.3975         344.0332       
800.0000       8.7535         0.0000         1.8894         159.1269       17.1969        41.5148        64.5069        64.5069        64.5069        53.2949        49.7778        51.5363        125.3607       118.7805       122.0942       0.1845         0.7989         12.4365        0.0341         0.3533         8.3971         5.8431         262.9673       
800.0000       8.6414         1.0000         1.9139         164.4583       19.4344        44.1311        67.7757        67.7757        67.7757        55.4834        52.3226        53.9030        130.7670       124.8420       127.8227       0.1857         0.7953         12.7636        0.0293         0.3020         8.5420         5.9509         268.3925       
