The SAM model uses the reference state from Al2O3.dat at T = 0.000000       K
Reference data for Rhombohedral I structure, Space-Group Number between 149 and 167: 
T(K)           V(ang^3/atom)  P(GPa)         rho(g/cm^3)    C11(GPa)       C12(GPa)       C13(GPa)       C14(GPa)       C33(GPa)       C44(GPa)       BH(GPa)        GH(GPa)        EH(GPa)        Debye(K)       
1100.0000      72.0000        6.9001         808.4712       363.8884       345.6002       37.0820        781.1589       256.2368       500.7785       235.2573       609.9815       
1100.0000      74.0000        6.8711         816.5731       369.8862       351.9825       37.4413        788.7883       258.5428       507.5937       236.7041       614.3144       
1100.0000      76.0000        6.8418         824.5928       375.8833       358.3535       37.7942        796.3645       260.7949       514.3795       238.1076       618.5362       
1100.0000      78.0000        6.8125         832.5307       381.8800       364.7133       38.1407        803.8879       262.9932       521.1364       239.4680       622.6475       
1100.0000      80.0000        6.7836         840.3872       387.8763       371.0620       38.4807        811.3589       265.1379       527.8645       240.7856       626.6488       
1200.0000      0.0000         8.5410         456.4829       146.5123       106.7728       19.1729        466.7196       134.1451       233.3681       150.7083       371.9545       
1200.0000      2.0000         8.4604         467.7502       152.5340       113.5826       19.8461        476.4020       138.5256       241.3042       153.9306       380.7719       
1200.0000      4.0000         8.3861         478.9239       158.5548       120.3797       20.5088        486.0235       142.8449       249.2071       157.0950       389.4419       
1200.0000      6.0000         8.3177         490.0047       164.5746       127.1644       21.1610        495.5844       147.1036       257.0771       160.2024       397.9670       
1200.0000      8.0000         8.2547         500.9933       170.5937       133.9366       21.8029        505.0853       151.3019       264.9143       163.2537       406.3500       
1200.0000      10.0000        8.1961         511.8898       176.6118       140.6965       22.4348        514.5263       155.4401       272.7189       166.2497       414.5929       
1200.0000      12.0000        8.1398         522.6930       182.6285       147.4432       23.0568        523.9061       159.5175       280.4900       169.1903       422.6959       
1200.0000      14.0000        8.0838         533.4019       188.6434       154.1765       23.6692        533.2239       163.5337       288.2270       172.0758       430.6597       
1200.0000      16.0000        8.0303         544.0196       194.6572       160.8972       24.2721        542.4824       167.4903       295.9315       174.9078       438.4886       
1200.0000      18.0000        7.9808         554.5483       200.6706       167.6061       24.8657        551.6831       171.3886       303.6047       177.6877       446.1862       
1200.0000      20.0000        7.9308         564.9842       206.6821       174.3016       25.4502        560.8229       175.2266       311.2442       180.4144       453.7499       
1200.0000      22.0000        7.8762         575.3244       212.6907       180.9824       26.0262        569.8990       179.0029       318.8485       183.0872       461.1778       
1200.0000      24.0000        7.8214         585.5739       218.6980       187.6504       26.5935        578.9159       182.7202       326.4201       185.7084       468.4761       
1200.0000      26.0000        7.7715         595.7378       224.7052       194.3073       27.1520        587.8776       186.3810       333.9618       188.2805       475.6505       
1200.0000      28.0000        7.7235         605.8138       230.7117       200.9523       27.7019        596.7823       189.9843       341.4723       190.8028       482.6996       
1200.0000      30.0000        7.6744         615.7998       236.7166       207.5843       28.2436        605.6280       193.5290       348.9504       193.2749       489.6222       
1200.0000      32.0000        7.6291         625.7008       242.7215       214.2054       28.7769        614.4191       197.0177       356.3987       195.6989       496.4239       
1200.0000      34.0000        7.5919         635.5210       248.7277       220.8171       29.3012        623.1591       200.4524       363.8197       198.0768       503.1092       
1200.0000      36.0000        7.5569         645.2553       254.7335       227.4174       29.8174        631.8436       203.8308       371.2105       200.4069       509.6740       
